,date,price_usd
1067,2022-12-04,79.86
1068,2022-12-05,76.83
1069,2022-12-06,74.21
1070,2022-12-07,71.93
1071,2022-12-08,71.3
1072,2022-12-09,71.05
1073,2022-12-10,71.05
1074,2022-12-11,71.05
1075,2022-12-12,72.96
1076,2022-12-13,75.44
1077,2022-12-14,77.14
1078,2022-12-15,75.89
1079,2022-12-16,74.19
1080,2022-12-17,74.19
1081,2022-12-18,74.19
1082,2022-12-19,75.05
1083,2022-12-20,75.92
1084,2022-12-21,78.17
1085,2022-12-22,77.68
1086,2022-12-23,79.57
1087,2022-12-24,79.57
1088,2022-12-25,79.57
1089,2022-12-26,79.57
1090,2022-12-27,79.45
1091,2022-12-28,78.89
1092,2022-12-29,78.43
1093,2022-12-30,80.16
1094,2022-12-31,80.16
1095,2023-01-01,80.16
1096,2023-01-02,80.16
1097,2023-01-03,76.87
1098,2023-01-04,72.82
1099,2023-01-05,73.61
1100,2023-01-06,73.77
1101,2023-01-07,73.77
1102,2023-01-08,73.77
1103,2023-01-09,74.69
1104,2023-01-10,75.11
1105,2023-01-11,77.46
1106,2023-01-12,78.32
1107,2023-01-13,79.9
1108,2023-01-14,79.9
1109,2023-01-15,79.9
1110,2023-01-16,79.9
1111,2023-01-17,80.25
1112,2023-01-18,79.53
1113,2023-01-19,80.31
1114,2023-01-20,81.27
1115,2023-01-21,81.27
1116,2023-01-22,81.27
1117,2023-01-23,81.62
1118,2023-01-24,79.86
1119,2023-01-25,79.78
1120,2023-01-26,80.64
1121,2023-01-27,79.73
1122,2023-01-28,79.73
1123,2023-01-29,79.73
1124,2023-01-30,77.97
1125,2023-01-31,78.95
1126,2023-02-01,76.34
1127,2023-02-02,75.87
1128,2023-02-03,73.4
1129,2023-02-04,73.4
1130,2023-02-05,73.4
1131,2023-02-06,74.11
1132,2023-02-07,77.17
1133,2023-02-08,78.47
1134,2023-02-09,78.04
1135,2023-02-10,79.74
1136,2023-02-11,79.74
1137,2023-02-12,79.74
1138,2023-02-13,80.14
1139,2023-02-14,79.08
1140,2023-02-15,78.57
1141,2023-02-16,78.45
1142,2023-02-17,76.31
1143,2023-02-18,76.31
1144,2023-02-19,76.31
1145,2023-02-20,76.31
1146,2023-02-21,76.28
1147,2023-02-22,73.95
1148,2023-02-23,75.26
1149,2023-02-24,76.19
1150,2023-02-25,76.19
1151,2023-02-26,76.19
1152,2023-02-27,75.57
1153,2023-02-28,76.88
1154,2023-03-01,77.57
1155,2023-03-02,78.05
1156,2023-03-03,79.62
1157,2023-03-04,79.62
1158,2023-03-05,79.62
1159,2023-03-06,80.39
1160,2023-03-07,77.45
1161,2023-03-08,76.56
1162,2023-03-09,75.6
1163,2023-03-10,76.55
1164,2023-03-11,76.55
1165,2023-03-12,76.55
1166,2023-03-13,74.68
1167,2023-03-14,71.18
1168,2023-03-15,67.38
1169,2023-03-16,68.15
1170,2023-03-17,66.61
1171,2023-03-18,66.61
1172,2023-03-19,66.61
1173,2023-03-20,67.56
1174,2023-03-21,69.4
1175,2023-03-22,70.71
1176,2023-03-23,69.77
1177,2023-03-24,69.22
1178,2023-03-25,69.22
1179,2023-03-26,69.22
1180,2023-03-27,72.87
1181,2023-03-28,73.12
1182,2023-03-29,72.95
1183,2023-03-30,74.32
1184,2023-03-31,75.68
1185,2023-04-01,75.68
1186,2023-04-02,75.68
1187,2023-04-03,80.4
1188,2023-04-04,80.7
1189,2023-04-05,80.69
1190,2023-04-06,80.7
1191,2023-04-07,80.7
1192,2023-04-08,80.7
1193,2023-04-09,80.7
1194,2023-04-10,79.79
1195,2023-04-11,81.54
1196,2023-04-12,83.26
1197,2023-04-13,82.16
1198,2023-04-14,82.58
1199,2023-04-15,82.58
1200,2023-04-16,82.58
1201,2023-04-17,80.93
1202,2023-04-18,80.85
1203,2023-04-19,79.18
1204,2023-04-20,77.27
1205,2023-04-21,77.86
1206,2023-04-22,77.86
1207,2023-04-23,77.86
1208,2023-04-24,78.64
1209,2023-04-25,77.05
1210,2023-04-26,74.33
1211,2023-04-27,74.77
1212,2023-04-28,76.78
1213,2023-04-29,76.78
1214,2023-04-30,76.78
1215,2023-05-01,75.65
1216,2023-05-02,71.71
1217,2023-05-03,68.62
1218,2023-05-04,68.52
1219,2023-05-05,71.32
1220,2023-05-06,71.32
1221,2023-05-07,71.32
1222,2023-05-08,73.13
1223,2023-05-09,73.68
1224,2023-05-10,72.53
1225,2023-05-11,70.81
1226,2023-05-12,70.02
1227,2023-05-13,70.02
1228,2023-05-14,70.02
1229,2023-05-15,71.07
1230,2023-05-16,70.85
1231,2023-05-17,72.78
1232,2023-05-18,71.82
1233,2023-05-19,71.57
1234,2023-05-20,71.57
1235,2023-05-21,71.57
1236,2023-05-22,71.81
1237,2023-05-23,72.87
1238,2023-05-24,74.37
1239,2023-05-25,71.68
1240,2023-05-26,72.35
1241,2023-05-27,72.35
1242,2023-05-28,72.35
1243,2023-05-29,72.35
1244,2023-05-30,69.45
1245,2023-05-31,68.11
1246,2023-06-01,70.09
1247,2023-06-02,71.76
1248,2023-06-03,71.76
1249,2023-06-04,71.76
1250,2023-06-05,72.14
1251,2023-06-06,71.71
1252,2023-06-07,72.52
1253,2023-06-08,71.28
1254,2023-06-09,70.16
1255,2023-06-10,70.16
1256,2023-06-11,70.16
1257,2023-06-12,67.08
1258,2023-06-13,69.39
1259,2023-06-14,68.22
1260,2023-06-15,70.61
1261,2023-06-16,71.81
1262,2023-06-17,71.81
1263,2023-06-18,71.81
1264,2023-06-19,71.81
1265,2023-06-20,70.94
1266,2023-06-21,72.55
1267,2023-06-22,69.22
1268,2023-06-23,68.91
1269,2023-06-24,68.91
1270,2023-06-25,68.91
1271,2023-06-26,69.09
1272,2023-06-27,67.68
1273,2023-06-28,69.54
1274,2023-06-29,69.85
1275,2023-06-30,70.66
1276,2023-07-01,70.66
1277,2023-07-02,70.66
1278,2023-07-03,69.71
1279,2023-07-04,69.71
1280,2023-07-05,71.78
1281,2023-07-06,71.76
1282,2023-07-07,73.91
1283,2023-07-08,73.91
1284,2023-07-09,73.91
1285,2023-07-10,73.05
1286,2023-07-11,74.87
1287,2023-07-12,75.77
1288,2023-07-13,76.86
1289,2023-07-14,75.44
1290,2023-07-15,75.44
1291,2023-07-16,75.44
1292,2023-07-17,74.17
1293,2023-07-18,75.76
1294,2023-07-19,75.4
1295,2023-07-20,75.65
1296,2023-07-21,77.06
1297,2023-07-22,77.06
1298,2023-07-23,77.06
1299,2023-07-24,78.81
1300,2023-07-25,79.76
1301,2023-07-26,79.11
1302,2023-07-27,80.17
1303,2023-07-28,80.55
1304,2023-07-29,80.55
1305,2023-07-30,80.55
1306,2023-07-31,81.8
1307,2023-08-01,81.37
1308,2023-08-02,79.5
1309,2023-08-03,81.56
1310,2023-08-04,82.76
1311,2023-08-05,82.76
1312,2023-08-06,82.76
1313,2023-08-07,81.94
1314,2023-08-08,82.94
1315,2023-08-09,84.35
1316,2023-08-10,82.81
1317,2023-08-11,83.17
1318,2023-08-12,83.17
1319,2023-08-13,83.17
1320,2023-08-14,82.5
1321,2023-08-15,81.06
1322,2023-08-16,79.4
1323,2023-08-17,80.43
1324,2023-08-18,81.25
1325,2023-08-19,81.25
1326,2023-08-20,81.25
1327,2023-08-21,80.71
1328,2023-08-22,80.25
1329,2023-08-23,78.91
1330,2023-08-24,79.52
1331,2023-08-25,80.47
1332,2023-08-26,80.47
1333,2023-08-27,80.47
1334,2023-08-28,80.65
1335,2023-08-29,81.14
1336,2023-08-30,81.64
1337,2023-08-31,83.55
1338,2023-09-01,85.52
1339,2023-09-02,85.52
1340,2023-09-03,85.52
1341,2023-09-04,85.52
1342,2023-09-05,86.74
1343,2023-09-06,87.55
1344,2023-09-07,86.87
1345,2023-09-08,87.51
1346,2023-09-09,87.51
1347,2023-09-10,87.51
1348,2023-09-11,87.3
1349,2023-09-12,88.87
1350,2023-09-13,88.59
1351,2023-09-14,90.13
1352,2023-09-15,90.83
1353,2023-09-16,90.83
1354,2023-09-17,90.83
1355,2023-09-18,91.47
1356,2023-09-19,91.16
1357,2023-09-20,89.2
1358,2023-09-21,89.56
1359,2023-09-22,90.0
1360,2023-09-23,90.0
1361,2023-09-24,90.0
1362,2023-09-25,89.68
1363,2023-09-26,91.43
1364,2023-09-27,93.67
1365,2023-09-28,91.65
1366,2023-09-29,90.77
1367,2023-09-30,90.77
1368,2023-10-01,90.77
1369,2023-10-02,88.81
1370,2023-10-03,89.26
1371,2023-10-04,84.32
1372,2023-10-05,82.3
1373,2023-10-06,82.83
1374,2023-10-07,82.83
1375,2023-10-08,82.83
1376,2023-10-09,82.83
1377,2023-10-10,85.89
1378,2023-10-11,83.7
1379,2023-10-12,82.87
1380,2023-10-13,87.67
1381,2023-10-14,87.67
1382,2023-10-15,87.67
1383,2023-10-16,86.65
1384,2023-10-17,86.66
1385,2023-10-18,88.35
1386,2023-10-19,89.35
1387,2023-10-20,89.12
1388,2023-10-21,89.12
1389,2023-10-22,89.12
1390,2023-10-23,85.49
1391,2023-10-24,84.58
1392,2023-10-25,86.07
1393,2023-10-26,83.8
1394,2023-10-27,86.04
1395,2023-10-28,86.04
1396,2023-10-29,86.04
1397,2023-10-30,83.03
1398,2023-10-31,81.64
1399,2023-11-01,81.05
1400,2023-11-02,83.04
1401,2023-11-03,81.19
1402,2023-11-04,81.19
1403,2023-11-05,81.19
1404,2023-11-06,81.54
1405,2023-11-07,77.96
1406,2023-11-08,75.85
1407,2023-11-09,76.34
1408,2023-11-10,76.34
1409,2023-11-11,76.34
1410,2023-11-12,76.34
1411,2023-11-13,78.86
1412,2023-11-14,78.9
1413,2023-11-15,77.15
1414,2023-11-16,73.5
1415,2023-11-17,76.47
1416,2023-11-18,76.47
1417,2023-11-19,76.47
1418,2023-11-20,78.1
1419,2023-11-21,78.35
1420,2023-11-22,76.8
1421,2023-11-23,76.8
1422,2023-11-24,74.83
1423,2023-11-25,74.83
1424,2023-11-26,74.83
1425,2023-11-27,74.46
1426,2023-11-28,76.09
1427,2023-11-29,77.56
1428,2023-11-30,75.66
1429,2023-12-01,73.7
1430,2023-12-02,73.7
1431,2023-12-03,73.7
1432,2023-12-04,72.73
1433,2023-12-05,71.95
1434,2023-12-06,68.98
1435,2023-12-07,69.0
1436,2023-12-08,70.87
1437,2023-12-09,70.87
1438,2023-12-10,70.87
1439,2023-12-11,70.95
1440,2023-12-12,68.27
1441,2023-12-13,69.09
1442,2023-12-14,71.21
1443,2023-12-15,71.05
1444,2023-12-16,71.05
1445,2023-12-17,71.05
1446,2023-12-18,72.16
1447,2023-12-19,73.23
1448,2023-12-20,73.87
1449,2023-12-21,73.59
1450,2023-12-22,73.29
1451,2023-12-23,73.29
1452,2023-12-24,73.29
1453,2023-12-25,73.29
1454,2023-12-26,75.84
1455,2023-12-27,74.31
1456,2023-12-28,72.02
1457,2023-12-29,71.89
1458,2023-12-30,71.89
1459,2023-12-31,71.89
1460,2024-01-01,71.89
1461,2024-01-02,70.62
1462,2024-01-03,72.97
1463,2024-01-04,72.38
1464,2024-01-05,74.0
1465,2024-01-06,74.0
1466,2024-01-07,74.0
1467,2024-01-08,71.06
1468,2024-01-09,72.43
1469,2024-01-10,71.57
1470,2024-01-11,72.15
1471,2024-01-12,72.94
1472,2024-01-13,72.94
1473,2024-01-14,72.94
1474,2024-01-15,72.94
1475,2024-01-16,72.63
1476,2024-01-17,72.79
1477,2024-01-18,74.32
1478,2024-01-19,73.69
1479,2024-01-20,73.69
1480,2024-01-21,73.69
1481,2024-01-22,75.26
1482,2024-01-23,74.72
1483,2024-01-24,75.48
1484,2024-01-25,77.91
1485,2024-01-26,78.45
1486,2024-01-27,78.45
1487,2024-01-28,78.45
1488,2024-01-29,77.25
1489,2024-01-30,78.3
1490,2024-01-31,76.28
1491,2024-02-01,74.36
1492,2024-02-02,72.72
1493,2024-02-03,72.72
1494,2024-02-04,72.72
1495,2024-02-05,73.21
1496,2024-02-06,73.83
1497,2024-02-07,74.26
1498,2024-02-08,76.67
1499,2024-02-09,77.26
1500,2024-02-10,77.26
1501,2024-02-11,77.26
1502,2024-02-12,77.34
1503,2024-02-13,78.28
1504,2024-02-14,77.09
1505,2024-02-15,78.47
1506,2024-02-16,79.65
1507,2024-02-17,79.65
1508,2024-02-18,79.65
1509,2024-02-19,79.65
1510,2024-02-20,78.72
1511,2024-02-21,78.89
1512,2024-02-22,79.64
1513,2024-02-23,77.6
1514,2024-02-24,77.6
1515,2024-02-25,77.6
1516,2024-02-26,78.53
1517,2024-02-27,79.8
1518,2024-02-28,79.44
1519,2024-02-29,79.22
1520,2024-03-01,80.9
1521,2024-03-02,80.9
1522,2024-03-03,80.9
1523,2024-03-04,79.67
1524,2024-03-05,79.11
1525,2024-03-06,80.08
1526,2024-03-07,79.81
1527,2024-03-08,78.96
1528,2024-03-09,78.96
1529,2024-03-10,78.96
1530,2024-03-11,78.87
1531,2024-03-12,78.51
1532,2024-03-13,80.67
1533,2024-03-14,82.16
1534,2024-03-15,81.94
1535,2024-03-16,81.94
1536,2024-03-17,81.94
1537,2024-03-18,83.68
1538,2024-03-19,84.39
1539,2024-03-20,82.79
1540,2024-03-21,81.99
1541,2024-03-22,81.1
1542,2024-03-23,81.1
1543,2024-03-24,81.1
1544,2024-03-25,82.41
1545,2024-03-26,82.41
1546,2024-03-27,82.15
1547,2024-03-28,83.96
1548,2024-03-29,83.96
1549,2024-03-30,83.96
1550,2024-03-31,83.96
1551,2024-04-01,84.54
1552,2024-04-02,85.95
1553,2024-04-03,86.22
1554,2024-04-04,87.37
1555,2024-04-05,87.69
1556,2024-04-06,87.69
1557,2024-04-07,87.69
1558,2024-04-08,87.24
1559,2024-04-09,86.04
1560,2024-04-10,86.98
1561,2024-04-11,85.79
1562,2024-04-12,86.46
1563,2024-04-13,86.46
1564,2024-04-14,86.46
1565,2024-04-15,86.21
1566,2024-04-16,86.15
1567,2024-04-17,83.58
1568,2024-04-18,83.5
1569,2024-04-19,83.79
1570,2024-04-20,83.79
1571,2024-04-21,83.79
1572,2024-04-22,83.82
1573,2024-04-23,84.17
1574,2024-04-24,84.09
1575,2024-04-25,84.92
1576,2024-04-26,85.38
1577,2024-04-27,85.38
1578,2024-04-28,85.38
1579,2024-04-29,84.26
1580,2024-04-30,83.49
1581,2024-05-01,80.7
1582,2024-05-02,80.59
1583,2024-05-03,79.65
1584,2024-05-04,79.65
1585,2024-05-05,79.65
1586,2024-05-06,80.1
1587,2024-05-07,79.97
1588,2024-05-08,80.57
1589,2024-05-09,80.86
1590,2024-05-10,79.81
1591,2024-05-11,79.81
1592,2024-05-12,79.81
1593,2024-05-13,80.71
1594,2024-05-14,79.62
1595,2024-05-15,80.23
1596,2024-05-16,80.85
1597,2024-05-17,81.66
1598,2024-05-18,81.66
1599,2024-05-19,81.66
1600,2024-05-20,81.39
1601,2024-05-21,80.66
1602,2024-05-22,79.15
1603,2024-05-23,77.47
1604,2024-05-24,78.48
1605,2024-05-25,78.48
1606,2024-05-26,78.48
1607,2024-05-27,78.48
1608,2024-05-28,80.9
1609,2024-05-29,80.24
1610,2024-05-30,78.96
1611,2024-05-31,77.97
1612,2024-06-01,77.97
1613,2024-06-02,77.97
1614,2024-06-03,75.26
1615,2024-06-04,74.27
1616,2024-06-05,75.08
1617,2024-06-06,76.52
1618,2024-06-07,76.53
1619,2024-06-08,76.53
1620,2024-06-09,76.53
1621,2024-06-10,78.75
1622,2024-06-11,78.88
1623,2024-06-12,79.56
1624,2024-06-13,79.61
1625,2024-06-14,79.41
1626,2024-06-15,79.41
1627,2024-06-16,79.41
1628,2024-06-17,81.33
1629,2024-06-18,82.67
1630,2024-06-19,82.67
1631,2024-06-20,83.34
1632,2024-06-21,81.71
1633,2024-06-22,81.71
1634,2024-06-23,81.71
1635,2024-06-24,82.63
1636,2024-06-25,81.97
1637,2024-06-26,82.19
1638,2024-06-27,83.04
1639,2024-06-28,82.83
1640,2024-06-29,82.83
1641,2024-06-30,82.83
1642,2024-07-01,84.7
1643,2024-07-02,84.09
1644,2024-07-03,85.19
1645,2024-07-04,85.19
1646,2024-07-05,84.44
1647,2024-07-06,84.44
1648,2024-07-07,84.44
1649,2024-07-08,83.63
1650,2024-07-09,82.78
1651,2024-07-10,83.39
1652,2024-07-11,83.92
1653,2024-07-12,83.49
1654,2024-07-13,83.49
1655,2024-07-14,83.49
1656,2024-07-15,83.22
1657,2024-07-16,81.92
1658,2024-07-17,84.16
1659,2024-07-18,84.17
1660,2024-07-19,81.43
1661,2024-07-20,81.43
1662,2024-07-21,81.43
1663,2024-07-22,81.25
1664,2024-07-23,78.24
1665,2024-07-24,78.78
1666,2024-07-25,79.43
1667,2024-07-26,78.58
1668,2024-07-27,78.58
1669,2024-07-28,78.58
1670,2024-07-29,77.27
1671,2024-07-30,76.17
1672,2024-07-31,79.36
1673,2024-08-01,77.74
1674,2024-08-02,74.99
1675,2024-08-03,74.99
1676,2024-08-04,74.99
1677,2024-08-05,74.46
1678,2024-08-06,74.6
1679,2024-08-07,76.68
1680,2024-08-08,77.64
1681,2024-08-09,78.28
1682,2024-08-10,78.28
1683,2024-08-11,78.28
1684,2024-08-12,81.45
1685,2024-08-13,79.81
1686,2024-08-14,78.47
1687,2024-08-15,79.66
1688,2024-08-16,78.05
1689,2024-08-17,78.05
1690,2024-08-18,78.05
1691,2024-08-19,75.82
1692,2024-08-20,75.27
1693,2024-08-21,72.76
1694,2024-08-22,73.72
1695,2024-08-23,75.82
1696,2024-08-24,75.82
1697,2024-08-25,75.82
1698,2024-08-26,78.4
1699,2024-08-27,76.5
1700,2024-08-28,75.49
1701,2024-08-29,76.9
1702,2024-08-30,74.52
1703,2024-08-31,74.52
1704,2024-09-01,74.52
1705,2024-09-02,74.52
1706,2024-09-03,71.28
1707,2024-09-04,70.11
1708,2024-09-05,70.09
1709,2024-09-06,68.58
1710,2024-09-07,68.58
1711,2024-09-08,68.58
1712,2024-09-09,69.65
1713,2024-09-10,66.73
1714,2024-09-11,68.25
1715,2024-09-12,69.89
1716,2024-09-13,69.59
1717,2024-09-14,69.59
1718,2024-09-15,69.59
1719,2024-09-16,71.1
1720,2024-09-17,72.16
1721,2024-09-18,71.87
1722,2024-09-19,72.86
1723,2024-09-20,72.72
1724,2024-09-21,72.72
1725,2024-09-22,72.72
1726,2024-09-23,71.33
1727,2024-09-24,72.34
1728,2024-09-25,70.42
1729,2024-09-26,68.28
1730,2024-09-27,68.72
1731,2024-09-28,68.72
1732,2024-09-29,68.72
1733,2024-09-30,68.75
1734,2024-10-01,70.41
1735,2024-10-02,70.74
1736,2024-10-03,74.33
1737,2024-10-04,74.93
1738,2024-10-05,74.93
1739,2024-10-06,74.93
1740,2024-10-07,77.76
1741,2024-10-08,74.26
1742,2024-10-09,73.85
1743,2024-10-10,76.46
1744,2024-10-11,76.11
1745,2024-10-12,76.11
1746,2024-10-13,76.11
1747,2024-10-14,76.11
1748,2024-10-15,71.22
1749,2024-10-16,70.97
1750,2024-10-17,71.26
1751,2024-10-18,69.78
1752,2024-10-19,69.78
1753,2024-10-20,69.78
1754,2024-10-21,71.16
1755,2024-10-22,72.84
1756,2024-10-23,71.37
1757,2024-10-24,70.58
1758,2024-10-25,72.02
1759,2024-10-26,72.02
1760,2024-10-27,72.02
1761,2024-10-28,67.65
1762,2024-10-29,67.48
1763,2024-10-30,68.91
1764,2024-10-31,69.58
1765,2024-11-01,69.81
1766,2024-11-02,69.81
1767,2024-11-03,69.81
1768,2024-11-04,71.83
1769,2024-11-05,72.26
1770,2024-11-06,71.98
1771,2024-11-07,72.69
1772,2024-11-08,70.69
1773,2024-11-09,70.69
1774,2024-11-10,70.69
1775,2024-11-11,70.69
1776,2024-11-12,68.43
1777,2024-11-13,68.76
1778,2024-11-14,68.99
1779,2024-11-15,67.33
1780,2024-11-16,67.33
1781,2024-11-17,67.33
1782,2024-11-18,69.46
1783,2024-11-19,69.75
1784,2024-11-20,69.25
1785,2024-11-21,70.39
1786,2024-11-22,71.68
1787,2024-11-23,71.68
1788,2024-11-24,71.68
1789,2024-11-25,69.41
1790,2024-11-26,69.05
1791,2024-11-27,69.03
1792,2024-11-28,69.03
1793,2024-11-29,68.26
1794,2024-11-30,68.26
1795,2024-12-01,68.26
1796,2024-12-02,68.35
1797,2024-12-03,70.15
1798,2024-12-04,68.81
1799,2024-12-05,68.58
1800,2024-12-06,68.58
1801,2024-12-07,68.58
1802,2024-12-08,68.58
1803,2024-12-09,68.65
1804,2024-12-10,68.85
1805,2024-12-11,70.57
1806,2024-12-12,70.25
1807,2024-12-13,71.54
1808,2024-12-14,71.54
1809,2024-12-15,71.54
1810,2024-12-16,71.03
1811,2024-12-17,70.31
1812,2024-12-18,70.8
1813,2024-12-19,70.1
1814,2024-12-20,69.71
1815,2024-12-21,69.71
1816,2024-12-22,69.71
1817,2024-12-23,69.5
1818,2024-12-24,70.87
1819,2024-12-25,70.87
1820,2024-12-26,70.38
1821,2024-12-27,71.28
1822,2024-12-28,71.28
1823,2024-12-29,71.28
1824,2024-12-30,71.73
1825,2024-12-31,72.44
1826,2025-01-01,72.44
1827,2025-01-02,73.79
1828,2025-01-03,74.64
1829,2025-01-04,74.64
1830,2025-01-05,74.64
1831,2025-01-06,74.31
1832,2025-01-07,74.99
1833,2025-01-08,73.99
1834,2025-01-09,73.99
1835,2025-01-10,77.27
1836,2025-01-11,77.27
1837,2025-01-12,77.27
1838,2025-01-13,79.57
1839,2025-01-14,78.2
1840,2025-01-15,80.73
1841,2025-01-16,79.35
1842,2025-01-17,78.56
1843,2025-01-18,78.56
1844,2025-01-19,78.56
1845,2025-01-20,78.56
1846,2025-01-21,76.79
1847,2025-01-22,76.12
1848,2025-01-23,75.03
1849,2025-01-24,74.97
1850,2025-01-25,74.97
1851,2025-01-26,74.97
1852,2025-01-27,73.51
1853,2025-01-28,74.15
1854,2025-01-29,72.94
1855,2025-01-30,73.1
1856,2025-01-31,72.84
1857,2025-02-01,72.84
1858,2025-02-02,72.84
1859,2025-02-03,73.52
1860,2025-02-04,73.04
1861,2025-02-05,71.39
1862,2025-02-06,70.97
1863,2025-02-07,71.32
1864,2025-02-08,71.32
1865,2025-02-09,71.32
1866,2025-02-10,72.73
1867,2025-02-11,73.67
1868,2025-02-12,71.72
1869,2025-02-13,71.66
1870,2025-02-14,71.05
1871,2025-02-15,71.05
1872,2025-02-16,71.05
1873,2025-02-17,71.05
1874,2025-02-18,72.21
1875,2025-02-19,72.58
1876,2025-02-20,72.88
1877,2025-02-21,70.72
1878,2025-02-22,70.72
1879,2025-02-23,70.72
1880,2025-02-24,71.06
1881,2025-02-25,69.15
1882,2025-02-26,68.87
1883,2025-02-27,70.62
1884,2025-02-28,69.97
1885,2025-03-01,69.97
1886,2025-03-02,69.97
1887,2025-03-03,68.63
1888,2025-03-04,68.47
1889,2025-03-05,66.58
1890,2025-03-06,66.62
1891,2025-03-07,67.29
1892,2025-03-08,67.29
1893,2025-03-09,67.29
1894,2025-03-10,66.31
1895,2025-03-11,66.52
1896,2025-03-12,67.65
1897,2025-03-13,66.82
1898,2025-03-14,67.43
1899,2025-03-15,67.43
1900,2025-03-16,67.43
1901,2025-03-17,67.84
1902,2025-03-18,67.49
1903,2025-03-19,67.4
1904,2025-03-20,68.55
1905,2025-03-21,68.52
1906,2025-03-22,68.52
1907,2025-03-23,68.52
1908,2025-03-24,69.46
1909,2025-03-25,69.48
1910,2025-03-26,70.05
1911,2025-03-27,70.3
1912,2025-03-28,69.74
1913,2025-03-29,69.74
1914,2025-03-30,69.74
1915,2025-03-31,71.87
1916,2025-04-01,71.61
1917,2025-04-02,72.12
1918,2025-04-03,67.43
1919,2025-04-04,62.42
1920,2025-04-05,62.42
1921,2025-04-06,62.42
1922,2025-04-07,61.05
1923,2025-04-08,60.04
1924,2025-04-09,62.63
1925,2025-04-10,60.57
1926,2025-04-11,61.91
1927,2025-04-12,61.91
1928,2025-04-13,61.91
1929,2025-04-14,61.99
1930,2025-04-15,61.74
1931,2025-04-16,62.88
1932,2025-04-17,65.07
1933,2025-04-18,65.07
1934,2025-04-19,65.07
1935,2025-04-20,65.07
1936,2025-04-21,63.48
1937,2025-04-22,64.6
1938,2025-04-23,62.64
1939,2025-04-24,63.55
1940,2025-04-25,63.85
1941,2025-04-26,63.85
1942,2025-04-27,63.85
1943,2025-04-28,63.3
1944,2025-04-29,61.84
1945,2025-04-30,59.55
1946,2025-05-01,60.59
1947,2025-05-02,59.67
1948,2025-05-03,59.67
1949,2025-05-04,59.67
1950,2025-05-05,58.5
1951,2025-05-06,60.42
1952,2025-05-07,59.42
1953,2025-05-08,61.25
1954,2025-05-09,62.37
1955,2025-05-10,62.37
1956,2025-05-11,62.37
1957,2025-05-12,63.32
1958,2025-05-13,65.04
1959,2025-05-14,64.48
1960,2025-05-15,63.03
1961,2025-05-16,63.84
1962,2025-05-17,63.84
1963,2025-05-18,63.84
1964,2025-05-19,63.98
1965,2025-05-20,63.97
1966,2025-05-21,62.93
1967,2025-05-22,62.55
1968,2025-05-23,62.89
1969,2025-05-24,62.89
1970,2025-05-25,62.89
1971,2025-05-26,62.89
1972,2025-05-27,61.61
1973,2025-05-28,62.54
1974,2025-05-29,61.66
1975,2025-05-30,61.46
1976,2025-05-31,61.46
1977,2025-06-01,61.46
1978,2025-06-02,63.27
1979,2025-06-03,64.1
1980,2025-06-04,63.57
1981,2025-06-05,64.06
1982,2025-06-06,65.3
1983,2025-06-07,65.3
1984,2025-06-08,65.3
1985,2025-06-09,65.99
1986,2025-06-10,65.66
1987,2025-06-11,68.91
1988,2025-06-12,68.73
1989,2025-06-13,73.84
1990,2025-06-14,73.84
1991,2025-06-15,73.84
1992,2025-06-16,72.53
1993,2025-06-17,75.62
1994,2025-06-18,75.89
1995,2025-06-19,75.89
1996,2025-06-20,75.72
1997,2025-06-21,75.72
1998,2025-06-22,75.72
1999,2025-06-23,69.36
2000,2025-06-24,65.45
2001,2025-06-25,65.98
2002,2025-06-26,66.44
2003,2025-06-27,66.66
2004,2025-06-28,66.66
2005,2025-06-29,66.66
2006,2025-06-30,66.3
2007,2025-07-01,66.64
2008,2025-07-02,68.66
2009,2025-07-03,68.13
2010,2025-07-04,68.13
2011,2025-07-05,68.13
2012,2025-07-06,68.13
2013,2025-07-07,69.16
2014,2025-07-08,69.55
2015,2025-07-09,69.61
2016,2025-07-10,67.78
2017,2025-07-11,69.63
2018,2025-07-12,69.63
2019,2025-07-13,69.63
2020,2025-07-14,68.19
2021,2025-07-15,67.76
2022,2025-07-16,67.13
2023,2025-07-17,68.76
2024,2025-07-18,68.53
2025,2025-07-19,68.53
2026,2025-07-20,68.53
2027,2025-07-21,68.39
2028,2025-07-22,67.56
2029,2025-07-23,66.05
2030,2025-07-24,67.16
2031,2025-07-25,66.38
2032,2025-07-26,66.38
2033,2025-07-27,66.38
2034,2025-07-28,67.81
2035,2025-07-29,70.27
2036,2025-07-30,71.09
2037,2025-07-31,70.36
2038,2025-08-01,68.39
2039,2025-08-02,68.39
2040,2025-08-03,68.39
2041,2025-08-04,67.33
2042,2025-08-05,66.2
2043,2025-08-06,65.38
2044,2025-08-07,64.9
2045,2025-08-08,64.94
2046,2025-08-09,64.94
2047,2025-08-10,64.94
2048,2025-08-11,65.03
2049,2025-08-12,64.22
2050,2025-08-13,63.68
2051,2025-08-14,64.99
2052,2025-08-15,63.78
2053,2025-08-16,63.78
2054,2025-08-17,63.78
2055,2025-08-18,64.51
2056,2025-08-19,63.38
2057,2025-08-20,64.19
2058,2025-08-21,64.56
2059,2025-08-22,64.08
2060,2025-08-23,64.08
2061,2025-08-24,64.08
2062,2025-08-25,65.18
2063,2025-08-26,63.6
2064,2025-08-27,64.49
2065,2025-08-28,64.96
