,country,code,year,gdp,continent,avg_schooling_years,invalid_gdp_flag,invalid_schooling_flag,log_gdp,log_gdp_zscore,gdp_outlier_flag
25,Afghanistan,AFG,1990,1617.8264,Asia,2.06,False,False,7.388838798907872,-1.6974585602676822,False
26,Afghanistan,AFG,1995,1617.8264,Asia,2.4,False,False,7.388838798907872,-1.6974585602676822,False
27,Afghanistan,AFG,2000,1617.8264,Asia,3.03,False,False,7.388838798907872,-1.6974585602676822,False
28,Afghanistan,AFG,2001,1454.1108,Asia,3.0879999999999996,False,False,7.282149858766461,-1.7858851224711298,False
29,Afghanistan,AFG,2002,1774.3087,Asia,3.146,False,False,7.481166161259676,-1.6209352464240843,False
30,Afghanistan,AFG,2003,1815.9282,Asia,3.2039999999999997,False,False,7.50435202093468,-1.6017182042445046,False
31,Afghanistan,AFG,2004,1776.9182,Asia,3.262,False,False,7.482635794455837,-1.6197171762936249,False
32,Afghanistan,AFG,2005,1908.1147,Asia,3.32,False,False,7.553870965505363,-1.560675617950886,False
33,Afghanistan,AFG,2006,1929.7239,Asia,3.4419999999999997,False,False,7.565132214670484,-1.5513420024095912,False
34,Afghanistan,AFG,2007,2155.353,Asia,3.564,False,False,7.675709794227665,-1.4596924349468392,False
35,Afghanistan,AFG,2008,2191.5044,Asia,3.686,False,False,7.692343527614092,-1.4459059650651358,False
36,Afghanistan,AFG,2009,2565.022,Asia,3.8080000000000003,False,False,7.849722334566138,-1.3154663258297672,False
37,Afghanistan,AFG,2010,2848.5862,Asia,3.93,False,False,7.954578080003741,-1.228559162968861,False
38,Afghanistan,AFG,2011,2757.0525,Asia,4.106,False,False,7.9219174532799235,-1.2556291379519218,False
39,Afghanistan,AFG,2012,2985.319,Asia,4.282,False,False,8.001461887788452,-1.1897006464261515,False
40,Afghanistan,AFG,2013,3046.5798,Asia,4.458,False,False,8.0217748633386,-1.1728647251615716,False
41,Afghanistan,AFG,2014,3017.9426,Asia,4.6339999999999995,False,False,8.012330619928901,-1.1806923591808547,False
42,Afghanistan,AFG,2015,2967.6921,Asia,4.81,False,False,7.995539859013733,-1.194608977553297,False
43,Afghanistan,AFG,2016,2958.7854,Asia,4.986,False,False,7.99253412526866,-1.197100207681025,False
44,Afghanistan,AFG,2017,2952.999,Asia,5.162,False,False,7.990576543105193,-1.1987227025780294,False
45,Afghanistan,AFG,2018,2902.392,Asia,5.338,False,False,7.973290503577438,-1.2130498207172316,False
46,Afghanistan,AFG,2019,2927.245,Asia,5.514,False,False,7.981816986639579,-1.2059828502901964,False
47,Afghanistan,AFG,2020,2769.6858,Asia,5.69,False,False,7.926489163144872,-1.2518399861784282,False
48,Afghanistan,AFG,2021,2144.1665,Asia,5.69,False,False,7.6705061777575105,-1.464005327312919,False
49,Afghanistan,AFG,2022,1981.7102,Asia,5.69,False,False,7.591715488255849,-1.5293090954170594,False
50,Afghanistan,AFG,2023,1983.8126,Asia,5.69,False,False,7.592775827738442,-1.5284302585377165,False
106,Albania,ALB,1990,5291.1567,Europe,8.61,False,False,8.573792158795193,-0.7153384656507716,False
107,Albania,ALB,1991,3832.5532,Europe,8.596,False,False,8.251286491928164,-0.9826395314817975,False
108,Albania,ALB,1992,3578.7402,Europe,8.581999999999999,False,False,8.182766118022267,-1.0394309955019894,False
109,Albania,ALB,1993,3944.8438,Europe,8.568,False,False,8.280164638072774,-0.9587045745594405,False
110,Albania,ALB,1994,4298.6865,Europe,8.553999999999998,False,False,8.366064789901403,-0.8875082995857471,False
111,Albania,ALB,1995,4901.5557,Europe,8.54,False,False,8.497307923505415,-0.778730584650832,False
112,Albania,ALB,1996,5293.9507,Europe,8.818,False,False,8.57432007031452,-0.7149009188840697,False
113,Albania,ALB,1997,4703.2695,Europe,9.096,False,False,8.456013184151853,-0.8129567362395812,False
114,Albania,ALB,1998,5126.2725,Europe,9.373999999999999,False,False,8.542134065870009,-0.7415775146054321,False
115,Albania,ALB,1999,5790.839,Europe,9.652,False,False,8.664032465077959,-0.6405449580370064,False
116,Albania,ALB,2000,6262.79,Europe,9.93,False,False,8.742381051706197,-0.5756076162670797,False
117,Albania,ALB,2001,6882.1924,Europe,9.991999999999999,False,False,8.836692542955884,-0.4974398049040967,False
118,Albania,ALB,2002,7222.353,Europe,10.054,False,False,8.88493607906992,-0.4574543102366298,False
119,Albania,ALB,2003,7636.057,Europe,10.116,False,False,8.940636649458952,-0.4112882320494733,False
120,Albania,ALB,2004,8071.8564,Europe,10.178,False,False,8.996138771984223,-0.36528663260159167,False
121,Albania,ALB,2005,8529.551,Europe,10.24,False,False,9.05129200135119,-0.31957420485720806,False
122,Albania,ALB,2006,9100.176,Europe,10.28,False,False,9.116049032977253,-0.26590189657855334,False
123,Albania,ALB,2007,9765.216,Europe,10.32,False,False,9.186581962881808,-0.2074423739201621,False
124,Albania,ALB,2008,10520.121,Europe,10.36,False,False,9.261044988126695,-0.14572548625639462,False
125,Albania,ALB,2009,10876.24,Europe,10.4,False,False,9.294335872445263,-0.11813313742340642,False
126,Albania,ALB,2010,11255.348,Europe,10.44,False,False,9.328598672454124,-0.08973523964476081,False
127,Albania,ALB,2011,11563.691,Europe,10.35,False,False,9.355625381921394,-0.0673348014859939,False
128,Albania,ALB,2012,11859.09,Europe,10.26,False,False,9.380849941108778,-0.04642803224560855,False
129,Albania,ALB,2013,12249.122,Europe,10.17,False,False,9.413209539934819,-0.019607556996001637,False
130,Albania,ALB,2014,12718.285,Europe,10.08,False,False,9.450796000760105,0.011545077117424921,False
131,Albania,ALB,2015,13203.797,Europe,9.99,False,False,9.488259718725848,0.04259597876364264,False
132,Albania,ALB,2016,13933.284,Europe,10.056000000000001,False,False,9.542035789168613,0.08716698145390604,False
133,Albania,ALB,2017,14614.531,Europe,10.122,False,False,9.589771586712274,0.12673164921825747,False
134,Albania,ALB,2018,15386.701,Europe,10.188,False,False,9.641258843880532,0.16940562407112703,False
135,Albania,ALB,2019,15948.279,Europe,10.254,False,False,9.67710620270488,0.1991168453158883,False
136,Albania,ALB,2020,15659.589,Europe,10.32,False,False,9.658838723989655,0.18397628490943002,False
137,Albania,ALB,2021,17329.55,Europe,10.32,False,False,9.76016841584049,0.26796096305533357,False
138,Albania,ALB,2022,18448.518,Europe,10.32,False,False,9.82273932103918,0.31982135302025755,False
139,Albania,ALB,2023,19487.71,Europe,10.32,False,False,9.87753928944652,0.36524098891406126,False
140,Albania,ALB,2024,20591.486,Europe,10.32,False,False,9.932632968374412,0.4109040597091847,False
166,Algeria,DZA,1990,11728.546,Africa,5.05,False,False,9.369780978295157,-0.05560227586888327,False
167,Algeria,DZA,1991,11314.864,Africa,5.192,False,False,9.333872538552187,-0.08536412256406876,False
168,Algeria,DZA,1992,11241.415,Africa,5.334,False,False,9.327360005203957,-0.09076187920553519,False
169,Algeria,DZA,1993,10743.706,Africa,5.476,False,False,9.282075373718468,-0.12829495693228135,False
170,Algeria,DZA,1994,10414.035,Africa,5.617999999999999,False,False,9.250909694577578,-0.15412588056421445,False
171,Algeria,DZA,1995,10588.443,Africa,5.76,False,False,9.267518402290394,-0.1403601526102242,False
172,Algeria,DZA,1996,10808.879,Africa,5.819999999999999,False,False,9.288123204978488,-0.12328235744070104,False
173,Algeria,DZA,1997,10725.968,Africa,5.88,False,False,9.280422996133609,-0.12966449035437255,False
174,Algeria,DZA,1998,11094.888,Africa,5.9399999999999995,False,False,9.31423974067852,-0.1016362949195396,False
175,Algeria,DZA,1999,11292.037,Africa,6.0,False,False,9.33185306602405,-0.08703791380138647,False
176,Algeria,DZA,2000,11558.221,Africa,6.06,False,False,9.355152237650103,-0.06772695573629474,False
177,Algeria,DZA,2001,11742.595,Africa,6.1339999999999995,False,False,9.370978108138809,-0.05461006358853853,False
178,Algeria,DZA,2002,12213.126,Africa,6.207999999999999,False,False,9.410266553993331,-0.022046780115791646,False
179,Algeria,DZA,2003,12835.182,Africa,6.282,False,False,9.459945273181333,0.019128231526866366,False
180,Algeria,DZA,2004,13226.765,Africa,6.356,False,False,9.48999770717887,0.04403646869489886,False
181,Algeria,DZA,2005,13738.496,Africa,6.43,False,False,9.52795709835851,0.07549819716368199,False
182,Algeria,DZA,2006,13920.694,Africa,6.544,False,False,9.541131788967464,0.08641772262808092,False
183,Algeria,DZA,2007,14114.675,Africa,6.6579999999999995,False,False,9.554970315271957,0.09788745234370431,False
184,Algeria,DZA,2008,14206.776,Africa,6.772,False,False,9.561474312872294,0.10327813433581115,False
185,Algeria,DZA,2009,14104.428,Africa,6.886,False,False,9.55424406961841,0.09728552109972267,False
186,Algeria,DZA,2010,14496.421,Africa,7.0,False,False,9.581657070355517,0.1200061274873205,False
187,Algeria,DZA,2011,14641.964,Africa,7.11,False,False,9.591646931523057,0.12828598366326915,False
188,Algeria,DZA,2012,14697.54,Africa,7.22,False,False,9.59543541182399,0.13142597444903376,False
189,Algeria,DZA,2013,14778.191,Africa,7.33,False,False,9.600907791882745,0.135961625051852,False
190,Algeria,DZA,2014,15073.763,Africa,7.4399999999999995,False,False,9.620710961843834,0.152375006214591,False
191,Algeria,DZA,2015,15239.518,Africa,7.55,False,False,9.631647201443895,0.16143924539425547,False
192,Algeria,DZA,2016,15511.686,Africa,7.676,False,False,9.649348954324621,0.17611091754830252,False
193,Algeria,DZA,2017,15427.664,Africa,7.802,False,False,9.64391754050657,0.17160922082886737,False
194,Algeria,DZA,2018,15343.426,Africa,7.928,False,False,9.63844238766437,0.16707127207117556,False
195,Algeria,DZA,2019,15199.199,Africa,8.054,False,False,9.628998008077392,0.15924352518462967,False
196,Algeria,DZA,2020,14194.155,Africa,8.18,False,False,9.560585539132392,0.10254149559619971,False
197,Algeria,DZA,2021,14496.865,Africa,8.18,False,False,9.581687698136033,0.12003151258661364,False
198,Algeria,DZA,2022,14782.2,Africa,8.18,False,False,9.601179033222184,0.1361864369127838,False
199,Algeria,DZA,2023,15159.324,Africa,8.18,False,False,9.62637106717313,0.15706624839316807,False
200,Algeria,DZA,2024,15501.92,Africa,8.18,False,False,9.648719166203705,0.17558893281047155,False
338,Argentina,ARG,1990,17007.285,South America,8.67,False,False,9.741397060657613,0.25240277675672096,False
339,Argentina,ARG,1991,18295.61,South America,8.718,False,False,9.81441641934075,0.31292311611047235,False
340,Argentina,ARG,1992,19476.283,South America,8.766,False,False,9.876952747901479,0.3647548480605782,False
341,Argentina,ARG,1993,20791.346,South America,8.814,False,False,9.942292121421085,0.41890981641257086,False
342,Argentina,ARG,1994,21711.844,South America,8.862,False,False,9.985613197082,0.45481544811696945,False
343,Argentina,ARG,1995,20819.5,South America,8.91,False,False,9.94364532651075,0.4200313879070165,False
344,Argentina,ARG,1996,21695.596,South America,8.944,False,False,9.984864569622797,0.4541949662516454,False
345,Argentina,ARG,1997,23172.158,South America,8.978,False,False,10.050706750767409,0.5087666746112718,False
346,Argentina,ARG,1998,23783.102,South America,9.012,False,False,10.076730607490198,0.5303359223910434,False
347,Argentina,ARG,1999,22714.512,South America,9.046,False,False,10.030759294361584,0.4922337050988525,False
348,Argentina,ARG,2000,22281.38,South America,9.08,False,False,10.01150663108179,0.47627659815940604,False
349,Argentina,ARG,2001,21066.459,South America,9.178,False,False,9.955437433823317,0.4298049924568638,False
350,Argentina,ARG,2002,18571.701,South America,9.276,False,False,9.829394249505583,0.3253371304308676,False
351,Argentina,ARG,2003,20005.139,South America,9.374,False,False,9.90374446953013,0.3869605222006836,False
352,Argentina,ARG,2004,21591.45,South America,9.472,False,False,9.980052681976229,0.4502067489000506,False
353,Argentina,ARG,2005,23262.408,South America,9.57,False,False,10.05459394607971,0.5119884829601453,False
354,Argentina,ARG,2006,24877.25,South America,9.598,False,False,10.121709010197542,0.5676151897597221,False
355,Argentina,ARG,2007,26850.664,South America,9.626000000000001,False,False,10.198045829612608,0.6308851266573302,False
356,Argentina,ARG,2008,27658.484,South America,9.654,False,False,10.227687795329151,0.6554531570622828,False
357,Argentina,ARG,2009,25747.197,South America,9.682,False,False,10.156081045797883,0.5961036248312876,False
358,Argentina,ARG,2010,28056.258,South America,9.71,False,False,10.241966987671658,0.6672881222256452,False
359,Argentina,ARG,2011,29425.76,South America,9.686,False,False,10.28962576017216,0.7067889496354012,False
360,Argentina,ARG,2012,28825.967,South America,9.662,False,False,10.269031891842559,0.6897202171459469,False
361,Argentina,ARG,2013,29227.66,South America,9.638,False,False,10.282870800162458,0.7011902634858522,False
362,Argentina,ARG,2014,28200.814,South America,9.614,False,False,10.247106121757838,0.6715475699185469,False
363,Argentina,ARG,2015,28669.207,South America,9.59,False,False,10.263578898920414,0.6852006351050545,False
364,Argentina,ARG,2016,27802.105,South America,9.644,False,False,10.232867016236618,0.6597458297529334,False
365,Argentina,ARG,2017,28334.904,South America,9.698,False,False,10.251849680561982,0.6754791545523839,False
366,Argentina,ARG,2018,27367.115,South America,9.751999999999999,False,False,10.217097389098633,0.6466755535537894,False
367,Argentina,ARG,2019,26629.553,South America,9.806,False,False,10.189776893086925,0.6240316174831319,False
368,Argentina,ARG,2020,23877.094,South America,9.86,False,False,10.080674868309197,0.5336050281127381,False
369,Argentina,ARG,2021,26300.273,South America,9.86,False,False,10.177334598340119,0.6137191207152023,False
370,Argentina,ARG,2022,27825.027,South America,9.86,False,False,10.23369114649368,0.6604288902964464,False
371,Argentina,ARG,2023,27230.396,South America,9.86,False,False,10.212089128345754,0.6425245770757351,False
372,Argentina,ARG,2024,26771.965,South America,9.86,False,False,10.195110536883655,0.6284522798717304,False
374,Armenia,ARM,1990,6137.6006,Asia,10.45,False,False,8.72218916300714,-0.5923431776072298,False
375,Armenia,ARM,1991,5326.753,Asia,10.45,False,False,8.580497138280512,-0.7097812046568437,False
376,Armenia,ARM,1992,3136.7244,Asia,10.45,False,False,8.050934349693044,-1.1486965861724294,False
377,Armenia,ARM,1993,2958.8804,Asia,10.45,False,False,7.992566232522844,-1.1970735963555639,False
378,Armenia,ARM,1994,3200.8965,Asia,10.45,False,False,8.071186205801384,-1.1319113222872905,False
379,Armenia,ARM,1995,3480.7559,Asia,10.45,False,False,8.155004761824948,-1.062440327934953,False
380,Armenia,ARM,1996,3717.3357,Asia,10.45,False,False,8.220762480989094,-1.0079386238565535,False
381,Armenia,ARM,1997,3879.1794,Asia,10.45,False,False,8.26337891540377,-0.9726170171027178,False
382,Armenia,ARM,1998,4211.5127,Asia,10.45,False,False,8.345577173303525,-0.90448896788268,False
383,Armenia,ARM,1999,4406.9673,Asia,10.45,False,False,8.390942044800845,-0.8668893851518724,False
384,Armenia,ARM,2000,4589.0083,Asia,10.45,False,False,8.431419223066111,-0.8333408494090906,False
385,Armenia,ARM,2001,5044.1167,Asia,10.45,False,False,8.525977833216851,-0.7549682194880959,False
386,Armenia,ARM,2002,5731.3535,Asia,10.45,False,False,8.653706994729392,-0.6491029758113627,False
387,Armenia,ARM,2003,6569.2603,Asia,10.45,False,False,8.79015651762118,-0.5360100703271689,False
388,Armenia,ARM,2004,7299.4,Asia,10.45,False,False,8.89554743197773,-0.44865934557842313,False
389,Armenia,ARM,2005,8362.9,Asia,10.45,False,False,9.03156053587849,-0.3359281554792139,False
390,Armenia,ARM,2006,9525.231,Asia,10.45,False,False,9.161699451669332,-0.228065644922683,False
391,Armenia,ARM,2007,10898.849,Asia,10.45,False,False,9.296412466311274,-0.11641200253893993,False
392,Armenia,ARM,2008,11727.482,Asia,10.45,False,False,9.369690255347459,-0.05567746940222693,False
393,Armenia,ARM,2009,10143.235,Asia,10.45,False,False,9.224562259795372,-0.1759633182365915,False
394,Armenia,ARM,2010,10438.564,Asia,10.45,False,False,9.25326230408333,-0.1521759767548306,False
395,Armenia,ARM,2011,10990.177,Asia,10.45,False,False,9.304757152818475,-0.109495709814322,False
396,Armenia,ARM,2012,11796.274,Asia,10.45,False,False,9.37553899787835,-0.05082987981576907,False
397,Armenia,ARM,2013,12194.019,Asia,10.45,False,False,9.408700864609896,-0.02334446410695408,False
398,Armenia,ARM,2014,12667.376,Asia,10.45,False,False,9.446785148472472,0.008220778658454712,False
399,Armenia,ARM,2015,13112.76,Asia,10.45,False,False,9.48134108091598,0.036861632205822316,False
400,Armenia,ARM,2016,13192.994,Asia,10.468,False,False,9.487441210097044,0.04191757757151309,False
401,Armenia,ARM,2017,14243.875,Asia,10.485999999999999,False,False,9.564082268734337,0.10543967583161319,False
402,Armenia,ARM,2018,15037.045,Asia,10.504,False,False,9.61827210213605,0.15035361599954172,False
403,Armenia,ARM,2019,16215.36,Asia,10.521999999999998,False,False,9.69371422016009,0.212882001166461,False
404,Armenia,ARM,2020,15052.936,Asia,10.54,False,False,9.619328334207275,0.1512290485497538,False
405,Armenia,ARM,2021,15921.705,Asia,10.54,False,False,9.675438551653743,0.19773465284859393,False
406,Armenia,ARM,2022,17886.178,Asia,10.54,False,False,9.791783514774307,0.29416437747424107,False
407,Armenia,ARM,2023,19402.752,Asia,10.54,False,False,9.873170190660959,0.36161976646098987,False
408,Armenia,ARM,2024,20078.785,Asia,10.54,False,False,9.907419064006858,0.3900061214599706,False
499,Australia,AUS,1990,36267.742,Oceania,11.44,False,False,10.49868397503159,0.8800618232426027,False
500,Australia,AUS,1991,35670.668,Oceania,11.453999999999999,False,False,10.48208400539934,0.8663033376365423,False
501,Australia,AUS,1992,35426.285,Oceania,11.468,False,False,10.475209337718928,0.8606054346630546,False
502,Australia,AUS,1993,36533.15,Oceania,11.482,False,False,10.505975346567176,0.8861051011848656,False
503,Australia,AUS,1994,37622.652,Oceania,11.496,False,False,10.53536159478827,0.9104611862936343,False
504,Australia,AUS,1995,38653.336,Oceania,11.51,False,False,10.562388363356787,0.9328616734370481,False
505,Australia,AUS,1996,39663.16,Oceania,11.482,False,False,10.588178076156405,0.9542368566571812,False
506,Australia,AUS,1997,40773.566,Oceania,11.453999999999999,False,False,10.615789258262568,0.9771217209063263,False
507,Australia,AUS,1998,42257.17,Oceania,11.426,False,False,10.651529322529212,1.006744013637332,False
508,Australia,AUS,1999,43899.074,Oceania,11.398,False,False,10.689648505446716,1.0383381816451074,False
509,Australia,AUS,2000,45099.074,Oceania,11.37,False,False,10.716616993129206,1.0606903640777734,False
510,Australia,AUS,2001,45428.2,Oceania,11.437999999999999,False,False,10.723888336572948,1.0667170422177799,False
511,Australia,AUS,2002,46688.395,Oceania,11.506,False,False,10.751250911704817,1.0893958545551947,False
512,Australia,AUS,2003,47581.23,Oceania,11.574,False,False,10.770193634720794,1.1050960749609349,False
513,Australia,AUS,2004,49061.277,Oceania,11.642000000000001,False,False,10.800825346825537,1.1304844328566825,False
514,Australia,AUS,2005,49997.066,Oceania,11.71,False,False,10.819719602688545,1.1461444824283034,False
515,Australia,AUS,2006,50693.727,Oceania,11.706000000000001,False,False,10.833557454113707,1.1576136527864238,False
516,Australia,AUS,2007,51663.242,Oceania,11.702,False,False,10.852501821165433,1.1733152358116554,False
517,Australia,AUS,2008,52473.383,Oceania,11.698,False,False,10.868061329540398,1.1862113601273552,False
518,Australia,AUS,2009,52407.91,Oceania,11.693999999999999,False,False,10.866812813115168,1.185176557314699,False
519,Australia,AUS,2010,52739.27,Oceania,11.69,False,False,10.873115618324945,1.1904004858324997,False
520,Australia,AUS,2011,53257.047,Oceania,11.936,False,False,10.882885412843937,1.198497945059327,False
521,Australia,AUS,2012,54403.883,Oceania,12.182,False,False,10.904190808973167,1.2161564102535019,False
522,Australia,AUS,2013,54895.004,Oceania,12.427999999999999,False,False,10.913177621535212,1.2236049137157636,False
523,Australia,AUS,2014,55489.07,Oceania,12.674,False,False,10.923941343402964,1.2325261657219961,False
524,Australia,AUS,2015,55879.996,Oceania,12.92,False,False,10.930961741788934,1.2383448540860118,False
525,Australia,AUS,2016,56529.953,Oceania,12.922,False,False,10.942525918252045,1.2479295436329463,False
526,Australia,AUS,2017,56881.855,Oceania,12.924,False,False,10.948731676462927,1.2530730370796594,False
527,Australia,AUS,2018,57647.844,Oceania,12.926,False,False,10.962108126905944,1.264159786330266,False
528,Australia,AUS,2019,58048.617,Oceania,12.927999999999999,False,False,10.969036162552829,1.269901922059283,False
529,Australia,AUS,2020,57260.465,Oceania,12.93,False,False,10.955365699471384,1.25857148750422,False
530,Australia,AUS,2021,58327.414,Oceania,12.93,False,False,10.973827484802964,1.2738730942766352,False
531,Australia,AUS,2022,60029.133,Oceania,12.93,False,False,11.00258527336298,1.2977082957095607,False
532,Australia,AUS,2023,60684.96,Oceania,12.93,False,False,11.013451170398776,1.3067142331465482,False
533,Australia,AUS,2024,60303.98,Oceania,12.93,False,False,11.007153383853904,1.3014944642284578,False
558,Austria,AUT,1990,43258.176,Europe,8.26,False,False,10.674941534956556,1.0261486628519818,False
559,Austria,AUT,1991,44302.42,Europe,8.394,False,False,10.698794582080701,1.0459186873031507,False
560,Austria,AUT,1992,44734.855,Europe,8.528,False,False,10.708508230666506,1.0539696113235473,False
561,Austria,AUT,1993,44601.207,Europe,8.661999999999999,False,False,10.705516200422235,1.0514897390128934,False
562,Austria,AUT,1994,45497.137,Europe,8.796,False,False,10.725404679882379,1.0679738269022605,False
563,Austria,AUT,1995,46639.53,Europe,8.93,False,False,10.750203743786635,1.088527934610242,False
564,Austria,AUT,1996,47608.633,Europe,9.03,False,False,10.770769389320987,1.1055732753146026,False
565,Austria,AUT,1997,48575.16,Europe,9.129999999999999,False,False,10.790867568115667,1.1222311674542014,False
566,Austria,AUT,1998,50216.7,Europe,9.23,False,False,10.82410291968036,1.1497774892996846,False
567,Austria,AUT,1999,52004.53,Europe,9.33,False,False,10.859086109153855,1.1787724645609705,False
568,Austria,AUT,2000,53534.344,Europe,9.43,False,False,10.888078670851467,1.2028022520627777,False
569,Austria,AUT,2001,54032.152,Europe,9.522,False,False,10.897334555769156,1.210473769675917,False
570,Austria,AUT,2002,54565.08,Europe,9.614,False,False,10.907149396687414,1.2186085645274258,False
571,Austria,AUT,2003,54919.79,Europe,9.706,False,False,10.91362903613097,1.2239790578470904,False
572,Austria,AUT,2004,55980.23,Europe,9.798,False,False,10.932753871671222,1.2398302178388314,False
573,Austria,AUT,2005,56890.28,Europe,9.89,False,False,10.948879779511453,1.253195788729602,False
574,Austria,AUT,2006,58460.24,Europe,9.938,False,False,10.976102144028005,1.2757583908705288,False
575,Austria,AUT,2007,60470.91,Europe,9.986,False,False,11.009917701938548,1.3037856027920043,False
576,Austria,AUT,2008,61157.99,Europe,10.034,False,False,11.021215794885547,1.313149755415828,False
577,Austria,AUT,2009,58810.44,Europe,10.082,False,False,10.98207466914681,1.2807085746780507,False
578,Austria,AUT,2010,59730.55,Europe,10.13,False,False,10.997598893787089,1.2935754549188179,False
579,Austria,AUT,2011,61272.258,Europe,10.158000000000001,False,False,11.023082458313036,1.3146968945050808,False
580,Austria,AUT,2012,61376.723,Europe,10.186,False,False,11.024785938022529,1.3161087826941855,False
581,Austria,AUT,2013,60863.055,Europe,10.214,False,False,11.016381619364967,1.309143065295874,False
582,Austria,AUT,2014,60845.66,Europe,10.241999999999999,False,False,11.016095772946846,1.3089061483667235,False
583,Austria,AUT,2015,60951.688,Europe,10.27,False,False,11.017836829357751,1.3103491811010872,False
584,Austria,AUT,2016,61572.71,Europe,10.294,False,False,11.02797403187897,1.3187511576145223,False
585,Austria,AUT,2017,62535.9,Europe,10.318,False,False,11.043496070819957,1.3316162262909976,False
586,Austria,AUT,2018,63778.027,Europe,10.342,False,False,11.063164005623355,1.3479175210456442,False
587,Austria,AUT,2019,64609.375,Europe,10.366,False,False,11.076114803080257,1.358651478055519,False
588,Austria,AUT,2020,60276.414,Europe,10.39,False,False,11.006696161919793,1.301115506824402,False
589,Austria,AUT,2021,62968.94,Europe,10.39,False,False,11.050396867928368,1.3373357860124784,False
590,Austria,AUT,2022,65694.555,Europe,10.39,False,False,11.09277132432591,1.3724568351063013,False
591,Austria,AUT,2023,64536.297,Europe,10.39,False,False,11.074983088688779,1.3577134837994886,False
592,Austria,AUT,2024,63788.08,Europe,10.39,False,False,11.063321618021464,1.348048154291292,False
666,Bahrain,BHR,1990,41856.543,Asia,7.82,False,False,10.64200340778318,0.9988486882950967,False
667,Bahrain,BHR,1991,47644.023,Asia,7.82,False,False,10.771512465747715,1.1061891563401607,False
668,Bahrain,BHR,1992,49511.95,Asia,7.82,False,False,10.80996933356249,1.138063206353832,False
669,Bahrain,BHR,1993,54433.137,Asia,7.82,False,False,10.9047283834254,1.216601965909752,False
670,Bahrain,BHR,1994,52886.58,Asia,7.82,False,False,10.875904899462226,1.192712314421871,False
671,Bahrain,BHR,1995,53537.684,Asia,7.82,False,False,10.888141058761054,1.2028539607812307,False
672,Bahrain,BHR,1996,54289.438,Asia,7.82,False,False,10.902084975031586,1.2144110404356132,False
673,Bahrain,BHR,1997,54512.855,Asia,7.82,False,False,10.906191824397645,1.2178149037643389,False
674,Bahrain,BHR,1998,55638.695,Asia,7.82,False,False,10.926634191412933,1.2347580680329797,False
675,Bahrain,BHR,1999,56522.227,Asia,7.82,False,False,10.942389238003825,1.2478162594963227,False
676,Bahrain,BHR,2000,57968.996,Asia,7.82,False,False,10.96766359488071,1.2687643023540334,False
677,Bahrain,BHR,2001,57280.7,Asia,7.82,False,False,10.955719022230246,1.2588643305756104,False
678,Bahrain,BHR,2002,55096.656,Asia,7.82,False,False,10.916844303644142,1.2266439549992916,False
679,Bahrain,BHR,2003,54431.875,Asia,7.82,False,False,10.904705198749683,1.2165827498488675,False
680,Bahrain,BHR,2004,54045.094,Asia,7.82,False,False,10.897574051140122,1.2106722696543597,False
681,Bahrain,BHR,2005,53478.266,Asia,7.82,False,False,10.887030607354406,1.20193358983881,False
682,Bahrain,BHR,2006,52691.934,Asia,7.82,False,False,10.872217667786874,1.1896562411244245,False
683,Bahrain,BHR,2007,52731.793,Asia,7.82,False,False,10.872973835360028,1.1902829724318602,False
684,Bahrain,BHR,2008,52765.39,Asia,7.82,False,False,10.873610762341023,1.1908108740421806,False
685,Bahrain,BHR,2009,50665.75,Asia,7.82,False,False,10.833005418891377,1.1571561116686544,False
686,Bahrain,BHR,2010,50704.848,Asia,7.82,False,False,10.833776806309624,1.1577954575786633,False
687,Bahrain,BHR,2011,53132.33,Asia,7.82,False,False,10.880540873179429,1.1965547297437822,False
688,Bahrain,BHR,2012,54516.84,Asia,7.82,False,False,10.90626492374919,1.2178754904038518,False
689,Bahrain,BHR,2013,55376.402,Asia,7.82,False,False,10.921908825311359,1.230841561983139,False
690,Bahrain,BHR,2014,55065.82,Asia,7.82,False,False,10.91628447598004,1.226179955303566,False
691,Bahrain,BHR,2015,54149.914,Asia,7.82,False,False,10.899511664246896,1.2122782136789727,False
692,Bahrain,BHR,2016,54107.074,Asia,7.898000000000001,False,False,10.898720214142331,1.2116222392939102,False
693,Bahrain,BHR,2017,53859.773,Asia,7.976000000000001,False,False,10.894139151726185,1.2078253358832816,False
694,Bahrain,BHR,2018,54893.074,Asia,8.054,False,False,10.91314246289075,1.223575773318855,False
695,Bahrain,BHR,2019,56749.96,Asia,8.132000000000001,False,False,10.946410230497586,1.251148962421273,False
696,Bahrain,BHR,2020,53814.246,Asia,8.21,False,False,10.893293506636757,1.207124443288387,False
697,Bahrain,BHR,2021,54954.676,Asia,8.21,False,False,10.914264051752749,1.2245053752732917,False
698,Bahrain,BHR,2022,57572.996,Asia,8.21,False,False,10.960808917309343,1.2630829677016726,False
699,Bahrain,BHR,2023,57819.906,Asia,8.21,False,False,10.965088389833976,1.2666299055838546,False
700,Bahrain,BHR,2024,58891.832,Asia,8.21,False,False,10.983457684301749,1.2818548535281773,False
726,Bangladesh,BGD,1990,2069.7822,Asia,3.15,False,False,7.635198663332372,-1.4932691115104695,False
727,Bangladesh,BGD,1991,2101.3835,Asia,3.264,False,False,7.650351216315597,-1.4807102823840743,False
