,country,code,year,adult_literacy_rate,youth_literacy_rate_M,youth_literacy_rate_F,continent,invalid_literacy_flag,adult_literacy_rate_outlier_flag,youth_literacy_rate_M_outlier_flag,youth_literacy_rate_F_outlier_flag
525,El Salvador,SLV,2023,90.0,97.6,98.5,North America,False,False,False,False
526,Equatorial Guinea,GNQ,2000,88.0,98.0,97.0,Africa,False,False,False,False
527,Eritrea,ERI,2002,53.0,86.0,69.0,Africa,False,False,False,False
528,Eritrea,ERI,2008,65.0,91.0,83.0,Africa,False,False,False,False
530,Estonia,EST,2000,100.0,100.0,100.0,Europe,False,False,False,False
531,Estonia,EST,2011,100.0,100.0,100.0,Europe,False,False,False,False
534,Eswatini,SWZ,2000,82.0,91.0,93.0,Africa,False,False,False,False
535,Eswatini,SWZ,2006,84.186755,88.81,93.58,Africa,False,False,False,False
536,Eswatini,SWZ,2010,86.37351000000001,92.05771666666666,96.32,Africa,False,False,False,False
537,Eswatini,SWZ,2014,88.560265,95.30543333333334,100.0,Africa,False,False,False,False
538,Eswatini,SWZ,2022,90.74702,98.55315,98.77755,Africa,False,False,False,False
539,Ethiopia,ETH,1994,27.0,39.0,28.0,Africa,False,True,True,True
540,Ethiopia,ETH,2000,31.5,49.47,27.02,Africa,False,True,True,True
541,Ethiopia,ETH,2004,36.0,62.0,39.0,Africa,False,False,True,True
542,Ethiopia,ETH,2005,37.5,60.07,34.06,Africa,False,False,True,True
543,Ethiopia,ETH,2007,39.0,63.0,47.0,Africa,False,False,True,True
544,Ethiopia,ETH,2011,43.245795,65.08,43.65,Africa,False,False,True,True
545,Ethiopia,ETH,2016,47.49159,79.13417,64.5676,Africa,False,False,False,False
546,Ethiopia,ETH,2019,47.49159,79.13417,70.29423,Africa,False,False,False,False
594,Gabon,GAB,1993,72.0,94.0,92.0,Africa,False,False,False,False
595,Gabon,GAB,2012,80.42917,94.88,93.77,Africa,False,False,False,False
596,Gabon,GAB,2021,88.85834,94.95532,93.04062,Africa,False,False,False,False
597,Gambia,GMB,2000,37.0,64.0,41.0,Africa,False,False,True,True
598,Gambia,GMB,2006,41.666666666666664,71.195,48.15,Africa,False,False,True,True
599,Gambia,GMB,2013,46.333333333333336,78.39,65.85,Africa,False,False,False,False
600,Gambia,GMB,2015,51.0,71.0,64.0,Africa,False,False,True,False
601,Gambia,GMB,2018,53.1602,74.97817,67.01137,Africa,False,False,False,False
602,Gambia,GMB,2021,51.6374,72.01779,62.55218,Africa,False,False,True,True
603,Georgia,GEO,2002,100.0,100.0,100.0,Asia,False,False,False,False
604,Georgia,GEO,2005,100.0,100.0,99.9,Asia,False,False,False,False
605,Georgia,GEO,2014,100.0,100.0,100.0,Asia,False,False,False,False
606,Georgia,GEO,2017,99.0,100.0,99.0,Asia,False,False,False,False
607,Georgia,GEO,2018,99.65366,99.9046,99.94143,Asia,False,False,False,False
608,Georgia,GEO,2022,100.0,100.0,100.0,Asia,False,False,False,False
609,Georgia,GEO,2023,99.55547,98.88482,99.8423,Asia,False,False,False,False
610,Ghana,GHA,2000,58.0,76.0,65.0,Africa,False,False,False,False
611,Ghana,GHA,2003,62.333333333333336,84.77,73.05,Africa,False,False,False,False
612,Ghana,GHA,2006,66.66666666666667,86.38499999999999,76.92,Africa,False,False,False,False
613,Ghana,GHA,2010,71.0,88.0,83.0,Africa,False,False,False,False
614,Ghana,GHA,2011,68.83079666666667,89.58500000000001,84.6,Africa,False,False,False,False
615,Ghana,GHA,2014,66.66159333333333,91.17,83.65,Africa,False,False,False,False
616,Ghana,GHA,2017,64.49239,89.77029,85.2477,Africa,False,False,False,False
617,Ghana,GHA,2021,76.48568,91.73803,91.30476,Africa,False,False,False,False
619,Greece,GRC,1991,93.0,99.0,99.0,Europe,False,False,False,False
620,Greece,GRC,2001,96.0,99.0,99.0,Europe,False,False,False,False
621,Greece,GRC,2009,94.0,100.0,99.0,Europe,False,False,False,False
625,Guam,GUM,1990,99.0,100.0,100.0,Oceania,False,False,False,False
626,Guatemala,GTM,1994,64.0,82.0,71.0,North America,False,False,False,False
627,Guatemala,GTM,2000,66.5,87.7,76.3,North America,False,False,False,False
628,Guatemala,GTM,2002,69.0,86.0,78.0,North America,False,False,False,False
629,Guatemala,GTM,2006,73.5,91.4,84.8,North America,False,False,False,False
630,Guatemala,GTM,2012,78.0,95.0,92.0,North America,False,False,False,False
631,Guatemala,GTM,2013,77.0,94.0,90.0,North America,False,False,False,False
632,Guatemala,GTM,2014,81.0,94.9,91.9,North America,False,False,False,False
633,Guatemala,GTM,2015,80.19509,96.67467,93.61574,North America,False,False,False,False
634,Guatemala,GTM,2018,81.0,95.0,94.0,North America,False,False,False,False
635,Guatemala,GTM,2022,83.03117,95.85535,94.21057,North America,False,False,False,False
636,Guatemala,GTM,2023,83.03117,97.3,96.7,North America,False,False,False,False
637,Guinea,GIN,1996,21.0,44.0,13.0,Africa,False,True,True,True
638,Guinea,GIN,2003,30.0,59.0,34.0,Africa,False,True,True,True
639,Guinea,GIN,2005,27.5,64.19,24.12,Africa,False,True,True,True
640,Guinea,GIN,2010,25.0,38.0,22.0,Africa,False,True,True,True
641,Guinea,GIN,2012,28.5,71.69,37.24,Africa,False,True,True,True
642,Guinea,GIN,2014,32.0,57.0,37.0,Africa,False,True,True,True
643,Guinea,GIN,2016,36.0,63.5,46.62764,Africa,False,False,True,True
644,Guinea,GIN,2018,40.0,70.0,43.0,Africa,False,False,True,True
646,Guinea-Bissau,GNB,2000,41.0,75.0,46.0,Africa,False,False,False,True
647,Guinea-Bissau,GNB,2006,45.62744,77.27786333333333,35.78,Africa,False,False,False,True
648,Guinea-Bissau,GNB,2014,50.25488,79.55572666666667,100.0,Africa,False,False,False,False
649,Guinea-Bissau,GNB,2019,54.88232,81.83359,68.58931,Africa,False,False,False,False
650,Guinea-Bissau,GNB,2022,63.93413,86.19711,78.26567,Africa,False,False,False,False
651,Guyana,GUY,2006,85.63835,95.71,100.0,South America,False,False,False,False
652,Guyana,GUY,2009,85.63835,95.71,95.91,South America,False,False,False,False
653,Guyana,GUY,2014,85.63835,97.48754,100.0,South America,False,False,False,False
654,Guyana,GUY,2020,85.63835,99.26508,99.02955,South America,False,False,False,False
656,Haiti,HTI,2003,59.0,83.0,81.0,North America,False,False,False,False
657,Haiti,HTI,2012,63.50493,86.55,84.3,North America,False,False,False,False
658,Haiti,HTI,2017,68.00986,88.38471,89.32992,North America,False,False,False,False
663,Honduras,HND,2001,80.0,89.7,92.7,North America,False,False,False,False
664,Honduras,HND,2004,81.33333333333333,90.2,91.5,North America,False,False,False,False
665,Honduras,HND,2005,82.66666666666667,89.9,93.6,North America,False,False,False,False
666,Honduras,HND,2007,84.0,93.0,95.0,North America,False,False,False,False
667,Honduras,HND,2009,84.5,92.6,95.2,North America,False,False,False,False
668,Honduras,HND,2010,85.0,94.4,95.9,North America,False,False,False,False
669,Honduras,HND,2011,85.0,94.9,96.9,North America,False,False,False,False
670,Honduras,HND,2012,85.0,94.0,96.0,North America,False,False,False,False
671,Honduras,HND,2013,85.0,93.9,96.3,North America,False,False,False,False
672,Honduras,HND,2014,87.0,95.0,96.3,North America,False,False,False,False
673,Honduras,HND,2015,88.0,95.0,97.0,North America,False,False,False,False
674,Honduras,HND,2016,89.0,94.9,97.2,North America,False,False,False,False
675,Honduras,HND,2018,87.0,94.9,98.2,North America,False,False,False,False
676,Honduras,HND,2019,89.0,94.8,97.3,North America,False,False,False,False
677,Honduras,HND,2023,89.0,94.6,96.5,North America,False,False,False,False
680,India,IND,1991,48.0,74.0,49.0,Asia,False,False,False,True
681,India,IND,2001,61.0,84.0,68.0,Asia,False,False,False,False
682,India,IND,2006,63.0,88.0,74.0,Asia,False,False,False,False
683,India,IND,2011,69.0,90.0,82.0,Asia,False,False,False,False
684,India,IND,2016,71.33333333333333,93.55494,86.73757,Asia,False,False,False,False
685,India,IND,2020,73.66666666666667,99.07,90.95,Asia,False,False,False,False
686,India,IND,2022,76.0,97.0,96.0,Asia,False,False,False,False
687,India,IND,2023,82.0,98.0,96.0,Asia,False,False,False,False
689,Indonesia,IDN,1990,82.0,97.0,95.0,Asia,False,False,False,False
690,Indonesia,IDN,2004,90.0,99.0,99.0,Asia,False,False,False,False
691,Indonesia,IDN,2006,92.0,97.0,96.0,Asia,False,False,False,False
692,Indonesia,IDN,2008,92.0,100.0,99.0,Asia,False,False,False,False
693,Indonesia,IDN,2009,93.0,100.0,99.0,Asia,False,False,False,False
694,Indonesia,IDN,2011,93.0,99.0,99.0,Asia,False,False,False,False
695,Indonesia,IDN,2014,95.0,100.0,100.0,Asia,False,False,False,False
696,Indonesia,IDN,2015,95.0,100.0,100.0,Asia,False,False,False,False
697,Indonesia,IDN,2016,95.0,100.0,100.0,Asia,False,False,False,False
698,Indonesia,IDN,2017,95.5,99.93,99.29,Asia,False,False,False,False
699,Indonesia,IDN,2018,96.0,100.0,100.0,Asia,False,False,False,False
700,Indonesia,IDN,2020,96.0,100.0,100.0,Asia,False,False,False,False
701,Indonesia,IDN,2022,96.0,92.91,94.72,Asia,False,False,False,False
704,Iran,IRN,1991,66.0,92.0,81.0,Asia,False,False,False,False
705,Iran,IRN,1996,73.0,96.0,91.0,Asia,False,False,False,False
706,Iran,IRN,2002,77.0,97.0,94.0,Asia,False,False,False,False
707,Iran,IRN,2005,82.0,98.0,97.0,Asia,False,False,False,False
708,Iran,IRN,2006,82.0,97.0,96.0,Asia,False,False,False,False
709,Iran,IRN,2008,83.0,98.0,97.0,Asia,False,False,False,False
710,Iran,IRN,2012,84.0,98.0,98.0,Asia,False,False,False,False
711,Iran,IRN,2013,85.0,98.0,97.0,Asia,False,False,False,False
712,Iran,IRN,2014,85.0,98.0,98.0,Asia,False,False,False,False
713,Iran,IRN,2016,86.0,98.0,98.0,Asia,False,False,False,False
714,Iraq,IRQ,2000,74.0,89.0,80.0,Asia,False,False,False,False
715,Iraq,IRQ,2006,75.0,88.33333333333333,72.85,Asia,False,False,False,False
716,Iraq,IRQ,2011,76.0,87.66666666666667,71.93,Asia,False,False,False,False
717,Iraq,IRQ,2012,77.0,87.0,79.0,Asia,False,False,False,False
718,Iraq,IRQ,2014,82.0,92.0,86.0,Asia,False,False,False,False
719,Iraq,IRQ,2016,83.0,93.0,88.0,Asia,False,False,False,False
720,Iraq,IRQ,2017,86.0,95.0,92.0,Asia,False,False,False,False
721,Iraq,IRQ,2018,86.0,95.0,87.38115,Asia,False,False,False,False
724,Italy,ITA,2001,98.0,100.0,100.0,Europe,False,False,False,False
725,Italy,ITA,2011,99.0,100.0,100.0,Europe,False,False,False,False
726,Italy,ITA,2019,99.0,100.0,100.0,Europe,False,False,False,False
727,Jamaica,JAM,1999,80.0,87.0,96.0,North America,False,False,False,False
728,Jamaica,JAM,2005,80.0,87.41,99.77,North America,False,False,False,False
729,Jamaica,JAM,2011,80.0,87.82000000000001,99.72,North America,False,False,False,False
730,Jamaica,JAM,2022,80.0,88.23,99.29619,North America,False,False,False,False
732,Jordan,JOR,2003,90.0,99.0,99.0,Asia,False,False,False,False
733,Jordan,JOR,2005,91.0,99.0,99.0,Asia,False,False,False,False
734,Jordan,JOR,2007,92.0,99.0,99.0,Asia,False,False,False,False
735,Jordan,JOR,2010,93.0,99.0,99.0,Asia,False,False,False,False
736,Jordan,JOR,2011,96.0,99.0,99.0,Asia,False,False,False,False
737,Jordan,JOR,2012,98.0,99.0,99.0,Asia,False,False,False,False
738,Jordan,JOR,2018,95.43145,97.42178,95.90284,Asia,False,False,False,False
739,Jordan,JOR,2023,95.0,99.0,99.0,Asia,False,False,False,False
741,Kazakhstan,KAZ,1999,100.0,100.0,100.0,Asia,False,False,False,False
742,Kazakhstan,KAZ,2006,100.0,100.0,100.0,Asia,False,False,False,False
743,Kazakhstan,KAZ,2009,100.0,100.0,100.0,Asia,False,False,False,False
744,Kazakhstan,KAZ,2015,100.0,100.0,100.0,Asia,False,False,False,False
745,Kenya,KEN,2000,82.0,93.0,92.0,Africa,False,False,False,False
746,Kenya,KEN,2014,82.0,94.02,92.31,Africa,False,False,False,False
747,Kenya,KEN,2022,82.0,96.14752,95.28072,Africa,False,False,False,False
748,Kiribati,KIR,2018,97.95971,95.83073,98.50159,Oceania,False,False,False,False
752,Kuwait,KWT,1995,78.0,94.0,90.0,Asia,False,False,False,False
753,Kuwait,KWT,2005,93.0,100.0,100.0,Asia,False,False,False,False
754,Kuwait,KWT,2006,93.0,99.0,98.0,Asia,False,False,False,False
755,Kuwait,KWT,2007,94.0,98.0,99.0,Asia,False,False,False,False
756,Kuwait,KWT,2008,94.0,99.0,99.0,Asia,False,False,False,False
757,Kuwait,KWT,2010,94.0,99.0,99.0,Asia,False,False,False,False
758,Kuwait,KWT,2012,96.0,99.0,99.0,Asia,False,False,False,False
759,Kuwait,KWT,2013,96.0,99.0,99.0,Asia,False,False,False,False
760,Kuwait,KWT,2015,96.0,99.0,99.0,Asia,False,False,False,False
761,Kuwait,KWT,2017,96.0,99.0,99.0,Asia,False,False,False,False
762,Kuwait,KWT,2018,96.0,99.0,100.0,Asia,False,False,False,False
763,Kuwait,KWT,2020,96.0,99.0,100.0,Asia,False,False,False,False
764,Kyrgyzstan,KGZ,1999,99.0,100.0,100.0,Asia,False,False,False,False
765,Kyrgyzstan,KGZ,2009,99.0,100.0,100.0,Asia,False,False,False,False
766,Kyrgyzstan,KGZ,2014,99.0,100.0,99.79,Asia,False,False,False,False
767,Laos,LAO,1995,60.0,79.0,64.0,Asia,False,False,False,False
768,Laos,LAO,2000,70.0,88.0,74.0,Asia,False,False,False,False
769,Laos,LAO,2001,69.0,83.0,75.0,Asia,False,False,False,False
770,Laos,LAO,2005,73.0,89.0,79.0,Asia,False,False,False,False
771,Laos,LAO,2006,79.0,91.5,67.08,Asia,False,False,False,False
772,Laos,LAO,2015,85.0,94.0,91.0,Asia,False,False,False,False
773,Laos,LAO,2017,85.0,91.20028,84.4665,Asia,False,False,False,False
875,Latvia,LVA,2000,100.0,100.0,100.0,Europe,False,False,False,False
876,Latvia,LVA,2011,100.0,100.0,100.0,Europe,False,False,False,False
877,Lebanon,LBN,2007,90.0,98.0,99.0,Asia,False,False,False,False
878,Lebanon,LBN,2009,91.0,99.0,99.0,Asia,False,False,False,False
879,Lebanon,LBN,2018,93.0,98.0,96.0,Asia,False,False,False,False
880,Lesotho,LSO,2000,86.0,85.0,97.0,Africa,False,False,False,False
881,Lesotho,LSO,2006,66.0,66.0,85.0,Africa,False,False,True,False
882,Lesotho,LSO,2009,76.33333333333333,82.23,94.25,Africa,False,False,False,False
883,Lesotho,LSO,2014,86.66666666666667,87.37,96.52,Africa,False,False,False,False
884,Lesotho,LSO,2016,97.0,97.0,100.0,Africa,False,False,False,False
885,Lesotho,LSO,2018,86.24087,92.35318,98.26914,Africa,False,False,False,False
891,Lithuania,LTU,2001,100.0,100.0,100.0,Europe,False,False,False,False
892,Lithuania,LTU,2011,100.0,100.0,100.0,Europe,False,False,False,False
979,Macao,MAC,2001,91.0,99.0,100.0,Asia,False,False,False,False
980,Macao,MAC,2006,93.0,100.0,100.0,Asia,False,False,False,False
981,Macao,MAC,2011,96.0,100.0,100.0,Asia,False,False,False,False
982,Macao,MAC,2016,97.0,100.0,100.0,Asia,False,False,False,False
983,Madagascar,MDG,2000,71.0,73.0,68.0,Africa,False,False,False,False
984,Madagascar,MDG,2005,59.0,59.0,56.0,Africa,False,False,True,True
985,Madagascar,MDG,2012,72.0,78.0,75.0,Africa,False,False,False,False
986,Madagascar,MDG,2018,77.0,81.0,79.0,Africa,False,False,False,False
987,Madagascar,MDG,2021,74.68614,82.52617,82.23735,Africa,False,False,False,False
989,Malawi,MWI,1998,64.0,82.0,71.0,Africa,False,False,False,False
990,Malawi,MWI,2006,66.05075666666667,81.76711,72.23,Africa,False,False,False,False
991,Malawi,MWI,2014,68.10151333333333,81.53421999999999,75.73,Africa,False,False,False,False
992,Malawi,MWI,2020,70.15227,81.30133,80.14176,Africa,False,False,False,False
994,Malaysia,MYS,1991,83.0,96.0,95.0,Asia,False,False,False,False
995,Malaysia,MYS,2000,89.0,97.0,97.0,Asia,False,False,False,False
996,Malaysia,MYS,2010,93.0,98.0,98.0,Asia,False,False,False,False
997,Malaysia,MYS,2016,95.0,97.0,98.0,Asia,False,False,False,False
998,Malaysia,MYS,2017,95.0,97.0,97.0,Asia,False,False,False,False
999,Malaysia,MYS,2018,95.0,97.0,97.0,Asia,False,False,False,False
1000,Malaysia,MYS,2019,95.0,97.0,97.0,Asia,False,False,False,False
1001,Malaysia,MYS,2022,96.0,99.0,98.0,Asia,False,False,False,False
1004,Maldives,MDV,1990,96.0,98.0,98.0,Asia,False,False,False,False
1005,Maldives,MDV,1995,96.0,98.0,98.0,Asia,False,False,False,False
1006,Maldives,MDV,2000,96.0,98.0,98.0,Asia,False,False,False,False
1007,Maldives,MDV,2006,98.0,99.0,99.0,Asia,False,False,False,False
1008,Maldives,MDV,2014,99.0,99.0,99.0,Asia,False,False,False,False
1009,Maldives,MDV,2016,98.0,98.0,99.0,Asia,False,False,False,False
1010,Maldives,MDV,2017,94.50551,97.31116,99.67299,Asia,False,False,False,False
1011,Maldives,MDV,2019,98.21186,98.62147,98.86908,Asia,False,False,False,False
1013,Mali,MLI,1998,19.0,32.0,17.0,Africa,False,True,True,True
1014,Mali,MLI,2003,24.0,39.5,24.0,Africa,False,True,True,True
1015,Mali,MLI,2006,26.0,47.0,31.0,Africa,False,True,True,True
1016,Mali,MLI,2010,31.0,56.0,34.0,Africa,False,True,True,True
1017,Mali,MLI,2011,31.0,56.0,30.0,Africa,False,True,True,True
1018,Mali,MLI,2015,33.0,61.0,39.0,Africa,False,True,True,True
1019,Mali,MLI,2018,35.0,58.0,43.0,Africa,False,False,True,True
1020,Mali,MLI,2020,35.0,44.16,60.92,Africa,False,False,True,True
1022,Malta,MLT,1995,88.0,94.0,98.0,Europe,False,False,False,False
1023,Malta,MLT,2005,92.0,97.0,99.0,Europe,False,False,False,False
1024,Malta,MLT,2011,93.0,98.0,99.0,Europe,False,False,False,False
1025,Marshall Islands,MHL,2011,98.0,98.0,99.0,Oceania,False,False,False,False
1027,Mauritania,MRT,2000,51.0,68.0,55.0,Africa,False,False,True,True
1028,Mauritania,MRT,2007,54.666666666666664,70.0,47.94,Africa,False,False,True,True
1029,Mauritania,MRT,2011,58.333333333333336,72.0,57.65,Africa,False,False,True,True
1030,Mauritania,MRT,2013,62.0,74.0,68.0,Africa,False,False,False,False
1031,Mauritania,MRT,2015,65.11202,86.73236,75.69968,Africa,False,False,False,False
1032,Mauritania,MRT,2020,59.52966,75.25897,66.98027,Africa,False,False,False,False
1033,Mauritius,MUS,1990,80.0,91.0,92.0,Africa,False,False,False,False
1034,Mauritius,MUS,2000,84.0,94.0,95.0,Africa,False,False,False,False
1035,Mauritius,MUS,2011,89.0,98.0,99.0,Africa,False,False,False,False
1036,Mauritius,MUS,2012,92.0,98.0,99.0,Africa,False,False,False,False
1037,Mauritius,MUS,2013,91.0,98.0,99.0,Africa,False,False,False,False
1038,Mauritius,MUS,2014,92.0,98.0,99.0,Africa,False,False,False,False
1039,Mauritius,MUS,2015,93.0,98.0,99.0,Africa,False,False,False,False
1040,Mauritius,MUS,2016,93.0,98.0,99.0,Africa,False,False,False,False
1042,Mexico,MEX,1990,88.0,96.0,95.0,North America,False,False,False,False
1043,Mexico,MEX,2000,91.0,97.2,97.4,North America,False,False,False,False
1044,Mexico,MEX,2002,90.0,97.8,97.2,North America,False,False,False,False
1045,Mexico,MEX,2004,91.0,97.1,97.5,North America,False,False,False,False
1046,Mexico,MEX,2005,92.0,98.0,98.0,North America,False,False,False,False
1047,Mexico,MEX,2006,92.0,98.1,97.7,North America,False,False,False,False
1048,Mexico,MEX,2007,93.0,98.0,98.0,North America,False,False,False,False
1049,Mexico,MEX,2008,93.0,98.2,98.3,North America,False,False,False,False
1050,Mexico,MEX,2009,93.0,99.0,98.0,North America,False,False,False,False
1051,Mexico,MEX,2010,93.0,98.2,98.6,North America,False,False,False,False
1052,Mexico,MEX,2011,94.0,98.0,99.0,North America,False,False,False,False
1053,Mexico,MEX,2012,94.0,98.6,98.9,North America,False,False,False,False
1054,Mexico,MEX,2013,94.0,99.0,99.0,North America,False,False,False,False
1055,Mexico,MEX,2014,95.0,98.4,98.9,North America,False,False,False,False
1056,Mexico,MEX,2015,94.0,99.0,99.0,North America,False,False,False,False
1057,Mexico,MEX,2016,95.0,98.5,98.7,North America,False,False,False,False
1058,Mexico,MEX,2017,95.0,99.0,99.0,North America,False,False,False,False
1059,Mexico,MEX,2018,95.0,98.4,98.8,North America,False,False,False,False
1060,Mexico,MEX,2020,95.0,98.8,99.1,North America,False,False,False,False
1061,Mexico,MEX,2022,95.0,98.7,99.2,North America,False,False,False,False
1163,Moldova,MDA,2000,97.0,99.0,100.0,Europe,False,False,False,False
1164,Moldova,MDA,2005,97.66666666666667,99.87,99.95,Europe,False,False,False,False
1165,Moldova,MDA,2012,98.33333333333333,100.0,99.84,Europe,False,False,False,False
1166,Moldova,MDA,2014,99.0,100.0,100.0,Europe,False,False,False,False
1167,Mongolia,MNG,2000,98.0,97.0,98.0,Asia,False,False,False,False
1168,Mongolia,MNG,2010,98.0,98.0,99.0,Asia,False,False,False,False
1169,Mongolia,MNG,2018,96.89635,99.6363,99.42351,Asia,False,False,False,False
1170,Mongolia,MNG,2020,99.0,99.0,99.0,Asia,False,False,False,False
1171,Mongolia,MNG,2022,98.72622,99.61688,99.77098,Asia,False,False,False,False
1173,Montenegro,MNE,1991,93.0,99.0,99.0,Europe,False,False,False,False
1174,Montenegro,MNE,2003,98.0,99.0,99.0,Europe,False,False,False,False
1175,Montenegro,MNE,2005,98.0,99.0,99.21,Europe,False,False,False,False
1176,Montenegro,MNE,2011,98.0,99.0,99.0,Europe,False,False,False,False
1177,Montenegro,MNE,2013,98.2672,97.61549500000001,99.76,Europe,False,False,False,False
1178,Montenegro,MNE,2018,98.5344,96.23099,98.95459,Europe,False,False,False,False
1180,Morocco,MAR,1994,42.0,71.0,46.0,Africa,False,False,True,True
1181,Morocco,MAR,2004,52.0,81.0,60.0,Africa,False,False,False,True
1182,Morocco,MAR,2008,55.0,86.0,70.0,Africa,False,False,False,False
1183,Morocco,MAR,2009,56.0,87.0,72.0,Africa,False,False,False,False
1184,Morocco,MAR,2011,67.0,89.0,74.0,Africa,False,False,False,False
1185,Morocco,MAR,2012,69.0,94.0,88.0,Africa,False,False,False,False
1186,Morocco,MAR,2014,76.0,94.0,88.0,Africa,False,False,False,False
1188,Mozambique,MOZ,1997,39.0,59.0,37.0,Africa,False,False,True,True
1189,Mozambique,MOZ,2003,48.0,74.0,50.0,Africa,False,False,False,True
1190,Mozambique,MOZ,2008,49.5,77.0,39.45,Africa,False,False,False,True
1191,Mozambique,MOZ,2009,51.0,80.0,57.0,Africa,False,False,False,True
1192,Mozambique,MOZ,2015,56.0,79.0,63.0,Africa,False,False,False,True
1193,Mozambique,MOZ,2017,61.0,77.0,65.0,Africa,False,False,False,False
1194,Mozambique,MOZ,2020,60.0,76.0,65.0,Africa,False,False,False,False
1196,Myanmar,MMR,2000,90.0,96.0,93.0,Asia,False,False,False,False
1197,Myanmar,MMR,2014,90.0,94.0,94.0,Asia,False,False,False,False
1198,Myanmar,MMR,2016,89.5,91.15811,89.64611,Asia,False,False,False,False
1199,Myanmar,MMR,2019,89.0,95.0,96.0,Asia,False,False,False,False
1200,Namibia,NAM,1991,76.0,86.0,90.0,Africa,False,False,False,False
1201,Namibia,NAM,2000,80.5,88.26,90.65,Africa,False,False,False,False
1202,Namibia,NAM,2001,85.0,91.0,94.0,Africa,False,False,False,False
1203,Namibia,NAM,2007,86.5,88.77,93.54,Africa,False,False,False,False
1204,Namibia,NAM,2011,88.0,93.0,95.0,Africa,False,False,False,False
1205,Namibia,NAM,2013,88.0,92.08,96.09,Africa,False,False,False,False
1208,Nepal,NPL,1991,33.0,68.0,33.0,Asia,False,True,True,True
1209,Nepal,NPL,2001,49.0,81.0,60.0,Asia,False,False,False,True
1210,Nepal,NPL,2006,54.5,94.24,75.51,Asia,False,False,False,False
1211,Nepal,NPL,2011,60.0,90.0,80.0,Asia,False,False,False,False
1212,Nepal,NPL,2016,65.50101,94.43616,84.58498,Asia,False,False,False,False
1213,Nepal,NPL,2019,68.7125,96.80686,92.07302,Asia,False,False,False,False
1214,Nepal,NPL,2022,68.7125,97.16,89.2,Asia,False,False,False,False
1217,New Caledonia,NCL,1996,96.0,99.0,99.0,Oceania,False,False,False,False
1218,Nicaragua,NIC,2001,77.0,85.3,89.4,North America,False,False,False,False
1219,Nicaragua,NIC,2005,78.0,89.4,92.7,North America,False,False,False,False
1220,Nicaragua,NIC,2009,78.0,92.6,94.8,North America,False,False,False,False
1221,Nicaragua,NIC,2014,78.0,94.1,96.6,North America,False,False,False,False
1222,Niger,NER,2001,14.0,26.0,14.0,Africa,False,True,True,True
1223,Niger,NER,2005,29.0,52.0,23.0,Africa,False,True,True,True
1224,Niger,NER,2006,30.0,33.02,11.17,Africa,False,True,True,True
1225,Niger,NER,2012,31.0,49.0,32.0,Africa,False,True,True,True
1226,Niger,NER,2018,33.04745,56.88975,36.36699,Africa,False,True,True,True
1227,Niger,NER,2022,35.60971,63.96316,44.7403,Africa,False,False,True,True
1228,Nigeria,NGA,1991,55.0,81.0,62.0,Africa,False,False,False,True
1229,Nigeria,NGA,2003,55.0,78.0,61.0,Africa,False,False,False,True
1230,Nigeria,NGA,2006,70.0,83.0,75.0,Africa,False,False,False,False
1231,Nigeria,NGA,2007,67.644268,80.75,70.18,Africa,False,False,False,False
1232,Nigeria,NGA,2008,65.288536,78.5,51.6,Africa,False,False,False,True
1233,Nigeria,NGA,2011,62.932804,82.33500000000001,79.84,Africa,False,False,False,False
1234,Nigeria,NGA,2013,60.577072,86.17,70.75,Africa,False,False,False,False
1235,Nigeria,NGA,2016,58.22134,78.43424,67.12351,Africa,False,False,False,False
1236,Nigeria,NGA,2018,60.68844,71.80612,60.39587,Africa,False,False,True,True
1237,Nigeria,NGA,2021,63.15554,77.77638,69.04957,Africa,False,False,False,False
1250,North Korea,PRK,2008,100.0,100.0,100.0,Asia,False,False,False,False
1251,North Macedonia,MKD,1994,94.0,99.0,99.0,Europe,False,False,False,False
1252,North Macedonia,MKD,2002,96.0,99.0,98.0,Europe,False,False,False,False
1253,North Macedonia,MKD,2005,96.0,99.0,98.69,Europe,False,False,False,False
1254,North Macedonia,MKD,2011,96.0,99.0,99.36,Europe,False,False,False,False
1255,North Macedonia,MKD,2018,96.0,99.0,98.74764,Europe,False,False,False,False
1331,Oman,OMN,2003,66.0,66.0,85.0,Asia,False,False,True,False
1332,Oman,OMN,2008,87.0,98.0,98.0,Asia,False,False,False,False
1333,Oman,OMN,2010,87.0,97.0,98.0,Asia,False,False,False,False
1334,Oman,OMN,2015,93.0,99.0,99.0,Asia,False,False,False,False
1335,Oman,OMN,2017,96.0,98.0,99.0,Asia,False,False,False,False
1336,Oman,OMN,2018,96.0,98.0,99.0,Asia,False,False,False,False
1337,Oman,OMN,2020,97.0,100.0,100.0,Asia,False,False,False,False
1338,Oman,OMN,2022,97.0,100.0,100.0,Asia,False,False,False,False
1340,Pakistan,PAK,1998,43.0,67.0,43.0,Asia,False,False,True,True
1341,Pakistan,PAK,2005,50.0,77.0,53.0,Asia,False,False,False,True
1342,Pakistan,PAK,2006,54.0,79.0,58.0,Asia,False,False,False,True
1343,Pakistan,PAK,2007,52.0,75.0,57.0,Asia,False,False,False,True
1344,Pakistan,PAK,2008,56.0,79.0,61.0,Asia,False,False,False,True
1345,Pakistan,PAK,2009,55.0,79.0,61.0,Asia,False,False,False,True
