Price,Date,Close,High,Low,Open,Volume
Ticker,,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC
66,2020-04-07,7887.259765625,8146.43017578125,7881.22021484375,8129.990234375,4085960000
67,2020-04-08,8090.89990234375,8114.43017578125,7901.93994140625,7975.72021484375,3487440000
68,2020-04-09,8153.580078125,8227.91015625,8072.31982421875,8169.009765625,4145460000
69,2020-04-13,8192.419921875,8200.4404296875,8035.9501953125,8127.68994140625,3184660000
70,2020-04-14,8515.740234375,8531.1103515625,8338.080078125,8353.2099609375,3767410000
71,2020-04-15,8393.1796875,8464.66015625,8308.7900390625,8355.9599609375,3347920000
72,2020-04-16,8532.3603515625,8560.16015625,8393.26953125,8479.1103515625,4057800000
73,2020-04-17,8650.1396484375,8670.2998046875,8531.6904296875,8667.48046875,4348310000
74,2020-04-20,8560.73046875,8684.91015625,8553.3798828125,8553.3798828125,3827370000
75,2020-04-21,8263.23046875,8480.2900390625,8215.6904296875,8460.6904296875,3788180000
76,2020-04-22,8495.3798828125,8537.3095703125,8404.5400390625,8434.5498046875,3041520000
77,2020-04-23,8494.75,8635.23046875,8475.2001953125,8528.83984375,3759890000
78,2020-04-24,8634.51953125,8642.9296875,8464.419921875,8530.080078125,3696020000
79,2020-04-27,8730.16015625,8754.5703125,8697.3701171875,8717.98046875,3694980000
80,2020-04-28,8607.73046875,8830.5703125,8600.7001953125,8825.6904296875,3730350000
81,2020-04-29,8914.7099609375,8957.26953125,8765.009765625,8802.7001953125,4407140000
82,2020-04-30,8889.5498046875,8926.1103515625,8825.830078125,8911.01953125,4335660000
83,2020-05-01,8604.9501953125,8754.4599609375,8566.83984375,8681.2900390625,3741300000
84,2020-05-04,8710.7099609375,8715.8203125,8537.830078125,8555.3203125,3443140000
85,2020-05-05,8809.1201171875,8909.9599609375,8781.3095703125,8809.66015625,3933550000
86,2020-05-06,8854.3896484375,8933.25,8819.3701171875,8874.7001953125,3656750000
87,2020-05-07,8979.66015625,9015.990234375,8932.8603515625,8973.7802734375,3787220000
88,2020-05-08,9121.3203125,9125.98046875,9018.2099609375,9056.8896484375,3813630000
