,country,code,year,adult_literacy_rate,youth_literacy_rate_M,youth_literacy_rate_F,continent
0,Armenia,ARM,2020,100.0,100.0,100.0,Asia
1,Mongolia,MNG,2020,99.0,99.0,99.0,Asia
2,Spain,ESP,2020,99.0,99.0,100.0,Europe
3,Palestine,PSE,2020,98.0,99.0,99.0,Asia
4,Saudi Arabia,SAU,2020,98.0,100.0,99.0,Asia
