,entity,code,year,illiteracy_rate,literacy_rate
1104,Middle East and North Africa (WB),,1998,32.732674,67.26733
1105,Middle East and North Africa (WB),,1999,31.63256,68.36744
1106,Middle East and North Africa (WB),,2000,30.598412,69.40159
1107,Middle East and North Africa (WB),,2001,29.467583,70.53242
1108,Middle East and North Africa (WB),,2002,28.43544,71.56456
1109,Middle East and North Africa (WB),,2003,25.87294,74.12706
1110,Middle East and North Africa (WB),,2004,25.036774,74.96323
1111,Middle East and North Africa (WB),,2005,24.42891,75.57109
1112,Middle East and North Africa (WB),,2006,25.407883,74.59212
1113,Middle East and North Africa (WB),,2007,24.63002,75.36998
1114,Middle East and North Africa (WB),,2008,22.914787,77.08521
1115,Middle East and North Africa (WB),,2009,23.981728,76.01827
1116,Middle East and North Africa (WB),,2010,23.390617,76.60938
1117,Middle East and North Africa (WB),,2011,22.67614,77.32386
1118,Middle East and North Africa (WB),,2012,22.002258,77.99774
1119,Middle East and North Africa (WB),,2013,21.39183,78.60817
1120,Middle East and North Africa (WB),,2014,21.014488,78.98551
1121,Middle East and North Africa (WB),,2015,20.36026,79.63974
1122,Middle East and North Africa (WB),,2016,21.523651,78.47635
1123,Middle East and North Africa (WB),,2017,21.071259,78.92874
1124,Middle East and North Africa (WB),,2018,20.743279,79.25672
1125,Middle East and North Africa (WB),,2019,20.446136,79.55386
1126,Middle East and North Africa (WB),,2020,20.104233,79.89577
1127,Middle East and North Africa (WB),,2021,19.698807,80.30119
1128,Middle East and North Africa (WB),,2022,19.3889,80.6111
1129,Middle East and North Africa (WB),,2023,19.050858,80.94914
1130,Middle-income countries,,1975,41.07907,58.92093
1131,Middle-income countries,,1976,40.91464,59.08536
1132,Middle-income countries,,1977,40.57844,59.42156
1133,Middle-income countries,,1978,39.78853,60.21147
1134,Middle-income countries,,1979,38.94526,61.05474
1135,Middle-income countries,,1980,38.16434,61.83566
1136,Middle-income countries,,1981,37.40437,62.59563
1137,Middle-income countries,,1982,36.66432,63.33568
1138,Middle-income countries,,1983,35.951202,64.0488
1139,Middle-income countries,,1984,35.11167,64.88833
1140,Middle-income countries,,1985,34.364998,65.635
1141,Middle-income countries,,1986,33.66275,66.33725
1142,Middle-income countries,,1987,32.808487,67.19151
1143,Middle-income countries,,1988,30.629791,69.37021
1144,Middle-income countries,,1989,29.991043,70.00896
1145,Middle-income countries,,1990,29.30024,70.69976
1146,Middle-income countries,,1991,28.770851,71.22915
1147,Middle-income countries,,1992,28.164078,71.83592
1148,Middle-income countries,,1993,27.584442,72.41556
1149,Middle-income countries,,1994,27.03975,72.96025
1150,Middle-income countries,,1995,26.482918,73.51708
1151,Middle-income countries,,1996,25.954903,74.0451
1152,Middle-income countries,,1997,23.288582,76.71142
1153,Middle-income countries,,1998,21.701462,78.29854
1154,Middle-income countries,,1999,21.266792,78.73321
1155,Middle-income countries,,2000,21.022774,78.97723
1156,Middle-income countries,,2001,20.61908,79.38092
1157,Middle-income countries,,2002,20.185173,79.81483
1158,Middle-income countries,,2003,19.551567,80.44843
1159,Middle-income countries,,2004,19.120491,80.87951
1160,Middle-income countries,,2005,19.120064,80.87994
1161,Middle-income countries,,2006,19.019432,80.98057
1162,Middle-income countries,,2007,18.317482,81.68252
1163,Middle-income countries,,2008,17.869904,82.1301
1164,Middle-income countries,,2009,17.58371,82.41629
1165,Middle-income countries,,2010,16.724762,83.27524
1166,Middle-income countries,,2011,16.58397,83.41603
1167,Middle-income countries,,2012,16.327873,83.67213
1168,Middle-income countries,,2013,15.95491,84.04509
1169,Middle-income countries,,2014,15.509216,84.49078
1170,Middle-income countries,,2015,15.026009,84.97399
1171,Middle-income countries,,2016,14.629448,85.37055
1172,Middle-income countries,,2017,14.4464035,85.5536
1173,Middle-income countries,,2018,14.054176,85.94582
1174,Middle-income countries,,2019,13.884422,86.11558
1175,Middle-income countries,,2020,13.592949,86.40705
1176,Middle-income countries,,2021,13.348106,86.65189
1177,Middle-income countries,,2022,13.041557,86.95844
1178,Middle-income countries,,2023,12.771606,87.22839
1179,Moldova,MDA,1989,4.0,96.0
1180,Moldova,MDA,2000,3.0,97.0
1181,Moldova,MDA,2014,1.0,99.0
1182,Monaco,MCO,1950,3.5,96.5
1183,Mongolia,MNG,1950,42.5,57.5
1184,Mongolia,MNG,2000,2.0,98.0
1185,Mongolia,MNG,2010,2.0,98.0
1186,Mongolia,MNG,2018,3.103653,96.89635
1187,Mongolia,MNG,2020,1.0,99.0
1188,Mongolia,MNG,2022,1.2737808,98.72622
1189,Montenegro,MNE,1981,10.0,90.0
1190,Montenegro,MNE,1991,7.0,93.0
1191,Montenegro,MNE,2003,2.0,98.0
1192,Montenegro,MNE,2011,2.0,98.0
1193,Montenegro,MNE,2018,1.4655991,98.5344
1194,Morocco,MAR,1950,87.5,12.5
1195,Morocco,MAR,1982,70.0,30.0
1196,Morocco,MAR,1994,58.0,42.0
1197,Morocco,MAR,2004,48.0,52.0
1198,Morocco,MAR,2008,45.0,55.0
1199,Morocco,MAR,2009,44.0,56.0
1200,Morocco,MAR,2011,33.0,67.0
1201,Morocco,MAR,2012,31.0,69.0
1202,Morocco,MAR,2014,24.0,76.0
1203,Mozambique,MOZ,1950,97.0,3.0
1204,Mozambique,MOZ,1980,73.0,27.0
1205,Mozambique,MOZ,1997,61.0,39.0
1206,Mozambique,MOZ,2003,52.0,48.0
1207,Mozambique,MOZ,2009,49.0,51.0
1208,Mozambique,MOZ,2015,44.0,56.0
1209,Mozambique,MOZ,2017,39.0,61.0
1210,Mozambique,MOZ,2020,40.0,60.0
1211,Myanmar,MMR,1901,71.6,28.4
1212,Myanmar,MMR,1911,70.6,29.4
1213,Myanmar,MMR,1921,64.3,35.7
1214,Myanmar,MMR,1931,59.8,40.2
1215,Myanmar,MMR,1950,42.5,57.5
1216,Myanmar,MMR,1983,21.0,79.0
1217,Myanmar,MMR,2000,10.0,90.0
1218,Myanmar,MMR,2014,10.0,90.0
1219,Myanmar,MMR,2019,11.0,89.0
1220,Namibia,NAM,1991,24.0,76.0
1221,Namibia,NAM,2001,15.0,85.0
1222,Namibia,NAM,2011,12.0,88.0
1223,Nauru,NRU,1950,27.5,72.5
1224,Nauru,NRU,2023,3.4134598,96.58654
1225,Nepal,NPL,1950,97.0,3.0
1226,Nepal,NPL,1981,79.0,21.0
1227,Nepal,NPL,1991,67.0,33.0
1228,Nepal,NPL,2001,51.0,49.0
1229,Nepal,NPL,2011,40.0,60.0
1230,Nepal,NPL,2016,34.498993,65.50101
1231,Nepal,NPL,2019,31.287498,68.7125
1232,Netherlands,NLD,1475,83.0,17.0
1233,Netherlands,NLD,1550,88.0,12.0
1234,Netherlands,NLD,1650,47.0,53.0
1235,Netherlands,NLD,1750,15.0,85.0
1236,Netherlands,NLD,1950,1.5,98.5
1237,Netherlands Antilles,ANT,1950,27.5,72.5
1238,New Caledonia,NCL,1950,62.5,37.5
1239,New Caledonia,NCL,1976,9.0,91.0
1240,New Caledonia,NCL,1989,7.0,93.0
1241,New Caledonia,NCL,1996,4.0,96.0
1242,New Zealand,NZL,1950,1.5,98.5
1243,Nicaragua,NIC,1950,62.5,37.5
1244,Nicaragua,NIC,2001,23.0,77.0
1245,Nicaragua,NIC,2005,22.0,78.0
1246,Niger,NER,2001,86.0,14.0
1247,Niger,NER,2005,71.0,29.0
1248,Niger,NER,2012,69.0,31.0
1249,Niger,NER,2018,66.952545,33.04745
1250,Niger,NER,2022,64.39029,35.60971
1251,Nigeria,NGA,1950,87.5,12.5
1252,Nigeria,NGA,1991,45.0,55.0
1253,Nigeria,NGA,2003,45.0,55.0
1254,Nigeria,NGA,2006,30.0,70.0
1255,Nigeria,NGA,2016,41.77866,58.22134
1256,Nigeria,NGA,2021,36.84446,63.15554
1257,Niue,NIU,1950,7.5,92.5
1258,Norfolk Island,NFK,1950,12.5,87.5
1259,North America (WB),,2003,1.3800812,98.61992
1260,North America (WB),,2004,1.3684387,98.63156
1261,North America (WB),,2005,1.3576279,98.64237
1262,North America (WB),,2006,1.3430481,98.65695
1263,North America (WB),,2007,1.3335724,98.66643
1264,North America (WB),,2008,1.3134232,98.68658
1265,North America (WB),,2017,1.246521,98.75348
1266,North America (WB),,2018,1.2402115,98.75979
1267,North America (WB),,2019,1.2348328,98.76517
1268,North America (WB),,2020,1.2297134,98.77029
1269,North America (WB),,2021,1.2228317,98.77717
1270,North America (WB),,2022,1.2205887,98.77941
1271,North Korea,PRK,2008,0.0,100.0
1272,North Macedonia,MKD,1994,6.0,94.0
1273,North Macedonia,MKD,2002,4.0,96.0
1274,Northern Africa and Western Asia (SDG),,1976,45.6589,54.3411
1275,Northern Africa and Western Asia (SDG),,1977,45.21922,54.78078
1276,Northern Africa and Western Asia (SDG),,1978,44.70278,55.29722
1277,Northern Africa and Western Asia (SDG),,1979,44.32684,55.67316
1278,Northern Africa and Western Asia (SDG),,1980,43.73224,56.26776
1279,Northern Africa and Western Asia (SDG),,1981,43.1129,56.8871
1280,Northern Africa and Western Asia (SDG),,1982,42.42635,57.57365
1281,Northern Africa and Western Asia (SDG),,1983,42.15848,57.84152
1282,Northern Africa and Western Asia (SDG),,1984,40.26601,59.73399
1283,Northern Africa and Western Asia (SDG),,1985,39.53137,60.46863
1284,Northern Africa and Western Asia (SDG),,1986,38.79429,61.20571
1285,Northern Africa and Western Asia (SDG),,1987,38.07546,61.92454
1286,Northern Africa and Western Asia (SDG),,1988,37.28676,62.71324
1287,Northern Africa and Western Asia (SDG),,1989,36.62206,63.37794
1288,Northern Africa and Western Asia (SDG),,1990,35.803627,64.19637
1289,Northern Africa and Western Asia (SDG),,1991,34.996513,65.00349
1290,Northern Africa and Western Asia (SDG),,1992,34.228218,65.77178
1291,Northern Africa and Western Asia (SDG),,1993,33.66423,66.33577
1292,Northern Africa and Western Asia (SDG),,1994,32.94233,67.05767
1293,Northern Africa and Western Asia (SDG),,1995,32.200844,67.79916
1294,Northern Africa and Western Asia (SDG),,1996,31.33023,68.66977
1295,Northern Africa and Western Asia (SDG),,1997,30.492973,69.50703
1296,Northern Africa and Western Asia (SDG),,1998,29.58561,70.41439
1297,Northern Africa and Western Asia (SDG),,1999,28.758987,71.24101
1298,Northern Africa and Western Asia (SDG),,2000,27.835136,72.16486
1299,Northern Africa and Western Asia (SDG),,2001,26.965218,73.03478
1300,Northern Africa and Western Asia (SDG),,2002,26.164291,73.83571
1301,Northern Africa and Western Asia (SDG),,2003,24.061333,75.93867
1302,Northern Africa and Western Asia (SDG),,2004,23.39833,76.60167
1303,Northern Africa and Western Asia (SDG),,2005,22.818626,77.18137
1304,Northern Africa and Western Asia (SDG),,2006,24.646858,75.35314
1305,Northern Africa and Western Asia (SDG),,2007,23.991798,76.0082
1306,Northern Africa and Western Asia (SDG),,2008,23.273514,76.72649
1307,Northern Africa and Western Asia (SDG),,2009,23.92347,76.07653
1308,Northern Africa and Western Asia (SDG),,2010,23.1297,76.8703
1309,Northern Africa and Western Asia (SDG),,2011,21.52356,78.47644
1310,Northern Africa and Western Asia (SDG),,2012,20.811111,79.18889
1311,Northern Africa and Western Asia (SDG),,2013,20.19368,79.80632
1312,Northern Africa and Western Asia (SDG),,2014,19.811707,80.18829
1313,Northern Africa and Western Asia (SDG),,2015,19.25393,80.74607
1314,Northern Africa and Western Asia (SDG),,2016,20.297508,79.70249
1315,Northern Africa and Western Asia (SDG),,2017,19.910263,80.08974
1316,Northern Africa and Western Asia (SDG),,2018,19.651321,80.34868
1317,Northern Africa and Western Asia (SDG),,2019,19.40747,80.59253
1318,Northern Africa and Western Asia (SDG),,2020,19.169289,80.83071
1319,Northern Africa and Western Asia (SDG),,2021,18.88604,81.11396
1320,Northern Africa and Western Asia (SDG),,2022,18.67772,81.32228
1321,Northern Africa and Western Asia (SDG),,2023,18.47464,81.52536
1322,Norway,NOR,1950,1.5,98.5
1323,Oceania (excluding Australia and New Zealand) (SDG),,1994,36.16279,63.83721
1324,Oceania (excluding Australia and New Zealand) (SDG),,1995,36.26484,63.73516
1325,Oceania (excluding Australia and New Zealand) (SDG),,1996,35.87451,64.12549
1326,Oceania (excluding Australia and New Zealand) (SDG),,1997,35.484818,64.51518
1327,Oceania (excluding Australia and New Zealand) (SDG),,1998,35.10292,64.89708
1328,Oceania (excluding Australia and New Zealand) (SDG),,1999,34.81904,65.18096
1329,Oceania (excluding Australia and New Zealand) (SDG),,2000,34.64868,65.35132
1330,Oceania (excluding Australia and New Zealand) (SDG),,2001,34.32618,65.67382
1331,Oceania (excluding Australia and New Zealand) (SDG),,2002,34.016037,65.98396
1332,Oceania (excluding Australia and New Zealand) (SDG),,2003,33.715103,66.2849
1333,Oceania (excluding Australia and New Zealand) (SDG),,2004,33.417686,66.58231
1334,Oceania (excluding Australia and New Zealand) (SDG),,2005,33.13874,66.86126
1335,Oceania (excluding Australia and New Zealand) (SDG),,2006,32.86789,67.13211
1336,Oceania (excluding Australia and New Zealand) (SDG),,2007,32.602203,67.3978
1337,Oceania (excluding Australia and New Zealand) (SDG),,2008,32.346893,67.65311
1338,Oceania (excluding Australia and New Zealand) (SDG),,2009,32.10852,67.89148
1339,Oceania (excluding Australia and New Zealand) (SDG),,2010,31.872818,68.12718
1340,Oceania (excluding Australia and New Zealand) (SDG),,2011,31.986237,68.01376
1341,Oceania (excluding Australia and New Zealand) (SDG),,2012,32.097633,67.90237
1342,Oceania (excluding Australia and New Zealand) (SDG),,2013,32.20893,67.79107
1343,Oceania (excluding Australia and New Zealand) (SDG),,2017,32.708633,67.29137
1344,Oceania (excluding Australia and New Zealand) (SDG),,2018,32.81302,67.18698
1345,Oceania (excluding Australia and New Zealand) (SDG),,2019,32.91362,67.08638
1346,Oceania (excluding Australia and New Zealand) (SDG),,2020,33.010277,66.98972
1347,Oceania (excluding Australia and New Zealand) (SDG),,2021,33.03247,66.96753
1348,Oman,OMN,1950,97.0,3.0
1349,Oman,OMN,2003,34.0,66.0
1350,Oman,OMN,2008,13.0,87.0
1351,Oman,OMN,2010,13.0,87.0
1352,Oman,OMN,2015,7.0,93.0
1353,Oman,OMN,2017,4.0,96.0
1354,Oman,OMN,2018,4.0,96.0
1355,Oman,OMN,2020,3.0,97.0
1356,Oman,OMN,2022,3.0,97.0
1357,Pakistan,PAK,1950,82.5,17.5
1358,Pakistan,PAK,1981,74.0,26.0
1359,Pakistan,PAK,1998,57.0,43.0
1360,Pakistan,PAK,2005,50.0,50.0
1361,Pakistan,PAK,2006,46.0,54.0
1362,Pakistan,PAK,2007,48.0,52.0
1363,Pakistan,PAK,2008,44.0,56.0
1364,Pakistan,PAK,2009,45.0,55.0
1365,Pakistan,PAK,2010,45.0,55.0
1366,Pakistan,PAK,2011,45.0,55.0
1367,Pakistan,PAK,2012,43.0,57.0
1368,Pakistan,PAK,2013,44.0,56.0
1369,Pakistan,PAK,2014,43.0,57.0
1370,Pakistan,PAK,2017,41.0,59.0
1371,Pakistan,PAK,2018,43.0,57.0
1372,Pakistan,PAK,2019,42.0,58.0
1373,Pakistan,PAK,2021,41.1439,58.8561
1374,Palau,PLW,1980,8.0,92.0
1375,Palau,PLW,2013,0.0,100.0
1376,Palau,PLW,2015,3.0,97.0
1377,Palestine,PSE,1997,14.0,86.0
1378,Palestine,PSE,2004,8.0,92.0
1379,Palestine,PSE,2006,7.0,93.0
1380,Palestine,PSE,2007,6.0,94.0
1381,Palestine,PSE,2008,6.0,94.0
1382,Palestine,PSE,2009,6.0,94.0
1383,Palestine,PSE,2010,5.0,95.0
1384,Palestine,PSE,2011,5.0,95.0
1385,Palestine,PSE,2012,4.0,96.0
1386,Palestine,PSE,2013,4.0,96.0
1387,Palestine,PSE,2014,4.0,96.0
1388,Palestine,PSE,2015,4.0,96.0
1389,Palestine,PSE,2016,3.0,97.0
1390,Palestine,PSE,2017,3.0,97.0
1391,Palestine,PSE,2018,3.0,97.0
1392,Palestine,PSE,2019,3.0,97.0
1393,Palestine,PSE,2020,2.0,98.0
1394,Palestine,PSE,2022,2.0,98.0
1395,Panama,PAN,1950,32.5,67.5
1396,Panama,PAN,1980,12.0,88.0
1397,Panama,PAN,1990,11.0,89.0
1398,Panama,PAN,2000,8.0,92.0
1399,Panama,PAN,2010,6.0,94.0
1400,Panama,PAN,2018,5.0,95.0
1401,Panama,PAN,2019,4.0,96.0
1402,Papua New Guinea,PNG,1950,92.5,7.5
1403,Papua New Guinea,PNG,2000,43.0,57.0
1404,Papua New Guinea,PNG,2017,29.936317,70.06368
1405,Paraguay,PRY,1950,32.5,67.5
1406,Paraguay,PRY,1982,22.0,78.0
1407,Paraguay,PRY,1992,10.0,90.0
1408,Paraguay,PRY,2007,5.0,95.0
1409,Paraguay,PRY,2008,7.0,93.0
1410,Paraguay,PRY,2009,6.0,94.0
1411,Paraguay,PRY,2010,6.0,94.0
1412,Paraguay,PRY,2012,6.0,94.0
1413,Paraguay,PRY,2013,5.0,95.0
1414,Paraguay,PRY,2014,5.0,95.0
1415,Paraguay,PRY,2015,4.0,96.0
1416,Paraguay,PRY,2016,5.0,95.0
1417,Paraguay,PRY,2018,6.0,94.0
1418,Paraguay,PRY,2019,7.0,93.0
1419,Paraguay,PRY,2020,5.0,95.0
1420,Peru,PER,1950,52.5,47.5
1421,Peru,PER,1981,18.0,82.0
1422,Peru,PER,1993,13.0,87.0
1423,Peru,PER,2004,12.0,88.0
1424,Peru,PER,2005,12.0,88.0
1425,Peru,PER,2006,11.0,89.0
1426,Peru,PER,2007,10.0,90.0
1427,Peru,PER,2012,6.0,94.0
1428,Peru,PER,2014,6.0,94.0
1429,Peru,PER,2015,6.0,94.0
1430,Peru,PER,2016,6.0,94.0
1431,Peru,PER,2017,6.0,94.0
1432,Peru,PER,2018,6.0,94.0
1433,Peru,PER,2020,6.0,94.0
1434,Philippines,PHL,1918,50.8,49.2
1435,Philippines,PHL,1939,51.2,48.8
1436,Philippines,PHL,1948,38.7,61.3
1437,Philippines,PHL,1950,37.5,62.5
1438,Philippines,PHL,1980,17.0,83.0
1439,Philippines,PHL,1990,6.0,94.0
1440,Philippines,PHL,1994,6.0,94.0
1441,Philippines,PHL,2000,7.0,93.0
1442,Philippines,PHL,2003,7.0,93.0
1443,Philippines,PHL,2008,5.0,95.0
1444,Philippines,PHL,2013,4.0,96.0
1445,Philippines,PHL,2015,2.0,98.0
1446,Philippines,PHL,2019,4.0,96.0
1447,Philippines,PHL,2020,2.0,98.0
1448,Poland,POL,1475,100.0,0.0
1449,Poland,POL,1550,100.0,0.0
1450,Poland,POL,1650,97.0,3.0
1451,Poland,POL,1750,95.0,5.0
1452,Poland,POL,1950,7.5,92.5
1453,Poland,POL,1978,1.0,99.0
1454,Portugal,PRT,1900,73.4,26.6
1455,Portugal,PRT,1911,68.9,31.1
1456,Portugal,PRT,1920,65.2,34.8
1457,Portugal,PRT,1930,60.2,39.8
1458,Portugal,PRT,1940,50.4,49.6
1459,Portugal,PRT,1950,42.5,57.5
1460,Portugal,PRT,1981,21.0,79.0
1461,Portugal,PRT,1991,12.0,88.0
1462,Portugal,PRT,2011,6.0,94.0
1463,Puerto Rico,PRI,1950,27.5,72.5
1464,Puerto Rico,PRI,1980,13.0,87.0
1465,Puerto Rico,PRI,1990,10.0,90.0
1466,Puerto Rico,PRI,2010,8.0,92.0
1467,Puerto Rico,PRI,2017,8.0,92.0
1468,Qatar,QAT,1950,92.5,7.5
1469,Qatar,QAT,1986,24.0,76.0
1470,Qatar,QAT,1997,17.0,83.0
1471,Qatar,QAT,2004,11.0,89.0
1472,Qatar,QAT,2007,7.0,93.0
1473,Qatar,QAT,2008,6.0,94.0
1474,Qatar,QAT,2009,5.0,95.0
1475,Qatar,QAT,2010,4.0,96.0
1476,Qatar,QAT,2011,4.0,96.0
1477,Qatar,QAT,2012,3.0,97.0
1478,Qatar,QAT,2013,3.0,97.0
1479,Qatar,QAT,2014,2.0,98.0
1480,Reunion,REU,1950,62.5,37.5
1481,Reunion,REU,1982,21.0,79.0
1482,Romania,ROU,1950,22.5,77.5
1483,Romania,ROU,1992,3.0,97.0
1484,Romania,ROU,2002,3.0,97.0
1485,Romania,ROU,2011,1.0,99.0
1486,Romania,ROU,2021,1.0,99.0
1487,Russia,RUS,1989,2.0,98.0
1488,Russia,RUS,2002,1.0,99.0
1489,Russia,RUS,2010,0.0,100.0
1490,Russia,RUS,2021,0.0,100.0
1491,Rwanda,RWA,1950,92.5,7.5
1492,Rwanda,RWA,1978,62.0,38.0
1493,Rwanda,RWA,1991,42.0,58.0
1494,Rwanda,RWA,2000,35.0,65.0
1495,Rwanda,RWA,2012,32.0,68.0
1496,Rwanda,RWA,2014,29.0,71.0
1497,Rwanda,RWA,2018,27.0,73.0
1498,Rwanda,RWA,2020,19.949142,80.05086
1499,Rwanda,RWA,2022,21.0,79.0
1500,Saint Helena,SHN,1950,1.5,98.5
1501,Saint Helena,SHN,1998,3.0,97.0
1502,Saint Pierre and Miquelon,SPM,1950,7.5,92.5
1503,Saint Pierre and Miquelon,SPM,1982,1.0,99.0
1504,Saint Vincent and the Grenadines,VCT,1970,4.0,96.0
1505,Samoa,WSM,1950,12.5,87.5
1506,Samoa,WSM,1991,2.0,98.0
1507,Samoa,WSM,2011,1.0,99.0
1508,Samoa,WSM,2016,1.0,99.0
1509,Samoa,WSM,2019,2.0097427,97.99026
1510,San Marino,SMR,1950,12.5,87.5
1511,San Marino,SMR,2022,0.0,100.0
1512,Sao Tome and Principe,STP,1950,82.5,17.5
1513,Sao Tome and Principe,STP,1981,43.0,57.0
1514,Sao Tome and Principe,STP,1991,27.0,73.0
1515,Sao Tome and Principe,STP,2001,15.0,85.0
1516,Sao Tome and Principe,STP,2012,10.0,90.0
1517,Sao Tome and Principe,STP,2019,12.561539,87.43846
1518,Saudi Arabia,SAU,1950,97.0,3.0
1519,Saudi Arabia,SAU,1992,29.0,71.0
1520,Saudi Arabia,SAU,2000,21.0,79.0
1521,Saudi Arabia,SAU,2004,17.0,83.0
1522,Saudi Arabia,SAU,2013,6.0,94.0
1523,Saudi Arabia,SAU,2017,5.0,95.0
1524,Saudi Arabia,SAU,2020,2.0,98.0
1525,Senegal,SEN,1950,97.0,3.0
1526,Senegal,SEN,1988,73.0,27.0
1527,Senegal,SEN,2002,61.0,39.0
1528,Senegal,SEN,2006,58.0,42.0
1529,Senegal,SEN,2009,52.0,48.0
1530,Senegal,SEN,2011,48.0,52.0
1531,Senegal,SEN,2013,56.0,44.0
1532,Senegal,SEN,2015,56.40727,43.59273
1533,Senegal,SEN,2016,53.90036,46.09964
1534,Senegal,SEN,2017,48.0,52.0
1535,Senegal,SEN,2018,53.39409,46.60591
1536,Senegal,SEN,2019,53.16633,46.83367
1537,Senegal,SEN,2023,49.64418,50.35582
1538,Serbia,SRB,2003,4.0,96.0
1539,Serbia,SRB,2011,2.0,98.0
1540,Serbia,SRB,2016,1.0,99.0
1541,Serbia,SRB,2019,1.0,99.0
1542,Seychelles,SYC,1950,62.5,37.5
1543,Seychelles,SYC,1987,16.0,84.0
1544,Seychelles,SYC,1994,12.0,88.0
1545,Seychelles,SYC,2002,8.0,92.0
1546,Seychelles,SYC,2010,6.0,94.0
1547,Sierra Leone,SLE,1950,92.5,7.5
1548,Sierra Leone,SLE,2004,65.0,35.0
1549,Sierra Leone,SLE,2017,55.16682,44.83318
1550,Sierra Leone,SLE,2019,56.42222,43.57778
1551,Singapore,SGP,1950,52.5,47.5
1552,Singapore,SGP,1980,17.0,83.0
1553,Singapore,SGP,1990,11.0,89.0
1554,Singapore,SGP,2000,7.0,93.0
1555,Singapore,SGP,2010,4.0,96.0
1556,Singapore,SGP,2011,4.0,96.0
1557,Singapore,SGP,2012,4.0,96.0
1558,Singapore,SGP,2013,3.0,97.0
1559,Singapore,SGP,2014,3.0,97.0
1560,Singapore,SGP,2015,3.0,97.0
1561,Singapore,SGP,2016,3.0,97.0
1562,Singapore,SGP,2017,3.0,97.0
1563,Singapore,SGP,2018,3.0,97.0
1564,Singapore,SGP,2019,3.0,97.0
1565,Singapore,SGP,2020,3.0,97.0
1566,Singapore,SGP,2021,2.0,98.0
1567,Slovenia,SVN,1991,0.0,100.0
1568,Solomon Islands,SLB,1950,92.5,7.5
1569,Solomon Islands,SLB,1999,23.0,77.0
1570,Somalia,SOM,2022,46.0,54.0
1571,Somaliland,OWID_SML,1950,97.0,3.0
1572,South Africa,ZAF,1950,57.5,42.5
1573,South Africa,ZAF,1980,24.0,76.0
1574,South Africa,ZAF,1996,18.0,82.0
1575,South Africa,ZAF,2007,11.0,89.0
1576,South Africa,ZAF,2009,7.0,93.0
1577,South Africa,ZAF,2010,7.0,93.0
1578,South Africa,ZAF,2011,7.0,93.0
1579,South Africa,ZAF,2012,6.0,94.0
1580,South Africa,ZAF,2014,6.0,94.0
1581,South Africa,ZAF,2015,6.0,94.0
1582,South Africa,ZAF,2016,8.262756,91.73724
1583,South Africa,ZAF,2017,13.0,87.0
1584,South Africa,ZAF,2019,5.0,95.0
1585,South Africa,ZAF,2021,10.0,90.0
1586,South Asia (WB),,1975,63.96066,36.03934
1587,South Asia (WB),,1976,63.95575,36.04425
1588,South Asia (WB),,1977,63.30427,36.69573
1589,South Asia (WB),,1978,62.65608,37.34392
1590,South Asia (WB),,1979,62.01446,37.98554
1591,South Asia (WB),,1980,61.4041,38.5959
1592,South Asia (WB),,1981,60.82367,39.17633
1593,South Asia (WB),,1982,60.17445,39.82555
1594,South Asia (WB),,1983,59.52078,40.47922
1595,South Asia (WB),,1984,58.8663,41.1337
1596,South Asia (WB),,1985,58.21433,41.78567
1597,South Asia (WB),,1986,57.55963,42.44037
1598,South Asia (WB),,1987,56.90195,43.09805
1599,South Asia (WB),,1988,56.15463,43.84537
1600,South Asia (WB),,1989,55.38757,44.61243
1601,South Asia (WB),,1990,54.64079,45.35921
1602,South Asia (WB),,1991,53.91436,46.08564
1603,South Asia (WB),,1992,52.91367,47.08633
1604,South Asia (WB),,1993,51.91854,48.08146
1605,South Asia (WB),,1994,51.15062,48.84938
1606,South Asia (WB),,1995,50.35951,49.64049
1607,South Asia (WB),,1996,49.5508,50.4492
1608,South Asia (WB),,1997,48.73983,51.26017
1609,South Asia (WB),,1998,43.92044,56.07956
1610,South Asia (WB),,1999,43.12369,56.87631
1611,South Asia (WB),,2000,42.34942,57.65058
1612,South Asia (WB),,2001,41.58694,58.41306
1613,South Asia (WB),,2002,40.79687,59.20313
1614,South Asia (WB),,2003,39.90422,60.09578
1615,South Asia (WB),,2004,39.12383,60.87617
1616,South Asia (WB),,2005,39.32633,60.67367
1617,South Asia (WB),,2006,39.15124,60.84876
1618,South Asia (WB),,2007,38.31608,61.68392
1619,South Asia (WB),,2008,37.4037,62.5963
1620,South Asia (WB),,2009,36.54199,63.45801
1621,South Asia (WB),,2010,33.97104,66.02896
1622,South Asia (WB),,2011,33.37014,66.62986
1623,South Asia (WB),,2012,33.32341,66.67659
1624,South Asia (WB),,2013,32.294243,67.70576
1625,South Asia (WB),,2014,31.544838,68.45516
1626,South Asia (WB),,2015,30.21785,69.78215
1627,South Asia (WB),,2016,28.894218,71.10578
1628,South Asia (WB),,2017,28.332169,71.66783
1629,South Asia (WB),,2018,27.807938,72.19206
1630,South Asia (WB),,2019,28.033974,71.96603
1631,South Asia (WB),,2020,27.31681,72.68319
1632,South Asia (WB),,2021,26.520988,73.47901
1633,South Asia (WB),,2022,25.734734,74.26527
1634,South Asia (WB),,2023,24.99115,75.00885
1635,South Korea,KOR,1950,62.5,37.5
1636,South Korea,KOR,2008,2.0,98.0
1637,South Sudan,SSD,2008,73.0,27.0
1638,Spain,ESP,1475,97.0,3.0
1639,Spain,ESP,1550,96.0,4.0
1640,Spain,ESP,1650,95.0,5.0
1641,Spain,ESP,1750,92.0,8.0
