,entity,code,year,illiteracy_rate,literacy_rate
543,Europe and Central Asia (WB),,2018,1.4982071,98.50179
544,Europe and Central Asia (WB),,2019,1.4359894,98.56401
545,Europe and Central Asia (WB),,2020,1.3961716,98.60383
546,Europe and Central Asia (WB),,2021,1.3537216,98.64628
547,Europe and Central Asia (WB),,2022,1.3355789,98.66442
548,Europe and Central Asia (WB),,2023,1.3112869,98.68871
549,Europe and Northern America (SDG),,2003,2.1022034,97.8978
550,Europe and Northern America (SDG),,2004,2.043869,97.95613
551,Europe and Northern America (SDG),,2005,1.9907532,98.00925
552,Europe and Northern America (SDG),,2006,1.9229965,98.077
553,Europe and Northern America (SDG),,2018,1.3839264,98.61607
554,Europe and Northern America (SDG),,2019,1.3569183,98.64308
555,Europe and Northern America (SDG),,2020,1.3308792,98.66912
556,Europe and Northern America (SDG),,2021,1.3043365,98.69566
557,Europe and Northern America (SDG),,2022,1.2972717,98.70273
558,Falkland Islands,FLK,1950,7.5,92.5
559,Faroe Islands,FRO,1950,1.5,98.5
560,Fiji,FJI,1950,32.5,67.5
561,Finland,FIN,1900,61.2,38.8
562,Finland,FIN,1910,44.7,55.3
563,Finland,FIN,1920,30.1,69.9
564,Finland,FIN,1930,15.9,84.1
565,Finland,FIN,1950,1.5,98.5
566,France,FRA,1475,94.0,6.0
567,France,FRA,1550,81.0,19.0
568,France,FRA,1650,71.0,29.0
569,France,FRA,1750,71.0,29.0
570,France,FRA,1901,16.5,83.5
571,France,FRA,1906,14.1,85.9
572,France,FRA,1911,11.9,88.1
573,France,FRA,1921,8.2,91.8
574,France,FRA,1926,6.1,93.9
575,France,FRA,1931,5.3,94.7
576,France,FRA,1936,4.0,96.0
577,France,FRA,1946,3.4,96.6
578,France,FRA,1950,3.5,96.5
579,French Guiana,GUF,1950,32.5,67.5
580,French Guiana,GUF,1982,17.0,83.0
581,French Polynesia,PYF,1950,67.5,32.5
582,Gabon,GAB,1993,28.0,72.0
583,Gabon,GAB,2021,11.141663,88.85834
584,Gambia,GMB,1950,92.5,7.5
585,Gambia,GMB,2000,63.0,37.0
586,Gambia,GMB,2015,49.0,51.0
587,Gambia,GMB,2018,46.8398,53.1602
588,Gambia,GMB,2021,48.3626,51.6374
589,Georgia,GEO,2002,0.0,100.0
590,Georgia,GEO,2014,0.0,100.0
591,Georgia,GEO,2017,1.0,99.0
592,Georgia,GEO,2018,0.34633636,99.65366
593,Georgia,GEO,2022,0.0,100.0
594,Georgia,GEO,2023,0.44452667,99.55547
595,Germany,DEU,1475,91.0,9.0
596,Germany,DEU,1550,84.0,16.0
597,Germany,DEU,1650,69.0,31.0
598,Germany,DEU,1750,62.0,38.0
599,Germany,DEU,1950,1.5,98.5
600,Ghana,GHA,1950,77.5,22.5
601,Ghana,GHA,2000,42.0,58.0
602,Ghana,GHA,2010,29.0,71.0
603,Ghana,GHA,2017,35.507607,64.49239
604,Ghana,GHA,2021,23.51432,76.48568
605,Gibraltar,GIB,1950,32.5,67.5
606,Greece,GRC,1907,60.5,39.5
607,Greece,GRC,1920,52.0,48.0
608,Greece,GRC,1928,41.9,58.1
609,Greece,GRC,1950,27.5,72.5
610,Greece,GRC,1981,9.0,91.0
611,Greece,GRC,1991,7.0,93.0
612,Greece,GRC,2001,4.0,96.0
613,Greece,GRC,2009,6.0,94.0
614,Greenland,GRL,1950,1.5,98.5
615,Grenada,GRD,1950,32.5,67.5
616,Grenada,GRD,1970,2.0,98.0
617,Guadeloupe,GLP,1950,32.5,67.5
618,Guadeloupe,GLP,1982,10.0,90.0
619,Guam,GUM,1950,12.5,87.5
620,Guam,GUM,1980,4.0,96.0
621,Guam,GUM,1990,1.0,99.0
622,Guatemala,GTM,1950,72.5,27.5
623,Guatemala,GTM,1994,36.0,64.0
624,Guatemala,GTM,2002,31.0,69.0
625,Guatemala,GTM,2012,22.0,78.0
626,Guatemala,GTM,2013,23.0,77.0
627,Guatemala,GTM,2014,19.0,81.0
628,Guatemala,GTM,2015,19.804909,80.19509
629,Guatemala,GTM,2018,19.0,81.0
630,Guatemala,GTM,2022,16.968826,83.03117
631,Guinea,GIN,1996,79.0,21.0
632,Guinea,GIN,2003,70.0,30.0
633,Guinea,GIN,2010,75.0,25.0
634,Guinea,GIN,2014,68.0,32.0
635,Guinea,GIN,2018,60.0,40.0
636,Guinea-Bissau,GNB,1950,97.0,3.0
637,Guinea-Bissau,GNB,1979,80.0,20.0
638,Guinea-Bissau,GNB,2000,59.0,41.0
639,Guinea-Bissau,GNB,2019,45.11768,54.88232
640,Guinea-Bissau,GNB,2022,36.06587,63.93413
641,Guyana,GUY,1950,22.5,77.5
642,Guyana,GUY,2020,14.361649,85.63835
643,Haiti,HTI,1950,87.5,12.5
644,Haiti,HTI,1982,65.0,35.0
645,Haiti,HTI,2003,41.0,59.0
646,Haiti,HTI,2017,31.990143,68.00986
647,Honduras,HND,1926,73.9,26.1
648,Honduras,HND,1930,66.6,33.4
649,Honduras,HND,1935,67.4,32.6
650,Honduras,HND,1940,65.3,34.7
651,Honduras,HND,1945,63.7,36.3
652,Honduras,HND,1950,62.5,37.5
653,Honduras,HND,2001,20.0,80.0
654,Honduras,HND,2007,16.0,84.0
655,Honduras,HND,2010,15.0,85.0
656,Honduras,HND,2011,15.0,85.0
657,Honduras,HND,2012,15.0,85.0
658,Honduras,HND,2013,15.0,85.0
659,Honduras,HND,2014,13.0,87.0
660,Honduras,HND,2015,12.0,88.0
661,Honduras,HND,2016,11.0,89.0
662,Honduras,HND,2018,13.0,87.0
663,Honduras,HND,2019,11.0,89.0
664,Hong Kong,HKG,1950,42.5,57.5
665,Hungary,HUN,1900,39.9,60.1
666,Hungary,HUN,1910,32.3,67.7
667,Hungary,HUN,1920,13.4,86.6
668,Hungary,HUN,1930,10.0,90.0
669,Hungary,HUN,1941,6.4,93.6
670,Hungary,HUN,1950,4.5,95.5
671,Hungary,HUN,1980,1.0,99.0
672,Iceland,ISL,1950,1.5,98.5
673,India,IND,1901,93.8,6.2
674,India,IND,1911,93.0,7.0
675,India,IND,1921,91.7,8.3
676,India,IND,1931,90.9,9.1
677,India,IND,1950,82.5,17.5
678,India,IND,1981,59.0,41.0
679,India,IND,1991,52.0,48.0
680,India,IND,2001,39.0,61.0
681,India,IND,2006,37.0,63.0
682,India,IND,2011,31.0,69.0
683,India,IND,2022,24.0,76.0
684,India,IND,2023,18.0,82.0
685,Indonesia,IDN,1950,82.5,17.5
686,Indonesia,IDN,1980,33.0,67.0
687,Indonesia,IDN,1990,18.0,82.0
688,Indonesia,IDN,2004,10.0,90.0
689,Indonesia,IDN,2006,8.0,92.0
690,Indonesia,IDN,2008,8.0,92.0
691,Indonesia,IDN,2009,7.0,93.0
692,Indonesia,IDN,2011,7.0,93.0
693,Indonesia,IDN,2014,5.0,95.0
694,Indonesia,IDN,2015,5.0,95.0
695,Indonesia,IDN,2016,5.0,95.0
696,Indonesia,IDN,2018,4.0,96.0
697,Indonesia,IDN,2020,4.0,96.0
698,Iran,IRN,1950,87.5,12.5
699,Iran,IRN,1976,63.0,37.0
700,Iran,IRN,1986,48.0,52.0
701,Iran,IRN,1991,34.0,66.0
702,Iran,IRN,1996,27.0,73.0
703,Iran,IRN,2002,23.0,77.0
704,Iran,IRN,2005,18.0,82.0
705,Iran,IRN,2006,18.0,82.0
706,Iran,IRN,2008,17.0,83.0
707,Iran,IRN,2012,16.0,84.0
708,Iran,IRN,2013,15.0,85.0
709,Iran,IRN,2014,15.0,85.0
710,Iran,IRN,2016,14.0,86.0
711,Iraq,IRQ,1950,87.5,12.5
712,Iraq,IRQ,2000,26.0,74.0
713,Iraq,IRQ,2012,23.0,77.0
714,Iraq,IRQ,2014,18.0,82.0
715,Iraq,IRQ,2016,17.0,83.0
716,Iraq,IRQ,2017,14.0,86.0
717,Ireland,IRL,1475,100.0,0.0
718,Ireland,IRL,1550,100.0,0.0
719,Ireland,IRL,1650,97.0,3.0
720,Ireland,IRL,1750,79.0,21.0
721,Ireland,IRL,1950,1.5,98.5
722,Isle of Man,IMN,1950,1.5,98.5
723,Israel,ISR,1950,7.5,92.5
724,Israel,ISR,1983,8.0,92.0
725,Italy,ITA,1475,85.0,15.0
726,Italy,ITA,1550,82.0,18.0
727,Italy,ITA,1650,77.0,23.0
728,Italy,ITA,1750,77.0,23.0
729,Italy,ITA,1901,48.2,51.8
730,Italy,ITA,1911,37.2,62.8
731,Italy,ITA,1921,26.8,73.2
732,Italy,ITA,1931,21.6,78.4
733,Italy,ITA,1950,12.5,87.5
734,Italy,ITA,1981,4.0,96.0
735,Italy,ITA,2001,2.0,98.0
736,Italy,ITA,2011,1.0,99.0
737,Italy,ITA,2019,1.0,99.0
738,Jamaica,JAM,1950,27.5,72.5
739,Jamaica,JAM,1999,20.0,80.0
740,Japan,JPN,1950,2.5,97.5
741,Jordan,JOR,1950,82.5,17.5
742,Jordan,JOR,1979,33.0,67.0
743,Jordan,JOR,2003,10.0,90.0
744,Jordan,JOR,2005,9.0,91.0
745,Jordan,JOR,2007,8.0,92.0
746,Jordan,JOR,2010,7.0,93.0
747,Jordan,JOR,2011,4.0,96.0
748,Jordan,JOR,2012,2.0,98.0
749,Jordan,JOR,2018,4.56855,95.43145
750,Jordan,JOR,2023,5.0,95.0
751,Kazakhstan,KAZ,1989,2.0,98.0
752,Kazakhstan,KAZ,1999,0.0,100.0
753,Kazakhstan,KAZ,2009,0.0,100.0
754,Kenya,KEN,1950,77.5,22.5
755,Kenya,KEN,2000,18.0,82.0
756,Kiribati,KIR,1950,7.5,92.5
757,Kiribati,KIR,2018,2.0402908,97.95971
758,Kuwait,KWT,1950,82.5,17.5
759,Kuwait,KWT,1975,40.0,60.0
760,Kuwait,KWT,1980,32.0,68.0
761,Kuwait,KWT,1985,26.0,74.0
762,Kuwait,KWT,1995,22.0,78.0
763,Kuwait,KWT,2005,7.0,93.0
764,Kuwait,KWT,2006,7.0,93.0
765,Kuwait,KWT,2007,6.0,94.0
766,Kuwait,KWT,2008,6.0,94.0
767,Kuwait,KWT,2010,6.0,94.0
768,Kuwait,KWT,2012,4.0,96.0
769,Kuwait,KWT,2013,4.0,96.0
770,Kuwait,KWT,2015,4.0,96.0
771,Kuwait,KWT,2017,4.0,96.0
772,Kuwait,KWT,2018,4.0,96.0
773,Kuwait,KWT,2020,4.0,96.0
774,Kyrgyzstan,KGZ,1999,1.0,99.0
775,Kyrgyzstan,KGZ,2009,1.0,99.0
776,Laos,LAO,1950,82.5,17.5
777,Laos,LAO,1995,40.0,60.0
778,Laos,LAO,2000,30.0,70.0
779,Laos,LAO,2001,31.0,69.0
780,Laos,LAO,2005,27.0,73.0
781,Laos,LAO,2015,15.0,85.0
782,Latin America and Caribbean (WB),,1974,21.282051,78.71795
783,Latin America and Caribbean (WB),,1975,21.262573,78.73743
784,Latin America and Caribbean (WB),,1976,20.9133,79.0867
785,Latin America and Caribbean (WB),,1977,20.51052,79.48948
786,Latin America and Caribbean (WB),,1978,20.073013,79.92699
787,Latin America and Caribbean (WB),,1979,19.677277,80.32272
788,Latin America and Caribbean (WB),,1980,19.322609,80.67739
789,Latin America and Caribbean (WB),,1981,18.925941,81.07406
790,Latin America and Caribbean (WB),,1982,18.538887,81.46111
791,Latin America and Caribbean (WB),,1983,18.15744,81.84256
792,Latin America and Caribbean (WB),,1984,17.786789,82.21321
793,Latin America and Caribbean (WB),,1985,17.426163,82.57384
794,Latin America and Caribbean (WB),,1986,17.07473,82.92527
795,Latin America and Caribbean (WB),,1987,16.782387,83.21761
796,Latin America and Caribbean (WB),,1988,16.29229,83.70771
797,Latin America and Caribbean (WB),,1989,15.850502,84.1495
798,Latin America and Caribbean (WB),,1990,15.532127,84.46787
799,Latin America and Caribbean (WB),,1991,14.933609,85.06639
800,Latin America and Caribbean (WB),,1992,14.334457,85.66554
801,Latin America and Caribbean (WB),,1993,13.745087,86.25491
802,Latin America and Caribbean (WB),,1994,13.16674,86.83326
803,Latin America and Caribbean (WB),,1995,12.5937805,87.40622
804,Latin America and Caribbean (WB),,1996,12.220879,87.77912
805,Latin America and Caribbean (WB),,1997,11.9555435,88.04446
806,Latin America and Caribbean (WB),,1998,11.600967,88.39903
807,Latin America and Caribbean (WB),,1999,11.283447,88.71655
808,Latin America and Caribbean (WB),,2000,10.983337,89.01666
809,Latin America and Caribbean (WB),,2001,10.824249,89.17575
810,Latin America and Caribbean (WB),,2002,10.556938,89.44306
811,Latin America and Caribbean (WB),,2003,9.9040985,90.0959
812,Latin America and Caribbean (WB),,2004,9.627731,90.37227
813,Latin America and Caribbean (WB),,2005,9.660591,90.33941
814,Latin America and Caribbean (WB),,2006,9.457687,90.54231
815,Latin America and Caribbean (WB),,2007,8.609367,91.39063
816,Latin America and Caribbean (WB),,2008,8.310661,91.68934
817,Latin America and Caribbean (WB),,2009,8.13533,91.86467
818,Latin America and Caribbean (WB),,2010,8.2148285,91.78517
819,Latin America and Caribbean (WB),,2011,7.50943,92.49057
820,Latin America and Caribbean (WB),,2012,7.2005234,92.79948
821,Latin America and Caribbean (WB),,2013,7.2159424,92.78406
822,Latin America and Caribbean (WB),,2014,6.717949,93.28205
823,Latin America and Caribbean (WB),,2015,6.573143,93.42686
824,Latin America and Caribbean (WB),,2016,6.1316833,93.86832
825,Latin America and Caribbean (WB),,2017,6.1005325,93.89947
826,Latin America and Caribbean (WB),,2018,5.914093,94.08591
827,Latin America and Caribbean (WB),,2019,5.7443314,94.25567
828,Latin America and Caribbean (WB),,2020,5.6866913,94.31331
829,Latin America and Caribbean (WB),,2021,5.50618,94.49382
830,Latin America and Caribbean (WB),,2022,5.3530807,94.64692
831,Latin America and Caribbean (WB),,2023,5.2099915,94.79001
832,Latin America and the Caribbean (SDG),,1974,21.281487,78.71851
833,Latin America and the Caribbean (SDG),,1975,21.262009,78.73799
834,Latin America and the Caribbean (SDG),,1976,20.91275,79.08725
835,Latin America and the Caribbean (SDG),,1977,20.509987,79.49001
836,Latin America and the Caribbean (SDG),,1978,20.072502,79.9275
837,Latin America and the Caribbean (SDG),,1979,19.676788,80.32321
838,Latin America and the Caribbean (SDG),,1980,19.322128,80.67787
839,Latin America and the Caribbean (SDG),,1981,18.925484,81.07452
840,Latin America and the Caribbean (SDG),,1982,18.538437,81.46156
841,Latin America and the Caribbean (SDG),,1983,18.157013,81.84299
842,Latin America and the Caribbean (SDG),,1984,17.78637,82.21363
843,Latin America and the Caribbean (SDG),,1985,17.425758,82.57424
844,Latin America and the Caribbean (SDG),,1986,17.07434,82.92566
845,Latin America and the Caribbean (SDG),,1987,16.782013,83.21799
846,Latin America and the Caribbean (SDG),,1988,16.291931,83.70807
847,Latin America and the Caribbean (SDG),,1989,15.850159,84.14984
848,Latin America and the Caribbean (SDG),,1990,15.531799,84.4682
849,Latin America and the Caribbean (SDG),,1991,14.933296,85.0667
850,Latin America and the Caribbean (SDG),,1992,14.334183,85.66582
851,Latin America and the Caribbean (SDG),,1993,13.744843,86.25516
852,Latin America and the Caribbean (SDG),,1994,13.166519,86.83348
853,Latin America and the Caribbean (SDG),,1995,12.593582,87.40642
854,Latin America and the Caribbean (SDG),,1996,12.220688,87.77931
855,Latin America and the Caribbean (SDG),,1997,11.95536,88.04464
856,Latin America and the Caribbean (SDG),,1998,11.6008,88.3992
857,Latin America and the Caribbean (SDG),,1999,11.283287,88.71671
858,Latin America and the Caribbean (SDG),,2000,10.983177,89.01682
859,Latin America and the Caribbean (SDG),,2001,10.824089,89.17591
860,Latin America and the Caribbean (SDG),,2002,10.556793,89.44321
861,Latin America and the Caribbean (SDG),,2003,9.903976,90.09602
862,Latin America and the Caribbean (SDG),,2004,9.627609,90.37239
863,Latin America and the Caribbean (SDG),,2005,9.660469,90.33953
864,Latin America and the Caribbean (SDG),,2006,9.457581,90.54242
865,Latin America and the Caribbean (SDG),,2007,8.609291,91.39071
866,Latin America and the Caribbean (SDG),,2008,8.310593,91.68941
867,Latin America and the Caribbean (SDG),,2009,8.135262,91.86474
868,Latin America and the Caribbean (SDG),,2010,8.214752,91.78525
869,Latin America and the Caribbean (SDG),,2011,7.509369,92.49063
870,Latin America and the Caribbean (SDG),,2012,7.20047,92.79953
871,Latin America and the Caribbean (SDG),,2013,7.215889,92.78411
872,Latin America and the Caribbean (SDG),,2014,6.7179184,93.28208
873,Latin America and the Caribbean (SDG),,2015,6.5731125,93.42689
874,Latin America and the Caribbean (SDG),,2016,6.1316605,93.86834
875,Latin America and the Caribbean (SDG),,2017,6.1005096,93.89949
876,Latin America and the Caribbean (SDG),,2018,5.9140778,94.08592
877,Latin America and the Caribbean (SDG),,2019,5.7443237,94.25568
878,Latin America and the Caribbean (SDG),,2020,5.6866913,94.31331
879,Latin America and the Caribbean (SDG),,2021,5.50618,94.49382
880,Latin America and the Caribbean (SDG),,2022,5.3530807,94.64692
881,Latin America and the Caribbean (SDG),,2023,5.209999,94.79
882,Latvia,LVA,1989,1.0,99.0
883,Latvia,LVA,2000,0.0,100.0
884,Latvia,LVA,2011,0.0,100.0
885,Lebanon,LBN,1950,52.5,47.5
886,Lebanon,LBN,2007,10.0,90.0
887,Lebanon,LBN,2009,9.0,91.0
888,Lebanon,LBN,2018,7.0,93.0
889,Lesotho,LSO,1950,47.5,52.5
890,Lesotho,LSO,2000,14.0,86.0
891,Lesotho,LSO,2006,34.0,66.0
892,Lesotho,LSO,2016,3.0,97.0
893,Lesotho,LSO,2018,13.759132,86.24087
894,Liberia,LBR,1950,92.5,7.5
895,Liberia,LBR,1984,68.0,32.0
896,Libya,LBY,1950,92.5,7.5
897,Libya,LBY,1984,40.0,60.0
898,Liechtenstein,LIE,1950,1.5,98.5
899,Lithuania,LTU,1989,2.0,98.0
900,Lithuania,LTU,2001,0.0,100.0
901,Lithuania,LTU,2011,0.0,100.0
902,Low-income countries,,1988,53.52646,46.47354
903,Low-income countries,,1989,53.10625,46.89375
904,Low-income countries,,1990,52.60835,47.39165
905,Low-income countries,,1991,52.3177,47.6823
906,Low-income countries,,1992,52.17815,47.82185
907,Low-income countries,,1993,51.96915,48.03085
908,Low-income countries,,1994,51.68891,48.31109
909,Low-income countries,,1995,51.324,48.676
910,Low-income countries,,1996,50.95733,49.04267
911,Low-income countries,,1997,50.26669,49.73331
912,Low-income countries,,1998,49.56981,50.43019
913,Low-income countries,,1999,49.02119,50.97881
914,Low-income countries,,2000,48.60134,51.39866
915,Low-income countries,,2001,47.95284,52.04716
916,Low-income countries,,2002,47.2836,52.7164
917,Low-income countries,,2003,46.88651,53.11349
918,Low-income countries,,2004,46.41802,53.58198
919,Low-income countries,,2005,46.00279,53.99721
920,Low-income countries,,2006,47.8201,52.1799
921,Low-income countries,,2007,46.58184,53.41816
922,Low-income countries,,2008,45.68599,54.31401
923,Low-income countries,,2009,45.17653,54.82347
924,Low-income countries,,2010,44.68027,55.31973
925,Low-income countries,,2011,42.64128,57.35872
926,Low-income countries,,2012,42.19119,57.80881
927,Low-income countries,,2013,41.34499,58.65501
928,Low-income countries,,2014,40.92917,59.07083
929,Low-income countries,,2015,40.25754,59.74246
930,Low-income countries,,2016,39.5733,60.4267
931,Low-income countries,,2017,38.51638,61.48362
932,Low-income countries,,2018,38.54596,61.45404
933,Low-income countries,,2019,38.47153,61.52847
934,Low-income countries,,2020,38.30996,61.69004
935,Low-income countries,,2021,37.81859,62.18141
936,Low-income countries,,2022,37.36754,62.63246
937,Low-income countries,,2023,36.96147,63.03853
938,Lower-middle-income countries,,1975,55.73812,44.26188
939,Lower-middle-income countries,,1976,55.63687,44.36313
940,Lower-middle-income countries,,1977,55.10138,44.89862
941,Lower-middle-income countries,,1978,54.54864,45.45136
942,Lower-middle-income countries,,1979,53.99939,46.00061
943,Lower-middle-income countries,,1980,53.46694,46.53306
944,Lower-middle-income countries,,1981,52.93481,47.06519
945,Lower-middle-income countries,,1982,52.36565,47.63435
946,Lower-middle-income countries,,1983,51.87893,48.12107
947,Lower-middle-income countries,,1984,51.27893,48.72107
948,Lower-middle-income countries,,1985,50.67795,49.32205
949,Lower-middle-income countries,,1986,50.16317,49.83683
950,Lower-middle-income countries,,1987,49.28476,50.71524
951,Lower-middle-income countries,,1988,48.59408,51.40592
952,Lower-middle-income countries,,1989,47.8964,52.1036
953,Lower-middle-income countries,,1990,47.1931,52.8069
954,Lower-middle-income countries,,1991,46.48436,53.51564
955,Lower-middle-income countries,,1992,45.59515,54.40485
956,Lower-middle-income countries,,1993,44.73002,55.26998
957,Lower-middle-income countries,,1994,43.91726,56.08274
958,Lower-middle-income countries,,1995,43.14224,56.85776
959,Lower-middle-income countries,,1996,42.36563,57.63437
960,Lower-middle-income countries,,1997,41.58707,58.41293
961,Lower-middle-income countries,,1998,38.15115,61.84885
962,Lower-middle-income countries,,1999,37.40852,62.59148
963,Lower-middle-income countries,,2000,37.19769,62.80231
964,Lower-middle-income countries,,2001,36.47008,63.52992
965,Lower-middle-income countries,,2002,35.75167,64.24833
966,Lower-middle-income countries,,2003,34.705276,65.29472
967,Lower-middle-income countries,,2004,34.003128,65.99687
968,Lower-middle-income countries,,2005,34.21398,65.78602
969,Lower-middle-income countries,,2006,34.231483,65.76852
970,Lower-middle-income countries,,2007,33.70806,66.29194
971,Lower-middle-income countries,,2008,33.056282,66.94372
972,Lower-middle-income countries,,2009,32.36476,67.63524
973,Lower-middle-income countries,,2010,30.491669,69.50833
974,Lower-middle-income countries,,2011,30.19014,69.80986
975,Lower-middle-income countries,,2012,29.74424,70.25576
976,Lower-middle-income countries,,2013,28.8404,71.1596
977,Lower-middle-income countries,,2014,28.103127,71.89687
978,Lower-middle-income countries,,2015,27.015327,72.98467
979,Lower-middle-income countries,,2016,26.265999,73.734
980,Lower-middle-income countries,,2017,25.732887,74.26711
981,Lower-middle-income countries,,2018,24.926857,75.07314
982,Lower-middle-income countries,,2019,24.754494,75.24551
983,Lower-middle-income countries,,2020,24.119698,75.8803
984,Lower-middle-income countries,,2021,23.511772,76.48823
985,Lower-middle-income countries,,2022,22.917358,77.08264
986,Lower-middle-income countries,,2023,22.36818,77.63182
987,Luxembourg,LUX,1950,3.5,96.5
988,Macao,MAC,1950,42.5,57.5
989,Macao,MAC,1981,10.0,90.0
990,Macao,MAC,2001,9.0,91.0
991,Macao,MAC,2006,7.0,93.0
992,Macao,MAC,2011,4.0,96.0
993,Macao,MAC,2016,3.0,97.0
994,Madagascar,MDG,1950,67.5,32.5
995,Madagascar,MDG,2000,29.0,71.0
996,Madagascar,MDG,2005,41.0,59.0
997,Madagascar,MDG,2012,28.0,72.0
998,Madagascar,MDG,2018,23.0,77.0
999,Madagascar,MDG,2021,25.313858,74.68614
1000,Malawi,MWI,1950,92.5,7.5
1001,Malawi,MWI,1987,51.0,49.0
1002,Malawi,MWI,1998,36.0,64.0
1003,Malawi,MWI,2020,29.847733,70.15227
1004,Malaysia,MYS,1950,62.5,37.5
1005,Malaysia,MYS,1980,30.0,70.0
1006,Malaysia,MYS,1991,17.0,83.0
1007,Malaysia,MYS,2000,11.0,89.0
1008,Malaysia,MYS,2010,7.0,93.0
1009,Malaysia,MYS,2016,5.0,95.0
1010,Malaysia,MYS,2017,5.0,95.0
1011,Malaysia,MYS,2018,5.0,95.0
1012,Malaysia,MYS,2019,5.0,95.0
1013,Malaysia,MYS,2022,4.0,96.0
1014,Maldives,MDV,1950,27.5,72.5
1015,Maldives,MDV,1977,18.0,82.0
1016,Maldives,MDV,1985,8.0,92.0
1017,Maldives,MDV,1990,4.0,96.0
1018,Maldives,MDV,1995,4.0,96.0
1019,Maldives,MDV,2000,4.0,96.0
1020,Maldives,MDV,2006,2.0,98.0
1021,Maldives,MDV,2014,1.0,99.0
1022,Maldives,MDV,2016,2.0,98.0
1023,Maldives,MDV,2017,5.4944916,94.50551
1024,Maldives,MDV,2019,1.7881393,98.21186
1025,Mali,MLI,1976,91.0,9.0
1026,Mali,MLI,1998,81.0,19.0
1027,Mali,MLI,2003,76.0,24.0
1028,Mali,MLI,2006,74.0,26.0
1029,Mali,MLI,2010,69.0,31.0
1030,Mali,MLI,2011,69.0,31.0
1031,Mali,MLI,2015,67.0,33.0
1032,Mali,MLI,2018,65.0,35.0
1033,Malta,MLT,1950,42.5,57.5
1034,Malta,MLT,1985,13.0,87.0
1035,Malta,MLT,1995,12.0,88.0
1036,Malta,MLT,2005,8.0,92.0
1037,Malta,MLT,2011,7.0,93.0
1038,Marshall Islands,MHL,2011,2.0,98.0
1039,Martinique,MTQ,1950,27.5,72.5
1040,Martinique,MTQ,1982,7.0,93.0
1041,Mauritania,MRT,2000,49.0,51.0
1042,Mauritania,MRT,2013,38.0,62.0
1043,Mauritania,MRT,2015,34.887978,65.11202
1044,Mauritania,MRT,2020,40.47034,59.52966
1045,Mauritius,MUS,1950,47.5,52.5
1046,Mauritius,MUS,1990,20.0,80.0
1047,Mauritius,MUS,2000,16.0,84.0
1048,Mauritius,MUS,2011,11.0,89.0
1049,Mauritius,MUS,2012,8.0,92.0
1050,Mauritius,MUS,2013,9.0,91.0
1051,Mauritius,MUS,2014,8.0,92.0
1052,Mauritius,MUS,2015,7.0,93.0
1053,Mauritius,MUS,2016,7.0,93.0
1054,Mexico,MEX,1900,77.7,22.3
1055,Mexico,MEX,1910,72.3,27.7
1056,Mexico,MEX,1921,66.2,33.8
1057,Mexico,MEX,1930,61.5,38.5
1058,Mexico,MEX,1940,54.0,46.0
1059,Mexico,MEX,1950,37.5,62.5
1060,Mexico,MEX,1980,17.0,83.0
1061,Mexico,MEX,1990,12.0,88.0
1062,Mexico,MEX,2000,9.0,91.0
1063,Mexico,MEX,2002,10.0,90.0
1064,Mexico,MEX,2004,9.0,91.0
1065,Mexico,MEX,2005,8.0,92.0
1066,Mexico,MEX,2006,8.0,92.0
1067,Mexico,MEX,2007,7.0,93.0
1068,Mexico,MEX,2008,7.0,93.0
1069,Mexico,MEX,2009,7.0,93.0
1070,Mexico,MEX,2010,7.0,93.0
1071,Mexico,MEX,2011,6.0,94.0
1072,Mexico,MEX,2012,6.0,94.0
1073,Mexico,MEX,2013,6.0,94.0
1074,Mexico,MEX,2014,5.0,95.0
1075,Mexico,MEX,2015,6.0,94.0
1076,Mexico,MEX,2016,5.0,95.0
1077,Mexico,MEX,2017,5.0,95.0
1078,Mexico,MEX,2018,5.0,95.0
1079,Mexico,MEX,2020,5.0,95.0
1080,Middle East and North Africa (WB),,1974,56.00028,43.99972
1081,Middle East and North Africa (WB),,1975,55.50897,44.49103
1082,Middle East and North Africa (WB),,1976,55.00032,44.99968
1083,Middle East and North Africa (WB),,1977,54.44148,45.55852
1084,Middle East and North Africa (WB),,1978,53.78316,46.21684
1085,Middle East and North Africa (WB),,1979,53.10201,46.89799
1086,Middle East and North Africa (WB),,1980,52.34566,47.65434
1087,Middle East and North Africa (WB),,1981,51.58368,48.41632
1088,Middle East and North Africa (WB),,1982,50.66288,49.33712
1089,Middle East and North Africa (WB),,1983,49.96582,50.03418
1090,Middle East and North Africa (WB),,1984,49.00454,50.99546
1091,Middle East and North Africa (WB),,1985,48.05492,51.94508
1092,Middle East and North Africa (WB),,1986,47.10434,52.89566
1093,Middle East and North Africa (WB),,1987,46.17346,53.82654
1094,Middle East and North Africa (WB),,1988,45.15993,54.84007
1095,Middle East and North Africa (WB),,1989,44.15449,55.84551
1096,Middle East and North Africa (WB),,1990,41.76429,58.23571
1097,Middle East and North Africa (WB),,1991,40.57349,59.42651
1098,Middle East and North Africa (WB),,1992,39.47795,60.52205
1099,Middle East and North Africa (WB),,1993,38.61286,61.38714
1100,Middle East and North Africa (WB),,1994,37.65129,62.34871
1101,Middle East and North Africa (WB),,1995,36.17486,63.82514
1102,Middle East and North Africa (WB),,1996,35.03932,64.96068
1103,Middle East and North Africa (WB),,1997,33.93638,66.06362
