,date,open,high,low,close,volume,ticker
104,2020-04-15,2795.639892578125,2801.8798828125,2761.5400390625,2783.360107421875,5208000000.0,^GSPC
105,2020-04-16,2799.340087890625,2806.510009765625,2764.320068359375,2799.550048828125,5228810000.0,^GSPC
106,2020-04-17,2842.429931640625,2879.219970703125,2830.8798828125,2874.56005859375,5804810000.0,^GSPC
107,2020-04-18,2842.429931640625,2879.219970703125,2830.8798828125,2874.56005859375,,^GSPC
108,2020-04-19,2842.429931640625,2879.219970703125,2830.8798828125,2874.56005859375,,^GSPC
109,2020-04-20,2845.6201171875,2868.97998046875,2820.429931640625,2823.159912109375,5228630000.0,^GSPC
110,2020-04-21,2784.81005859375,2785.5400390625,2727.10009765625,2736.56005859375,5121010000.0,^GSPC
111,2020-04-22,2787.889892578125,2815.10009765625,2775.949951171875,2799.31005859375,5084920000.0,^GSPC
112,2020-04-23,2810.419921875,2844.89990234375,2794.260009765625,2797.800048828125,5773530000.0,^GSPC
113,2020-04-24,2812.639892578125,2842.7099609375,2791.760009765625,2836.739990234375,5382810000.0,^GSPC
114,2020-04-25,2812.639892578125,2842.7099609375,2791.760009765625,2836.739990234375,,^GSPC
115,2020-04-26,2812.639892578125,2842.7099609375,2791.760009765625,2836.739990234375,,^GSPC
116,2020-04-27,2854.64990234375,2887.719970703125,2852.889892578125,2878.47998046875,5203930000.0,^GSPC
117,2020-04-28,2909.9599609375,2921.14990234375,2860.7099609375,2863.389892578125,5691160000.0,^GSPC
118,2020-04-29,2918.4599609375,2954.860107421875,2912.159912109375,2939.510009765625,6645640000.0,^GSPC
119,2020-04-30,2930.909912109375,2930.909912109375,2892.469970703125,2912.429931640625,6544980000.0,^GSPC
120,2020-05-01,2869.090087890625,2869.090087890625,2821.610107421875,2830.7099609375,4759810000.0,^GSPC
121,2020-05-02,2869.090087890625,2869.090087890625,2821.610107421875,2830.7099609375,,^GSPC
122,2020-05-03,2869.090087890625,2869.090087890625,2821.610107421875,2830.7099609375,,^GSPC
123,2020-05-04,2815.010009765625,2844.239990234375,2797.85009765625,2842.739990234375,4735930000.0,^GSPC
124,2020-05-05,2868.8798828125,2898.22998046875,2863.550048828125,2868.43994140625,5140290000.0,^GSPC
125,2020-05-06,2883.139892578125,2891.110107421875,2847.64990234375,2848.419921875,4892570000.0,^GSPC
126,2020-05-07,2878.260009765625,2901.919921875,2876.47998046875,2881.18994140625,5178790000.0,^GSPC
127,2020-05-08,2908.830078125,2932.159912109375,2902.8798828125,2929.800048828125,4876030000.0,^GSPC
128,2020-05-09,2908.830078125,2932.159912109375,2902.8798828125,2929.800048828125,,^GSPC
129,2020-05-10,2908.830078125,2932.159912109375,2902.8798828125,2929.800048828125,,^GSPC
130,2020-05-11,2915.4599609375,2944.25,2903.43994140625,2930.18994140625,4819730000.0,^GSPC
131,2020-05-12,2939.5,2945.820068359375,2869.590087890625,2870.1201171875,5119630000.0,^GSPC
132,2020-05-13,2865.860107421875,2874.139892578125,2793.14990234375,2820.0,6151650000.0,^GSPC
133,2020-05-14,2794.5400390625,2852.800048828125,2766.639892578125,2852.5,5651130000.0,^GSPC
134,2020-05-15,2829.949951171875,2865.010009765625,2816.780029296875,2863.699951171875,5507700000.0,^GSPC
135,2020-05-16,2829.949951171875,2865.010009765625,2816.780029296875,2863.699951171875,,^GSPC
136,2020-05-17,2829.949951171875,2865.010009765625,2816.780029296875,2863.699951171875,,^GSPC
137,2020-05-18,2913.860107421875,2968.090087890625,2913.860107421875,2953.909912109375,6373670000.0,^GSPC
138,2020-05-19,2948.590087890625,2964.2099609375,2922.35009765625,2922.93994140625,4984330000.0,^GSPC
139,2020-05-20,2953.6298828125,2980.2900390625,2953.6298828125,2971.610107421875,5005380000.0,^GSPC
140,2020-05-21,2969.949951171875,2978.5,2938.570068359375,2948.510009765625,4976620000.0,^GSPC
141,2020-05-22,2948.050048828125,2956.760009765625,2933.590087890625,2955.449951171875,3970860000.0,^GSPC
142,2020-05-23,2948.050048828125,2956.760009765625,2933.590087890625,2955.449951171875,,^GSPC
143,2020-05-24,2948.050048828125,2956.760009765625,2933.590087890625,2955.449951171875,,^GSPC
144,2020-05-25,2948.050048828125,2956.760009765625,2933.590087890625,2955.449951171875,,^GSPC
145,2020-05-26,3004.080078125,3021.719970703125,2988.169921875,2991.77001953125,5848500000.0,^GSPC
146,2020-05-27,3015.64990234375,3036.25,2969.75,3036.1298828125,6398000000.0,^GSPC
147,2020-05-28,3046.610107421875,3068.669921875,3023.39990234375,3029.72998046875,5447020000.0,^GSPC
148,2020-05-29,3025.169921875,3049.169921875,2998.610107421875,3044.31005859375,7297550000.0,^GSPC
149,2020-05-30,3025.169921875,3049.169921875,2998.610107421875,3044.31005859375,,^GSPC
150,2020-05-31,3025.169921875,3049.169921875,2998.610107421875,3044.31005859375,,^GSPC
151,2020-06-01,3038.780029296875,3062.179931640625,3031.5400390625,3055.72998046875,4684170000.0,^GSPC
152,2020-06-02,3064.780029296875,3081.070068359375,3051.639892578125,3080.820068359375,5197150000.0,^GSPC
153,2020-06-03,3098.89990234375,3130.93994140625,3098.89990234375,3122.8701171875,6005560000.0,^GSPC
154,2020-06-04,3111.56005859375,3128.909912109375,3090.409912109375,3112.35009765625,6451290000.0,^GSPC
155,2020-06-05,3163.840087890625,3211.719970703125,3163.840087890625,3193.929931640625,8639300000.0,^GSPC
156,2020-06-06,3163.840087890625,3211.719970703125,3163.840087890625,3193.929931640625,,^GSPC
157,2020-06-07,3163.840087890625,3211.719970703125,3163.840087890625,3193.929931640625,,^GSPC
158,2020-06-08,3199.919921875,3233.1298828125,3196.0,3232.389892578125,8498300000.0,^GSPC
159,2020-06-09,3213.320068359375,3222.7099609375,3193.110107421875,3207.179931640625,6410930000.0,^GSPC
160,2020-06-10,3213.419921875,3223.27001953125,3181.489990234375,3190.139892578125,6598870000.0,^GSPC
161,2020-06-11,3123.530029296875,3123.530029296875,2999.489990234375,3002.10009765625,7037320000.0,^GSPC
162,2020-06-12,3071.0400390625,3088.419921875,2984.469970703125,3041.31005859375,5845330000.0,^GSPC
163,2020-06-13,3071.0400390625,3088.419921875,2984.469970703125,3041.31005859375,,^GSPC
164,2020-06-14,3071.0400390625,3088.419921875,2984.469970703125,3041.31005859375,,^GSPC
165,2020-06-15,2993.760009765625,3079.760009765625,2965.659912109375,3066.590087890625,5757480000.0,^GSPC
166,2020-06-16,3131.0,3153.449951171875,3076.06005859375,3124.739990234375,5845810000.0,^GSPC
167,2020-06-17,3136.1298828125,3141.159912109375,3108.030029296875,3113.489990234375,4560450000.0,^GSPC
168,2020-06-18,3101.639892578125,3120.0,3093.510009765625,3115.340087890625,4448690000.0,^GSPC
169,2020-06-19,3140.2900390625,3155.530029296875,3083.110107421875,3097.739990234375,8346650000.0,^GSPC
170,2020-06-20,3140.2900390625,3155.530029296875,3083.110107421875,3097.739990234375,,^GSPC
171,2020-06-21,3140.2900390625,3155.530029296875,3083.110107421875,3097.739990234375,,^GSPC
172,2020-06-22,3094.419921875,3120.919921875,3079.389892578125,3117.860107421875,4686690000.0,^GSPC
173,2020-06-23,3138.699951171875,3154.89990234375,3127.1201171875,3131.2900390625,4711850000.0,^GSPC
174,2020-06-24,3114.39990234375,3115.010009765625,3032.1298828125,3050.330078125,5597680000.0,^GSPC
175,2020-06-25,3046.60009765625,3086.25,3024.010009765625,3083.760009765625,4847690000.0,^GSPC
176,2020-06-26,3073.199951171875,3073.72998046875,3004.6298828125,3009.050048828125,8107850000.0,^GSPC
177,2020-06-27,3073.199951171875,3073.72998046875,3004.6298828125,3009.050048828125,,^GSPC
178,2020-06-28,3073.199951171875,3073.72998046875,3004.6298828125,3009.050048828125,,^GSPC
179,2020-06-29,3018.590087890625,3053.889892578125,2999.739990234375,3053.239990234375,4473970000.0,^GSPC
180,2020-06-30,3050.199951171875,3111.510009765625,3047.830078125,3100.2900390625,4705850000.0,^GSPC
181,2020-07-01,3105.919921875,3128.43994140625,3101.169921875,3115.860107421875,4449230000.0,^GSPC
182,2020-07-02,3143.639892578125,3165.81005859375,3124.52001953125,3130.010009765625,4197720000.0,^GSPC
183,2020-07-03,3143.639892578125,3165.81005859375,3124.52001953125,3130.010009765625,,^GSPC
184,2020-07-04,3143.639892578125,3165.81005859375,3124.52001953125,3130.010009765625,,^GSPC
185,2020-07-05,3143.639892578125,3165.81005859375,3124.52001953125,3130.010009765625,,^GSPC
186,2020-07-06,3155.2900390625,3182.590087890625,3155.2900390625,3179.719970703125,4759160000.0,^GSPC
187,2020-07-07,3166.43994140625,3184.14990234375,3142.929931640625,3145.320068359375,4571330000.0,^GSPC
188,2020-07-08,3153.070068359375,3171.800048828125,3136.530029296875,3169.93994140625,4937310000.0,^GSPC
189,2020-07-09,3176.169921875,3179.780029296875,3115.699951171875,3152.050048828125,4843650000.0,^GSPC
190,2020-07-10,3152.469970703125,3186.820068359375,3136.219970703125,3185.0400390625,4524190000.0,^GSPC
191,2020-07-11,3152.469970703125,3186.820068359375,3136.219970703125,3185.0400390625,,^GSPC
192,2020-07-12,3152.469970703125,3186.820068359375,3136.219970703125,3185.0400390625,,^GSPC
193,2020-07-13,3205.080078125,3235.320068359375,3149.429931640625,3155.219970703125,4902440000.0,^GSPC
194,2020-07-14,3141.110107421875,3200.949951171875,3127.659912109375,3197.52001953125,4507140000.0,^GSPC
195,2020-07-15,3225.97998046875,3238.280029296875,3200.760009765625,3226.56005859375,4686830000.0,^GSPC
196,2020-07-16,3208.360107421875,3220.389892578125,3198.590087890625,3215.570068359375,3972860000.0,^GSPC
197,2020-07-17,3224.2099609375,3233.52001953125,3205.64990234375,3224.72998046875,4012850000.0,^GSPC
198,2020-07-18,3224.2099609375,3233.52001953125,3205.64990234375,3224.72998046875,,^GSPC
199,2020-07-19,3224.2099609375,3233.52001953125,3205.64990234375,3224.72998046875,,^GSPC
200,2020-07-20,3224.2900390625,3258.610107421875,3215.159912109375,3251.840087890625,3979340000.0,^GSPC
201,2020-07-21,3268.52001953125,3277.2900390625,3247.77001953125,3257.300048828125,4556610000.0,^GSPC
202,2020-07-22,3254.860107421875,3279.320068359375,3253.10009765625,3276.02001953125,4267160000.0,^GSPC
203,2020-07-23,3271.639892578125,3279.989990234375,3222.659912109375,3235.659912109375,4296760000.0,^GSPC
204,2020-07-24,3218.580078125,3227.260009765625,3200.050048828125,3215.6298828125,3689410000.0,^GSPC
205,2020-07-25,3218.580078125,3227.260009765625,3200.050048828125,3215.6298828125,,^GSPC
206,2020-07-26,3218.580078125,3227.260009765625,3200.050048828125,3215.6298828125,,^GSPC
207,2020-07-27,3219.840087890625,3241.429931640625,3214.25,3239.409912109375,3970310000.0,^GSPC
208,2020-07-28,3234.27001953125,3243.719970703125,3216.169921875,3218.43994140625,4053180000.0,^GSPC
209,2020-07-29,3227.219970703125,3264.739990234375,3227.219970703125,3258.43994140625,4478200000.0,^GSPC
210,2020-07-30,3231.760009765625,3250.919921875,3204.1298828125,3246.219970703125,4264920000.0,^GSPC
211,2020-07-31,3270.449951171875,3272.169921875,3220.260009765625,3271.1201171875,5007530000.0,^GSPC
212,2020-08-01,3270.449951171875,3272.169921875,3220.260009765625,3271.1201171875,,^GSPC
213,2020-08-02,3270.449951171875,3272.169921875,3220.260009765625,3271.1201171875,,^GSPC
214,2020-08-03,3288.260009765625,3302.72998046875,3284.530029296875,3294.610107421875,4438940000.0,^GSPC
215,2020-08-04,3289.919921875,3306.840087890625,3286.3701171875,3306.510009765625,4414380000.0,^GSPC
216,2020-08-05,3317.3701171875,3330.77001953125,3317.3701171875,3327.77001953125,4535060000.0,^GSPC
217,2020-08-06,3323.169921875,3351.030029296875,3318.139892578125,3349.159912109375,4278930000.0,^GSPC
218,2020-08-07,3340.050048828125,3352.5400390625,3328.719970703125,3351.280029296875,4110030000.0,^GSPC
219,2020-08-08,3340.050048828125,3352.5400390625,3328.719970703125,3351.280029296875,,^GSPC
220,2020-08-09,3340.050048828125,3352.5400390625,3328.719970703125,3351.280029296875,,^GSPC
221,2020-08-10,3356.0400390625,3363.2900390625,3335.43994140625,3360.469970703125,4327920000.0,^GSPC
222,2020-08-11,3370.340087890625,3381.010009765625,3326.43994140625,3333.68994140625,4880540000.0,^GSPC
223,2020-08-12,3355.4599609375,3387.889892578125,3355.4599609375,3380.35009765625,3772250000.0,^GSPC
224,2020-08-13,3372.949951171875,3387.239990234375,3363.35009765625,3373.429931640625,3438730000.0,^GSPC
225,2020-08-14,3368.659912109375,3378.510009765625,3361.639892578125,3372.85009765625,3200060000.0,^GSPC
226,2020-08-15,3368.659912109375,3378.510009765625,3361.639892578125,3372.85009765625,,^GSPC
227,2020-08-16,3368.659912109375,3378.510009765625,3361.639892578125,3372.85009765625,,^GSPC
228,2020-08-17,3380.860107421875,3387.590087890625,3379.219970703125,3381.989990234375,3460330000.0,^GSPC
229,2020-08-18,3387.0400390625,3395.06005859375,3370.14990234375,3389.780029296875,3669550000.0,^GSPC
230,2020-08-19,3392.510009765625,3399.5400390625,3369.659912109375,3374.85009765625,3679480000.0,^GSPC
231,2020-08-20,3360.47998046875,3390.800048828125,3354.68994140625,3385.510009765625,3431040000.0,^GSPC
232,2020-08-21,3386.010009765625,3399.9599609375,3379.31005859375,3397.159912109375,3505010000.0,^GSPC
233,2020-08-22,3386.010009765625,3399.9599609375,3379.31005859375,3397.159912109375,,^GSPC
234,2020-08-23,3386.010009765625,3399.9599609375,3379.31005859375,3397.159912109375,,^GSPC
235,2020-08-24,3418.090087890625,3432.090087890625,3413.1298828125,3431.280029296875,3743410000.0,^GSPC
236,2020-08-25,3435.949951171875,3444.2099609375,3425.840087890625,3443.6201171875,3627650000.0,^GSPC
237,2020-08-26,3449.969970703125,3481.070068359375,3444.14990234375,3478.72998046875,3780530000.0,^GSPC
238,2020-08-27,3485.139892578125,3501.3798828125,3468.35009765625,3484.550048828125,3955890000.0,^GSPC
239,2020-08-28,3494.68994140625,3509.22998046875,3484.320068359375,3508.010009765625,3868510000.0,^GSPC
240,2020-08-29,3494.68994140625,3509.22998046875,3484.320068359375,3508.010009765625,,^GSPC
241,2020-08-30,3494.68994140625,3509.22998046875,3484.320068359375,3508.010009765625,,^GSPC
242,2020-08-31,3509.72998046875,3514.77001953125,3493.25,3500.31005859375,4348280000.0,^GSPC
243,2020-09-01,3507.43994140625,3528.030029296875,3494.60009765625,3526.64990234375,4101490000.0,^GSPC
244,2020-09-02,3543.760009765625,3588.110107421875,3535.22998046875,3580.840087890625,4295640000.0,^GSPC
245,2020-09-03,3564.739990234375,3564.85009765625,3427.409912109375,3455.06005859375,4911830000.0,^GSPC
246,2020-09-04,3453.60009765625,3479.14990234375,3349.6298828125,3426.9599609375,4438720000.0,^GSPC
247,2020-09-05,3453.60009765625,3479.14990234375,3349.6298828125,3426.9599609375,,^GSPC
248,2020-09-06,3453.60009765625,3479.14990234375,3349.6298828125,3426.9599609375,,^GSPC
249,2020-09-07,3453.60009765625,3479.14990234375,3349.6298828125,3426.9599609375,,^GSPC
250,2020-09-08,3371.8798828125,3379.969970703125,3329.27001953125,3331.840087890625,4694330000.0,^GSPC
251,2020-09-09,3369.820068359375,3424.77001953125,3366.840087890625,3398.9599609375,3932520000.0,^GSPC
252,2020-09-10,3412.56005859375,3425.550048828125,3329.25,3339.18994140625,4208630000.0,^GSPC
253,2020-09-11,3352.699951171875,3368.949951171875,3310.469970703125,3340.969970703125,3710090000.0,^GSPC
254,2020-09-12,3352.699951171875,3368.949951171875,3310.469970703125,3340.969970703125,,^GSPC
255,2020-09-13,3352.699951171875,3368.949951171875,3310.469970703125,3340.969970703125,,^GSPC
256,2020-09-14,3363.56005859375,3402.929931640625,3363.56005859375,3383.5400390625,3839580000.0,^GSPC
257,2020-09-15,3407.72998046875,3419.47998046875,3389.25,3401.199951171875,4057190000.0,^GSPC
258,2020-09-16,3411.22998046875,3428.919921875,3384.449951171875,3385.489990234375,4718900000.0,^GSPC
259,2020-09-17,3346.860107421875,3375.169921875,3328.820068359375,3357.010009765625,4379840000.0,^GSPC
260,2020-09-18,3357.3798828125,3362.27001953125,3292.39990234375,3319.469970703125,7076400000.0,^GSPC
261,2020-09-19,3357.3798828125,3362.27001953125,3292.39990234375,3319.469970703125,,^GSPC
262,2020-09-20,3357.3798828125,3362.27001953125,3292.39990234375,3319.469970703125,,^GSPC
263,2020-09-21,3285.570068359375,3285.570068359375,3229.10009765625,3281.06005859375,4836070000.0,^GSPC
264,2020-09-22,3295.75,3320.31005859375,3270.949951171875,3315.570068359375,3974510000.0,^GSPC
265,2020-09-23,3320.110107421875,3323.35009765625,3232.570068359375,3236.919921875,4378650000.0,^GSPC
266,2020-09-24,3226.139892578125,3278.699951171875,3209.449951171875,3246.590087890625,4601920000.0,^GSPC
267,2020-09-25,3236.659912109375,3306.8798828125,3228.43994140625,3298.4599609375,3803330000.0,^GSPC
268,2020-09-26,3236.659912109375,3306.8798828125,3228.43994140625,3298.4599609375,,^GSPC
269,2020-09-27,3236.659912109375,3306.8798828125,3228.43994140625,3298.4599609375,,^GSPC
270,2020-09-28,3333.89990234375,3360.739990234375,3332.909912109375,3351.60009765625,3950910000.0,^GSPC
