,date,open,high,low,close,volume,ticker
0,2020-01-02,3244.669921875,3258.139892578125,3235.530029296875,3257.85009765625,3459930000.0,^GSPC
1,2020-01-03,3226.360107421875,3246.14990234375,3222.340087890625,3234.85009765625,3484700000.0,^GSPC
2,2020-01-04,3226.360107421875,3246.14990234375,3222.340087890625,3234.85009765625,,^GSPC
3,2020-01-05,3226.360107421875,3246.14990234375,3222.340087890625,3234.85009765625,,^GSPC
4,2020-01-06,3217.550048828125,3246.840087890625,3214.639892578125,3246.280029296875,3702460000.0,^GSPC
5,2020-01-07,3241.860107421875,3244.909912109375,3232.429931640625,3237.179931640625,3435910000.0,^GSPC
6,2020-01-08,3238.590087890625,3267.070068359375,3236.669921875,3253.050048828125,3726840000.0,^GSPC
7,2020-01-09,3266.030029296875,3275.580078125,3263.669921875,3274.699951171875,3641230000.0,^GSPC
8,2020-01-10,3281.81005859375,3282.989990234375,3260.860107421875,3265.35009765625,3214580000.0,^GSPC
9,2020-01-11,3281.81005859375,3282.989990234375,3260.860107421875,3265.35009765625,,^GSPC
10,2020-01-12,3281.81005859375,3282.989990234375,3260.860107421875,3265.35009765625,,^GSPC
11,2020-01-13,3271.1298828125,3288.1298828125,3268.429931640625,3288.1298828125,3459390000.0,^GSPC
12,2020-01-14,3285.35009765625,3294.25,3277.18994140625,3283.14990234375,3687620000.0,^GSPC
13,2020-01-15,3282.27001953125,3298.659912109375,3280.68994140625,3289.2900390625,3721490000.0,^GSPC
14,2020-01-16,3302.969970703125,3317.110107421875,3302.820068359375,3316.81005859375,3540580000.0,^GSPC
15,2020-01-17,3323.659912109375,3329.8798828125,3318.860107421875,3329.6201171875,3726220000.0,^GSPC
16,2020-01-18,3323.659912109375,3329.8798828125,3318.860107421875,3329.6201171875,,^GSPC
17,2020-01-19,3323.659912109375,3329.8798828125,3318.860107421875,3329.6201171875,,^GSPC
18,2020-01-20,3323.659912109375,3329.8798828125,3318.860107421875,3329.6201171875,,^GSPC
19,2020-01-21,3321.030029296875,3329.7900390625,3316.610107421875,3320.7900390625,4104840000.0,^GSPC
20,2020-01-22,3330.02001953125,3337.77001953125,3320.0400390625,3321.75,3623780000.0,^GSPC
21,2020-01-23,3315.77001953125,3326.8798828125,3301.8701171875,3325.5400390625,3766710000.0,^GSPC
22,2020-01-24,3333.10009765625,3333.179931640625,3281.530029296875,3295.469970703125,3708780000.0,^GSPC
23,2020-01-25,3333.10009765625,3333.179931640625,3281.530029296875,3295.469970703125,,^GSPC
24,2020-01-26,3333.10009765625,3333.179931640625,3281.530029296875,3295.469970703125,,^GSPC
25,2020-01-27,3247.159912109375,3258.85009765625,3234.5,3243.6298828125,3831050000.0,^GSPC
26,2020-01-28,3255.35009765625,3285.780029296875,3253.219970703125,3276.239990234375,3531570000.0,^GSPC
27,2020-01-29,3289.4599609375,3293.469970703125,3271.889892578125,3273.39990234375,3600250000.0,^GSPC
28,2020-01-30,3256.449951171875,3285.909912109375,3242.800048828125,3283.659912109375,3790350000.0,^GSPC
29,2020-01-31,3282.330078125,3282.330078125,3214.679931640625,3225.52001953125,4529700000.0,^GSPC
30,2020-02-01,3282.330078125,3282.330078125,3214.679931640625,3225.52001953125,,^GSPC
31,2020-02-02,3282.330078125,3282.330078125,3214.679931640625,3225.52001953125,,^GSPC
32,2020-02-03,3235.659912109375,3268.43994140625,3235.659912109375,3248.919921875,3760460000.0,^GSPC
33,2020-02-04,3280.610107421875,3306.919921875,3280.610107421875,3297.590087890625,3996900000.0,^GSPC
34,2020-02-05,3324.909912109375,3337.580078125,3313.75,3334.68994140625,4121480000.0,^GSPC
35,2020-02-06,3344.919921875,3347.9599609375,3334.389892578125,3345.780029296875,3887250000.0,^GSPC
36,2020-02-07,3335.5400390625,3341.419921875,3322.1201171875,3327.7099609375,3733920000.0,^GSPC
37,2020-02-08,3335.5400390625,3341.419921875,3322.1201171875,3327.7099609375,,^GSPC
38,2020-02-09,3335.5400390625,3341.419921875,3322.1201171875,3327.7099609375,,^GSPC
39,2020-02-10,3318.280029296875,3352.260009765625,3317.77001953125,3352.090087890625,3462730000.0,^GSPC
40,2020-02-11,3365.8701171875,3375.6298828125,3352.719970703125,3357.75,3762940000.0,^GSPC
41,2020-02-12,3370.5,3381.469970703125,3369.719970703125,3379.449951171875,3930910000.0,^GSPC
42,2020-02-13,3365.89990234375,3385.090087890625,3360.52001953125,3373.93994140625,3500890000.0,^GSPC
43,2020-02-14,3378.080078125,3380.68994140625,3366.14990234375,3380.159912109375,3419700000.0,^GSPC
44,2020-02-15,3378.080078125,3380.68994140625,3366.14990234375,3380.159912109375,,^GSPC
45,2020-02-16,3378.080078125,3380.68994140625,3366.14990234375,3380.159912109375,,^GSPC
46,2020-02-17,3378.080078125,3380.68994140625,3366.14990234375,3380.159912109375,,^GSPC
47,2020-02-18,3369.0400390625,3375.010009765625,3355.610107421875,3370.2900390625,3750400000.0,^GSPC
48,2020-02-19,3380.389892578125,3393.52001953125,3378.830078125,3386.14990234375,3614200000.0,^GSPC
49,2020-02-20,3380.449951171875,3389.14990234375,3341.02001953125,3373.22998046875,4019180000.0,^GSPC
50,2020-02-21,3360.5,3360.760009765625,3328.449951171875,3337.75,3908780000.0,^GSPC
51,2020-02-22,3360.5,3360.760009765625,3328.449951171875,3337.75,,^GSPC
52,2020-02-23,3360.5,3360.760009765625,3328.449951171875,3337.75,,^GSPC
53,2020-02-24,3257.610107421875,3259.81005859375,3214.64990234375,3225.889892578125,4851160000.0,^GSPC
54,2020-02-25,3238.93994140625,3246.989990234375,3118.77001953125,3128.2099609375,5596760000.0,^GSPC
55,2020-02-26,3139.89990234375,3182.510009765625,3108.989990234375,3116.389892578125,5484650000.0,^GSPC
56,2020-02-27,3062.5400390625,3097.070068359375,2977.389892578125,2978.760009765625,7064710000.0,^GSPC
57,2020-02-28,2916.89990234375,2959.719970703125,2855.840087890625,2954.219970703125,8569570000.0,^GSPC
58,2020-02-29,2916.89990234375,2959.719970703125,2855.840087890625,2954.219970703125,,^GSPC
59,2020-03-01,2916.89990234375,2959.719970703125,2855.840087890625,2954.219970703125,,^GSPC
60,2020-03-02,2974.280029296875,3090.9599609375,2945.18994140625,3090.22998046875,6381330000.0,^GSPC
61,2020-03-03,3096.4599609375,3136.719970703125,2976.6298828125,3003.3701171875,6376510000.0,^GSPC
62,2020-03-04,3045.75,3130.969970703125,3034.3798828125,3130.1201171875,5073020000.0,^GSPC
63,2020-03-05,3075.699951171875,3083.0400390625,2999.830078125,3023.93994140625,5579290000.0,^GSPC
64,2020-03-06,2954.199951171875,2985.929931640625,2901.5400390625,2972.3701171875,6555240000.0,^GSPC
65,2020-03-07,2954.199951171875,2985.929931640625,2901.5400390625,2972.3701171875,,^GSPC
66,2020-03-08,2954.199951171875,2985.929931640625,2901.5400390625,2972.3701171875,,^GSPC
67,2020-03-09,2863.889892578125,2863.889892578125,2734.429931640625,2746.56005859375,8441290000.0,^GSPC
68,2020-03-10,2813.47998046875,2882.590087890625,2734.0,2882.22998046875,7642040000.0,^GSPC
69,2020-03-11,2825.60009765625,2825.60009765625,2707.219970703125,2741.3798828125,7431200000.0,^GSPC
70,2020-03-12,2630.860107421875,2660.949951171875,2478.860107421875,2480.639892578125,8850810000.0,^GSPC
71,2020-03-13,2569.989990234375,2711.330078125,2492.3701171875,2711.02001953125,8299070000.0,^GSPC
72,2020-03-14,2569.989990234375,2711.330078125,2492.3701171875,2711.02001953125,,^GSPC
73,2020-03-15,2569.989990234375,2711.330078125,2492.3701171875,2711.02001953125,,^GSPC
74,2020-03-16,2508.590087890625,2562.97998046875,2380.93994140625,2386.1298828125,7805450000.0,^GSPC
75,2020-03-17,2425.659912109375,2553.929931640625,2367.0400390625,2529.18994140625,8370250000.0,^GSPC
76,2020-03-18,2436.5,2453.570068359375,2280.52001953125,2398.10009765625,8799300000.0,^GSPC
77,2020-03-19,2393.47998046875,2466.969970703125,2319.780029296875,2409.389892578125,7956100000.0,^GSPC
78,2020-03-20,2431.93994140625,2453.010009765625,2295.56005859375,2304.919921875,9053950000.0,^GSPC
79,2020-03-21,2431.93994140625,2453.010009765625,2295.56005859375,2304.919921875,,^GSPC
80,2020-03-22,2431.93994140625,2453.010009765625,2295.56005859375,2304.919921875,,^GSPC
81,2020-03-23,2290.7099609375,2300.72998046875,2191.860107421875,2237.39990234375,7411380000.0,^GSPC
82,2020-03-24,2344.43994140625,2449.7099609375,2344.43994140625,2447.330078125,7563150000.0,^GSPC
83,2020-03-25,2457.77001953125,2571.419921875,2407.530029296875,2475.56005859375,8300010000.0,^GSPC
84,2020-03-26,2501.2900390625,2637.010009765625,2500.719970703125,2630.070068359375,7766990000.0,^GSPC
85,2020-03-27,2555.8701171875,2615.909912109375,2520.02001953125,2541.469970703125,6201670000.0,^GSPC
86,2020-03-28,2555.8701171875,2615.909912109375,2520.02001953125,2541.469970703125,,^GSPC
87,2020-03-29,2555.8701171875,2615.909912109375,2520.02001953125,2541.469970703125,,^GSPC
88,2020-03-30,2558.97998046875,2631.800048828125,2545.280029296875,2626.64990234375,5751120000.0,^GSPC
89,2020-03-31,2614.68994140625,2641.389892578125,2571.14990234375,2584.590087890625,6576210000.0,^GSPC
90,2020-04-01,2498.080078125,2522.75,2447.489990234375,2470.5,5964000000.0,^GSPC
91,2020-04-02,2458.5400390625,2533.219970703125,2455.7900390625,2526.89990234375,6464190000.0,^GSPC
92,2020-04-03,2514.919921875,2538.179931640625,2459.9599609375,2488.64990234375,6096970000.0,^GSPC
93,2020-04-04,2514.919921875,2538.179931640625,2459.9599609375,2488.64990234375,,^GSPC
94,2020-04-05,2514.919921875,2538.179931640625,2459.9599609375,2488.64990234375,,^GSPC
95,2020-04-06,2578.280029296875,2676.85009765625,2574.570068359375,2663.679931640625,6403840000.0,^GSPC
96,2020-04-07,2738.64990234375,2756.889892578125,2657.669921875,2659.409912109375,7050410000.0,^GSPC
97,2020-04-08,2685.0,2760.75,2663.300048828125,2749.97998046875,5875710000.0,^GSPC
98,2020-04-09,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,7899550000.0,^GSPC
99,2020-04-10,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,,^GSPC
100,2020-04-11,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,,^GSPC
101,2020-04-12,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,,^GSPC
102,2020-04-13,2782.4599609375,2782.4599609375,2721.169921875,2761.6298828125,5319530000.0,^GSPC
103,2020-04-14,2805.10009765625,2851.85009765625,2805.10009765625,2846.06005859375,5615730000.0,^GSPC
