country,year,education_development_index,education_spend_efficiency,illiteracy_burden_index,gender_gap_pct,log_gdp_norm,regional_convergence_index,education_development_index_norm,education_spend_efficiency_norm,illiteracy_burden_index_norm,gender_gap_pct_norm,log_gdp_norm_norm,regional_convergence_index_norm
Cameroon,2010,0.6241487153194288,0.272668924571407,0.3258426966292135,10.588235294117647,0.3514797907480218,-10.442340164276285,0.6262735872534815,0.46009860374594774,0.33720930232558144,0.46517457106107196,0.3055374529063783,0.25011814390121884
Cameroon,2018,0.6577049474971945,0.2838648511016222,0.30845924719101125,12.788660065678073,0.37384009639557236,-4.323521889267706,0.6605303579988876,0.4720623005650961,0.3192194534883721,0.49116955998078304,0.32948180281599904,0.39793187181110884
Central African Republic,2019,0.3343765957922842,0.2213224717225295,0.6467102247191011,43.49050641395221,0.11305412406975468,-1.6929447969862963,0.3304520237816084,0.4052310237413064,0.6692698837209302,0.8538696013332956,0.05022128324550315,0.4614793394900585
Chile,2002,0.8913577951476221,0.2783076838235077,0.0449438202247191,0.0,0.6130501113241145,0.26152477641396843,0.8990610724596003,0.46612404576240263,0.046511627906976744,0.3400891499609014,0.585637885367673,0.5086939192906558
Chile,2011,0.9163104012692026,0.2436914635305708,0.033707865168539325,-0.40322580645160433,0.6726189377386318,0.060975545629156136,0.9245346030657506,0.42913398839717365,0.03488372093023256,0.335325592257714,0.649426674566577,0.5038492044945259
Chile,2013,0.9115993508880548,0.2257677259156331,0.0449438202247191,-0.10101010101009526,0.6858316249724217,0.2415506423501375,0.9197252021764585,0.40998111506307544,0.046511627906976744,0.33889585469788075,0.663575372324065,0.5082113994502143
Chile,2015,0.9189307423673722,0.22968980638343328,0.033707865168539325,-0.10070493454180113,0.6892409359839389,-0.008297033983066804,0.9272096478621756,0.41417215557146325,0.03488372093023256,0.33889945981952113,0.6672262050585198,0.5021757705446668
Chile,2017,0.9153178617033626,0.22554761486014185,0.0449438202247191,0.0,0.6897702468432207,-0.004714675340706798,0.9235213426918623,0.40974590970268543,0.046511627906976744,0.3400891499609014,0.6677930132509201,0.5022623104224403
China,2000,0.8210157295979568,0.4790767899334294,0.10112359550561797,0.0,0.3419389396645274,-5.538543120405631,0.8272505068237517,0.6806610659606203,0.10465116279069768,0.3400891499609014,0.29532071077504696,0.3685803190124749
China,2010,0.8555314785435126,0.34264010600741845,0.056179775280898875,0.0,0.5128913725360942,-0.9082278505676857,0.8624868257426963,0.5348681191155682,0.05813953488372093,0.3400891499609014,0.4783837214108679,0.4804359307779469
China,2020,0.8837681383740278,0.26131264678659594,0.033707865168539325,0.0,0.6224554915874319,4.728605962904746,0.8913129697896702,0.44796355944703714,0.03488372093023256,0.3400891499609014,0.5957095596823121,0.6166062470269147
Colombia,1993,0.7758705548891383,0.26200247878739846,0.10112359550561797,-1.0526315789473684,0.5138680761017398,2.29128784747792,0.7811628563369956,0.44870069727046563,0.10465116279069768,0.32765375721994877,0.4794296164134863,0.5577273817703645
Colombia,1996,0.7885082420771581,0.2618960309234992,0.10112359550561797,-2.083333333333333,0.5266122111536589,-1.0606601717798212,0.7940643749121057,0.44858694965276735,0.10465116279069768,0.31547743516109933,0.4930765689099536,0.4767535874496035
