,country,code,year,adult_literacy_rate,youth_literacy_rate_M,youth_literacy_rate_F,continent,invalid_literacy_flag,adult_literacy_rate_outlier_flag,youth_literacy_rate_M_outlier_flag,youth_literacy_rate_F_outlier_flag,literacy_gender_gap_abs,gender_gap_pct,youth_literacy_avg,regional_literacy_std,youth_literacy_yoy,youth_literacy_abs_change,youth_literacy_5yr_avg,literacy_momentum_5yr,literacy_5yr_std,literacy_stability_index,gender_gap_change,gender_gap_acceleration,regional_convergence_index,avg_schooling_years,adult_literacy_rate_norm,youth_literacy_avg_norm,avg_schooling_years_norm,literacy_index,education_development_index
0,Afghanistan,AFG,2011,31.0,62.0,32.0,Asia,False,True,True,True,30.0,48.38709677419355,47.0,15.046752608536497,,,,,,,,,-4.969537007751432,4.106,0.19767441860465113,0.3375,0.25507487520798666,0.2536046511627907,0.2540457183763495
1,Afghanistan,AFG,2015,33.75384,57.73505,25.48416,Asia,False,True,True,True,32.25089,55.86015773780398,41.609605,14.481006048976539,-11.468925531914886,-5.390394999999998,,,,,2.2508899999999983,,-7.111442786216421,4.81,0.22969581395348831,0.2701200625000001,0.3136439267886856,0.24586551337209303,0.2661990373970708
2,Afghanistan,AFG,2021,37.0,71.0,42.0,Asia,False,False,True,True,29.0,40.845070422535215,56.5,14.784634232456426,35.78595615122997,14.890394999999998,,,,,-3.2508899999999983,-5.501779999999997,-12.997739374153126,5.69,0.26744186046511625,0.45625000000000004,0.38685524126455917,0.3429651162790698,0.3561321537747166
3,Afghanistan,AFG,2022,37.0,83.4,44.17171,Asia,False,False,False,True,39.22829000000001,47.03631894484413,63.785855,8.24745411609174,12.895318584070804,7.285854999999998,,,,,10.228290000000008,13.479180000000007,6.537180116364686,5.69,0.26744186046511625,0.5473231875,0.38685524126455917,0.37939439127906976,0.38163264627471655
4,Albania,ALB,2001,99.0,99.0,99.0,Europe,False,False,False,False,0.0,0.0,99.0,0.7559289460184528,,,,,,,,,-0.5059289460184528,9.992,0.9883720930232558,0.9875,0.744758735440932,0.9880232558139534,0.915043899702047
5,Albania,ALB,2005,97.5,99.0,99.49,Europe,False,False,False,False,-0.4899999999999949,-0.4949494949494898,99.245,0.681036791305073,0.24747474747475184,0.24500000000000455,,,,,-0.4899999999999949,,,10.24,0.9709302325581395,0.9905625000000002,0.7653910149750417,0.9787831395348838,0.9147655021669311
6,Albania,ALB,2008,96.0,99.0,99.0,Europe,False,False,False,False,0.0,0.0,99.0,0.7071067811865476,-0.24686382185501454,-0.24500000000000455,,,,,0.4899999999999949,0.9799999999999898,,10.36,0.9534883720930232,0.9875,0.7753743760399334,0.9670930232558139,0.9095774290910498
7,Albania,ALB,2009,96.5,94.82,96.61,Europe,False,False,False,False,-1.7900000000000063,-1.8877873866273005,95.715,2.0726125823864563,-3.31818181818182,-3.2849999999999966,,,,,-1.7900000000000063,-2.280000000000001,-1.3655058011999088,10.4,0.9593023255813953,0.9464375,0.7787021630615641,0.9541563953488372,0.9015201256626553
8,Albania,ALB,2011,97.0,99.0,99.0,Europe,False,False,False,False,0.0,0.0,99.0,0.6632056681315054,3.4320639398213393,3.2849999999999966,98.39200000000001,,,,1.7900000000000063,3.5800000000000125,-0.6632056681315054,10.35,0.9651162790697674,0.9875,0.7745424292845258,0.9740697674418605,0.91421156599466
9,Albania,ALB,2012,97.0,99.0,99.0,Europe,False,False,False,False,0.0,0.0,99.0,0.4881256668796125,0.0,0.0,98.39200000000001,0.0,,,0.0,-1.7900000000000063,0.17508000125189288,10.26,0.9651162790697674,0.9875,0.767054908485857,0.9740697674418605,0.9119653097550594
10,Albania,ALB,2017,98.81623,98.58999,99.52556,Europe,False,False,False,False,-0.9355699999999985,-0.9489502940410061,99.05777499999999,,0.058358585858586665,0.05777499999999236,98.354555,-0.03744500000000528,,,-0.9355699999999985,-0.9355699999999985,,10.122,0.9862352325581396,0.9882221874999999,0.7555740432612313,0.9870300145348837,0.9175932231527879
11,Algeria,DZA,2002,70.0,94.0,86.0,Africa,False,False,False,False,8.0,8.51063829787234,90.0,18.324334912896564,,,,,,,,,10.470121223079797,6.207999999999999,0.6511627906976745,0.875,0.42995008319467554,0.7406976744186047,0.6474733970514259
12,Algeria,DZA,2006,73.0,94.0,89.0,Africa,False,False,False,False,5.0,5.319148936170213,91.5,20.176973516108692,1.6666666666666607,1.5,,,,,-3.0,,-3.354363757485949,6.544,0.6860465116279069,0.89375,0.45790349417637266,0.7691279069767442,0.6757605831366327
13,Algeria,DZA,2008,75.0,96.0,92.0,Africa,False,False,False,False,4.0,4.166666666666666,94.0,18.62199745372839,2.732240437158473,2.5,,,,,-1.0,2.0,1.300127094817583,6.772,0.7093023255813953,0.925,0.4768718801996673,0.7955813953488372,0.6999685408040862
14,Algeria,DZA,2019,75.0,64.79,97.9897,Africa,False,False,True,False,-33.19969999999999,-51.242012656274106,81.38985,17.74699986130924,-13.415053191489367,-12.610150000000004,,,,,-37.19969999999999,-36.19969999999999,-1.6929447969862963,8.054,0.7093023255813953,0.767373125,0.5835274542429285,0.7325306453488372,0.6878296880170646
15,Argentina,ARG,1991,96.0,98.0,99.0,South America,False,False,False,False,-1.0,-1.0204081632653061,98.5,,,,,,,,,,,8.718,0.9534883720930232,0.9812500000000002,0.6387687188019967,0.964593023255814,0.8668457319196687
16,Argentina,ARG,2001,97.0,99.0,99.0,South America,False,False,False,False,0.0,0.0,99.0,1.1456439237389586,0.50761421319796,0.5,,,,,1.0,,0.40643129995349736,9.178,0.9651162790697674,0.9875,0.6770382695507489,0.9740697674418605,0.884960318074527
17,Armenia,ARM,2000,99.0,100.0,100.0,Asia,False,False,False,False,0.0,0.0,100.0,8.288543120405631,,,,,,,,,-5.538543120405631,10.45,0.9883720930232558,1.0,0.7828618968386023,0.9930232558139535,0.929974848121348
18,Armenia,ARM,2001,99.0,100.0,100.0,Asia,False,False,False,False,0.0,0.0,100.0,13.545263050642873,0.0,0.0,,,,,0.0,,-5.256719930237242,10.45,0.9883720930232558,1.0,0.7828618968386023,0.9930232558139535,0.929974848121348
